SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Catégorie juridique (Niveau I);Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016
499541472;ANTENNES SERVICES GRESIVAUDAN / ANTENNES SERVICES GRESIVAUDAN;49954147200027;4321A;;;38570;06/08/2007;0 salarié pendant l'année;Société commerciale;0;1895;871;0;0;0;0;0;7970;59;0;0;31362;1407;41669;0;0;43564;2000;-122;17769;19666;0;0;0;0;0;18513;0;513;4841;0;0;0;0;23898;43564;0;77070;0;77070;0;0;77116;0;0;12961;-246;22116;1528;15000;4430;345;0;0;0;0;56135;20982;28;0;0;0;0;0;0;0;100;-100;17769;0;3141;0;0;0;845;0;0;0;0;0;0;0;0;0;0;0;0;21010;CRETS EN BELLEDONNE;12;9,1
531941722;STEMAT FRANCE;53194172200013;4789Z;;;30150;14/03/2011;;Société commerciale;0;0;0;0;0;0;9806;0;1134;2114;0;0;2470;0;15524;0;0;15524;2000;-63334;-4567;-65901;0;0;0;0;0;0;0;0;0;0;81425;81425;0;81425;15524;0;0;0;14831;0;0;14832;20707;-8884;0;0;4878;543;2055;0;100;0;0;0;0;19399;-4567;0;0;0;0;0;0;0;0;0;0;-4567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ROQUEMAURE;12;1,8
538223678;CORE IMMOBILIER;53822367800037;6831Z;;;13090;30/11/2011;;Société commerciale;0;92156;0;0;0;0;0;0;0;3482;0;0;3254;0;6736;0;0;98892;1000;0;32005;33005;0;0;0;0;0;0;0;21440;0;0;44446;21486;0;65887;98892;0;0;0;108570;0;0;108570;0;0;0;0;70449;0;0;0;468;0;0;0;0;70917;37653;0;0;0;0;0;0;0;0;0;0;32005;0;5648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AIX-EN-PROVENCE;12;8,5
523489714;BRIGITTE ROTISSERIE;52348971400023;5610C;;;68310;01/07/2010;0 salarié pendant l'année;Société commerciale;0;895;0;0;0;0;1686;0;0;943;0;0;2978;5868;11476;0;0;12371;1000;-4782;1225;-2557;0;0;0;0;0;0;0;1089;0;0;1625;-6966;0;2714;157;0;0;0;82120;0;0;82120;0;-151;36259;0;20860;0;13000;6244;2106;0;0;0;0;78320;3800;0;0;46;0;0;0;0;0;2085;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;WITTELSHEIM;12;3,3
529514747;JJBSL;52951474700011;4776Z;;;13140;08/01/2011;0 salarié pendant l'année;Société commerciale;0;9559;0;0;0;0;5830;0;0;3537;0;0;2045;0;11412;0;0;20971;3000;10967;-3998;9969;0;0;0;0;4939;0;0;2727;0;0;3336;0;0;11002;20971;0;72168;0;72168;0;0;74668;25226;-220;4622;0;24707;2658;10829;7176;3314;0;0;0;0;78312;-3644;0;0;266;0;0;0;0;0;88;-88;-3998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3910;MIRAMAS;12;3,4
820770980;KARAVEL RENT;82077098000028;7712Z;;;40230;01/06/2016;;Société commerciale;0;2238;0;0;0;0;0;0;0;95;0;0;19342;0;19438;0;0;21675;6000;0;12384;18384;0;0;0;0;0;0;0;571;0;0;2721;0;0;3292;21675;0;0;0;18000;0;0;18000;0;0;0;0;2142;413;0;0;762;0;0;0;0;3317;14683;0;0;113;0;0;0;0;0;0;0;12384;0;2186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SAINT-GEOURS-DE-MAREMNE;12;9,9
452511595;SARL CHANOT;45251159500012;6820B;;;68720;13/02/2004;;Société commerciale;0;679440;0;0;0;0;0;0;0;200;0;0;3346;0;3546;0;0;682986;41000;-17889;3585;26696;0;0;0;0;507447;146593;0;1200;1050;0;0;0;0;656290;682986;0;63000;0;63000;0;0;63000;0;0;0;0;1999;503;0;0;35761;0;0;0;0;38264;24736;0;21151;21151;0;0;0;0;0;0;0;3585;0;0;0;0;0;1050;38557;0;0;0;0;0;0;0;0;0;0;0;3585;HEIDWILLER;12;6,9
752963843;AMC;75296384300053;7022Z;;;95220;01/07/2012;De 3 à 5 salariés;Société commerciale;0;22443;0;0;0;0;0;0;38790;1308;0;0;8527;3309;51933;0;0;74376;1;498;31794;32293;0;0;0;0;0;23593;0;7961;0;0;10529;0;0;42083;74376;0;0;0;111936;2000;0;114005;0;0;0;0;40365;708;18955;2864;10862;0;0;0;2;73755;40250;0;0;1478;0;0;3900;0;0;5419;0;31794;0;5458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HERBLAY-SUR-SEINE;12;8,1
753436385;TTSERVICES / TTSERVICES;75343638500011;6190Z;;;31400;01/09/2012;De 1 à 2 salariés;Société commerciale;0;330;0;0;0;0;10595;0;18540;296;0;14792;13170;973;58367;0;0;58696;5000;15022;18307;38829;0;0;0;0;0;0;0;420;0;0;11420;1560;8027;19868;58696;0;0;0;117402;0;0;117407;10726;70;0;0;41915;4596;28106;10778;545;0;0;0;7;96742;20665;0;0;100;0;0;1004;0;0;71;0;18307;0;3192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TOULOUSE;12;8,1
494225923;ARTCOM'CONSULTING;49422592300023;7022Z;;;76000;06/02/2007;;Société commerciale;0;0;0;0;0;0;0;0;4110;0;0;0;8816;0;12926;0;0;12926;1200;29;2;1351;0;0;0;0;0;0;0;0;0;0;11575;0;0;11575;12926;0;0;0;56569;0;0;56569;0;0;459;0;21267;1013;29000;4828;0;0;0;0;0;56567;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ROUEN;12;4,5
477645618;T.G.R.;47764561800018;6831Z;;;69110;01/07/2004;0 salarié pendant l'année;Société commerciale;0;0;0;0;0;0;53000;0;0;176;0;0;0;0;53176;0;0;53176;142400;-129679;-835;11886;0;0;0;0;0;319;0;0;0;0;40971;40971;0;41290;53176;0;0;0;0;0;0;0;0;0;0;0;676;159;0;5;0;0;0;0;0;835;-835;0;0;0;0;0;0;0;0;0;0;-835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SAINTE-FOY-LES-LYON;12;3,7
514973874;ZAIDI;51497387400035;4321A;;;81300;20/10/2009;De 1 à 2 salariés;Société commerciale;0;319;0;0;0;0;0;0;0;4502;0;0;7568;0;12070;0;0;12389;1500;785;6200;8635;0;0;0;0;0;0;0;0;0;0;3753;578;0;3753;12389;0;0;0;56297;860;0;58097;0;0;2239;0;39839;675;5347;1372;2425;0;0;0;0;51897;6200;0;0;0;0;0;0;0;0;0;0;6200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GRAULHET;12;8,5
481774123;ODEVKA;48177412300014;6820B;;;14123;07/04/2005;;Société commerciale;0;200231;0;0;0;0;0;0;4796;224;0;0;31013;0;36033;0;0;236264;7605;0;20097;104057;0;0;0;0;0;121227;0;1971;0;0;7009;3936;2000;132207;236264;0;0;0;54905;0;0;54926;0;0;0;0;5402;4427;0;0;16657;0;0;0;1;26487;28439;0;0;4796;0;0;0;0;0;0;0;20097;0;3545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IFS;12;8,4
791027683;MINTO;79102768300014;1073Z;;;94200;01/02/2013;De 1 à 2 salariés;Société commerciale;0;10409;885;0;0;0;0;0;0;16386;0;0;36581;0;53852;0;0;64261;8000;27948;-16561;20187;0;0;0;0;0;9525;0;18745;0;0;15804;1555;0;44075;64261;0;0;0;103574;0;0;103576;0;0;22180;10357;39738;1606;29494;12099;4308;0;0;0;1;119784;-16208;20;0;100;0;0;0;0;0;274;0;-16561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IVRY-SUR-SEINE;12;3,8
534479571;KAYAK CONSULTING;53447957100018;7022Z;;;75015;06/09/2011;;Société commerciale;0;148;0;0;0;0;0;0;0;189;0;90051;4527;1007;95774;0;0;95922;3000;33818;15914;53032;0;0;0;0;0;0;0;0;0;0;42890;17777;0;42890;95922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PARIS 15;12;7,2
520631896;TRADE UNION INTERNATIONAL;52063189600021;4690Z;;;37000;01/02/2010;De 1 à 2 salariés;Société commerciale;0;3150;0;0;0;0;10025;0;14116;10224;0;0;6920;0;41284;0;0;44434;3000;-3886;12580;11694;0;0;0;0;0;11781;0;12396;7738;0;825;0;0;32741;44434;0;36376;0;36376;0;2798;39218;12799;0;0;0;2329;243;10169;883;0;0;0;0;15;26438;12781;0;0;0;0;0;1895;0;0;0;1895;13142;0;1534;14116;1626;1534;2372;0;0;0;0;0;0;0;0;0;0;0;0;12781;TOURS;12;8,4
452454523;AELP-IN;45245452300013;6202A;;;38800;16/02/2004;;Société commerciale;0;345;0;0;0;0;0;0;7056;217;0;0;32274;0;39547;0;0;39892;8000;0;835;10674;0;0;0;0;0;0;0;2715;0;0;26503;13749;0;29218;39892;0;0;0;63420;0;0;63100;0;0;0;0;12625;4216;29000;15519;347;0;0;0;2;61709;1392;0;0;0;0;0;0;0;0;32;0;835;0;525;0;0;0;0;0;0;0;0;0;0;0;0;-320;0;0;0;0;CHAMPAGNIER;12;6,3
533609483;EURL CANNE BAMBOO;53360948300029;1101Z;;;85150;01/07/2011;0 salarié pendant l'année;Société commerciale;0;10061;5297;0;0;0;0;0;23009;4241;0;0;143;2521;35212;0;0;45273;2000;4122;-5560;763;0;0;0;0;0;351;0;8005;0;0;36154;27291;0;44510;45273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SAINT-MATHURIN;12;2,9
793708124;JF DECO RENOV;79370812400011;4333Z;;;77410;14/06/2013;De 1 à 2 salariés;Société commerciale;0;15;6849;0;0;0;0;0;754;0;0;0;4040;0;11643;0;0;11658;3000;566;320;4186;0;0;0;0;0;0;0;0;0;0;7472;0;0;7472;11658;0;0;0;69871;0;0;74461;0;0;18570;-382;17711;1389;24400;12393;0;0;0;0;0;74081;380;0;0;0;0;0;0;0;0;3;0;320;0;57;0;0;0;0;0;0;0;0;0;0;0;0;4590;0;0;0;0;SAINT-MESMES;12;4,7
437615370;FOXY;43761537000016;6420Z;;;06000;10/04/2001;0 salarié pendant l'année;Société commerciale;0;198183;0;0;0;0;0;0;0;21996;0;0;403;0;22399;0;0;220583;16000;98253;4535;120388;0;0;0;0;0;0;0;1300;0;0;98894;98714;0;100194;220583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NICE;12;5,2
351956032;BATIMENT GESTION ECONOMIE COORDINATION;35195603200046;7112B;;;69380;01/09/1989;0 salarié pendant l'année;Société commerciale;0;432;0;0;0;0;0;0;3594;140;0;0;10773;0;14507;0;0;14939;8000;0;-2099;13035;0;0;0;0;33;61;0;840;970;0;0;0;0;1904;14939;33;0;0;41600;0;0;41591;0;0;0;0;17032;2448;17500;6365;300;0;-5;0;0;43645;-2054;0;0;0;0;0;0;0;0;45;-45;-2099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2054;CHESSY;12;5,1
753115674;L'HORLOGERIE;75311567400016;4110A;;;01570;23/07/2012;;Société commerciale;0;0;0;0;0;0;982595;0;0;382438;0;0;357763;710;1723505;0;0;1723505;1000;0;-130125;-129125;0;0;0;0;191;951268;0;734762;268;0;166141;0;0;1852630;1723505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FEILLENS;12;5,1
529173890;W DECORATION;52917389000029;4647Z;;;92200;10/12/2010;;Société commerciale;0;51658;0;0;0;0;4564;0;0;8251;0;0;182;0;12997;0;0;64655;1000;-121303;-1429;-121732;0;0;0;0;0;0;0;0;0;0;186387;186386;0;186387;64655;0;0;0;527;0;0;527;478;0;0;0;626;101;0;694;57;0;0;0;0;1956;-1429;0;0;0;0;0;0;0;0;0;0;-1429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NEUILLY-SUR-SEINE;12;1,9
443213236;SOC EUR DE DEVELOPPEMENT TERRITORIAL;44321323600039;7022Z;;;75012;15/07/2002;0 salarié pendant l'année;Société commerciale;0;61789;0;0;0;0;0;0;0;756;0;0;0;0;756;0;0;62545;10000;0;-24501;48880;0;0;0;0;2828;0;0;3744;7092;0;0;0;0;13664;62545;0;21000;0;21000;0;0;21000;0;0;0;0;28926;75;30854;6971;0;0;0;0;0;66825;-45825;7033;9;9;0;0;14950;0;0;650;14300;-24501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-38801;PARIS 12;12;2,6
384281523;JF FILHOL;38428152300017;4332A;;;12260;27/01/1992;0 salarié à la fin de l'année;Société commerciale;0;7615;48587;0;0;0;0;0;102693;2921;0;15;24563;2521;181300;0;0;188915;7622;0;-1439;75078;0;0;0;0;0;13147;0;35383;0;0;65307;20364;0;113837;188915;0;0;0;205806;0;0;207606;0;0;64176;-6027;32937;2993;65948;40936;4430;1661;0;0;0;207054;552;1;0;1289;0;0;0;0;0;703;0;-1439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;VILLENEUVE;12;3,8
485093009;LES LUMIERES DE LILLE / LES LUMIERES DE LILLE EDITIONS;48509300900028;5811Z;;;59700;07/11/2005;De 3 à 5 salariés;Société commerciale;0;13938;0;0;0;0;28115;0;14527;4653;0;0;11913;226;59433;0;0;73371;1500;0;12648;16215;0;0;0;0;0;10404;0;6831;0;0;39921;29699;0;57156;73371;0;0;0;88904;1553;0;99151;0;-2497;0;0;63126;1713;542;6488;2713;14984;0;0;3;87071;12079;139;0;96;0;0;1196;0;0;671;0;12648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MARCQ-EN-BAROEUL;12;7,4
529624512;TENDANCE GLASS;52962451200024;2319Z;;;06250;01/01/2011;0 salarié pendant l'année;Société commerciale;0;650;0;0;0;0;0;0;1697;0;0;0;6892;0;8589;0;0;9239;1000;-14462;1907;-11455;0;0;0;0;6642;0;110;11337;0;0;2604;0;0;20694;9239;0;37053;0;37053;0;0;37053;0;0;2254;1911;25302;975;0;144;3978;0;0;0;0;34563;2489;0;0;357;0;0;0;0;0;226;-226;1907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2133;MOUGINS;12;5
794932178;NAPIMA;79493217800013;4932Z;;;59200;16/08/2013;;Société commerciale;0;305;0;0;0;0;0;0;1385;4618;0;0;6953;95;13051;0;0;13355;3000;-4003;3463;2460;0;0;0;0;0;0;0;750;0;0;10146;6472;0;10896;13355;0;0;0;48071;0;0;50563;0;0;0;0;23781;2026;15000;5710;548;0;0;0;8;47073;3490;55;0;0;0;0;0;0;0;0;0;3463;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TOURCOING;12;7,5
802768242;FKF;80276824200017;6420Z;;;33200;31/03/2014;De 1 à 2 salariés;Société commerciale;0;467217;0;0;0;0;0;0;18500;5051;0;0;11410;0;34961;0;0;502177;425000;0;7696;469360;0;0;0;0;0;22966;0;920;8932;0;0;0;0;32818;502177;0;45000;0;45000;0;0;45004;0;0;0;0;4902;161;25010;3490;73;0;0;0;3;33638;11365;0;264;264;0;0;0;0;0;0;0;7696;0;3405;0;2403;0;4750;0;0;0;0;0;0;0;0;0;0;0;0;11101;BORDEAUX;12;7,9
750676611;G2A;75067661100015;6810Z;;;49100;20/02/2012;;Société commerciale;0;0;0;0;0;0;814666;0;0;235;0;15;23876;0;838792;0;0;838792;30;3461;29308;32802;0;0;0;0;774096;9224;0;16739;5931;0;0;0;0;805990;838792;0;190638;0;190638;0;0;190638;942985;-814666;0;0;15530;1925;0;0;0;0;0;0;0;145774;44864;0;10392;10392;0;0;0;0;0;0;0;29308;0;5165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34473;ANGERS;12;6,9
389939794;IMGE CONSEIL;38993979400019;6831Z;;;89000;01/01/1993;0 salarié à la fin de l'année;Société commerciale;0;116139;0;0;0;0;0;4000;70308;31934;0;0;12071;1104;119417;0;0;235557;110250;-631085;67045;-379487;0;0;0;0;3169;538710;0;30262;37203;0;5700;0;0;615044;235557;0;186678;0;186678;0;175;186853;0;0;0;0;82765;3186;-334;-239;5789;120000;7499;0;62;218729;-31876;0;2514;2514;0;0;167060;0;0;65626;101434;67045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-34389;AUXERRE;12;4,9
498478577;SUD AZUR CONSEIL / SUD AZUR CONSEIL;49847857700014;7022Z;;;83700;13/06/2007;;Société commerciale;0;1135;0;0;0;0;0;0;0;0;0;0;3210;0;3210;0;0;4345;10000;-5725;-1207;4068;0;0;0;0;0;0;0;104;0;0;173;173;0;277;4345;0;0;0;38400;0;0;38400;0;0;0;0;26545;1514;10500;269;759;0;0;0;20;39607;-1207;0;0;0;0;0;0;0;0;0;0;-1207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SAINT-RAPHAEL;12;5
511405599;GUIMELLEC;51140559900024;6420Z;;;85440;17/03/2009;;Société commerciale;0;350000;0;0;0;0;0;0;0;19162;0;0;0;0;19162;0;0;369162;40000;0;15275;282945;0;0;0;0;797;78305;0;3152;825;0;3138;0;0;86217;369162;797;76585;0;76585;0;0;76586;0;0;0;0;4104;346;68040;0;0;0;0;0;1;72492;4094;39483;265;27828;27563;0;120;0;0;3;117;15275;0;592;0;0;0;825;23389;0;0;0;0;0;0;0;0;0;0;0;15750;TALMONT-SAINT-HILAIRE;12;7,5
539678193;TECHNI-PRO 12;53967819300019;4321A;;;12200;13/02/2012;;Société commerciale;0;493;4030;0;0;0;0;0;31197;7068;0;0;3706;1744;47744;0;0;48238;1500;0;4096;7323;0;0;0;0;0;7323;0;29029;0;0;4564;2028;0;40915;48238;0;0;0;110218;0;0;108067;0;0;59175;2323;20233;304;20738;0;137;0;0;0;247;103157;4909;0;0;815;0;0;0;0;0;0;0;4096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3800;0;0;0;0;MONTEILS;12;5,4
431361906;PANORAMA PRODUCTIONS;43136190600024;5911A;;;65400;11/05/2000;0 salarié pendant l'année;Société commerciale;0;5657;0;0;0;0;0;0;0;4540;0;0;393;480;5413;0;0;11071;7622;-19163;355;-10423;0;0;0;0;15690;690;0;4501;611;0;0;0;0;21494;11071;15690;0;0;22671;0;0;22671;0;0;0;0;18613;216;0;0;3485;0;0;0;0;22315;355;0;0;0;0;0;0;0;0;0;0;355;0;0;0;0;0;612;0;0;0;0;0;0;0;0;0;0;0;0;355;SALLES;12;3,4
494513062;JAS FINANCES;49451306200013;6420Z;;;39200;19/02/2007;De 1 à 2 salariés;Société commerciale;0;1453986;0;0;0;0;0;0;15360;92597;0;0;530563;172;638692;0;0;2092678;20000;0;139253;1559529;0;0;0;0;0;518910;0;998;13030;0;211;0;0;533150;2092678;0;35200;0;35200;0;1764;36971;0;0;0;0;7122;738;26278;8701;4602;0;0;0;5;47446;-10475;150000;8795;8795;0;0;9240;0;0;5673;3567;139253;0;-4957;0;5114;0;2560;0;0;0;0;0;0;0;0;0;0;0;0;130730;SAINT-CLAUDE;12;7,5
793374109;MS WIN;79337410900015;6420Z;"Jugement arrêtant le plan de sauvegarde
Dépôt de l'état des créances
Jugement d'ouverture d'une procédure de sauvegarde";"04/06/2019
15/03/2019
30/09/2018";33115;01/06/2013;;Société commerciale;0;6416000;0;0;0;0;0;0;0;108627;0;0;463;0;109090;0;0;6525090;20000;601901;314287;938189;0;0;0;0;0;4040712;0;2880;0;0;1543307;0;0;5586900;6525090;0;0;0;36000;0;0;36000;0;0;0;0;40472;168;0;0;0;0;0;0;0;40640;-4640;500000;0;181071;0;0;0;0;0;0;0;314287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LA TESTE-DE-BUCH;12;6,2
797726171;LE PORT DE L'EGUILLE;79772617100011;5510Z;;;17600;07/10/2013;0 salarié pendant l'année;Société commerciale;0;128684;0;0;0;0;0;0;21;24;0;0;39999;587;40632;0;0;169315;10000;-12060;11830;9771;0;0;0;0;0;0;0;3353;0;0;156191;146669;0;159545;169315;0;0;0;91158;0;0;91161;0;0;33825;0;20222;-664;6919;5626;13285;0;0;0;118;79331;11830;0;0;0;0;0;0;0;0;0;0;11830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;L'EGUILLE;12;8,1
507962587;41 PERIER MONTROUGE;50796258700022;6820B;;;92120;01/09/2008;;Autre personne morale immatriculée au RCS;0;383504;0;0;0;0;0;0;0;2602;0;0;2405;0;5007;0;0;388512;1000;29731;14996;45728;0;0;0;0;0;325993;0;582;0;0;16209;16000;0;342784;388512;0;0;0;62124;0;0;62124;0;0;0;0;4532;7795;0;0;20175;0;0;0;0;32503;29621;0;0;10534;0;0;0;0;0;733;0;14996;0;3357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MONTROUGE;12;7,6
494362023;CAM ONE;49436202300017;3212Z;;;75003;02/01/2007;;Société commerciale;0;0;0;0;0;0;4985;0;679;4370;0;0;9261;0;19295;0;0;19295;7500;7862;6291;21653;0;0;0;0;0;0;0;-2358;0;0;0;0;0;-2358;19295;0;0;0;26981;0;0;26981;6429;-4985;58;0;15949;985;0;1142;0;0;0;0;0;19580;7401;0;0;0;0;0;0;0;0;0;0;6291;0;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PARIS 3;12;8,8
537955387;YONA DESIGN;53795538700015;4120A;;;37190;01/11/2011;;Société commerciale;0;2015;0;0;0;0;0;107;5297;2166;0;0;34833;485;42887;0;0;44902;500;0;21539;35917;0;0;0;0;0;582;0;1576;4256;0;2572;0;0;8985;44902;0;0;0;52556;0;0;52556;0;0;1476;0;24121;946;0;0;709;0;0;0;0;27252;25303;37;0;0;0;0;0;0;0;0;0;21539;0;3801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3534;0;25340;AZAY-LE-RIDEAU;12;9,6
