SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Catégorie juridique (Niveau I);Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016
789367174;STANLEY SECURITY FRANCE;78936717400016;8020Z;;;94200;09/11/2012;De 1000 à 1999 salariés;Société commerciale;0;160370840;0;1750473;0;0;3511241;221920;68033957;14516240;0;0;3028971;830800;91893603;0;0;252264443;80180017;-39704499;-63828662;97665838;0;13192322;0;0;1594520;47756600;0;15235921;38079444;0;1245891;0;37493733;141406109;252264443;0;173482470;0;173482470;0;5744852;200683735;24230095;-504686;223836;0;48446248;4282665;73748164;26608394;20596007;61000000;339246;1287659;1408522;261666149;-60982414;24337;4959;23804;0;0;3771478;1760699;1117012;6637837;-2866359;-63828662;0;-19578;0;9500654;0;20870816;0;0;0;0;0;0;0;175;256055;20635769;0;0;-60981881;IVRY-SUR-SEINE;12;3,4
418483129;LITFERT;41848312900031;4675Z;;;35700;15/04/1998;De 3 à 5 salariés;Société commerciale;0;57354;0;0;0;0;1523794;2384;151303;929819;0;0;9306499;60185;11973987;0;0;12031341;442260;0;1274349;8444154;0;58500;0;0;1234281;0;171129;1230754;892521;0;0;0;0;3528686;12031341;0;0;0;96483935;0;0;96597196;79617648;3501570;0;0;11066497;82948;191413;88838;16529;0;0;0;9796;94575241;2021955;108971;0;136561;0;0;2200;0;0;26441;-24241;1274349;38506;657269;0;63782;65485;611546;0;0;0;0;0;0;0;0;0;0;0;0;1994365;RENNES;12;6,8
334170990;SAVOYE / A-SIS  (ET OU)  LOGARITHME;33417099000116;7112B;;;21000;02/12/1985;De 500 à 999 salariés;Société commerciale;0;1132521;0;0;246742;0;37978;3679;14432126;7945873;0;0;84367;239314;22990080;0;2260;24124861;133000;3294928;777682;4218910;132989;1687371;0;0;864173;0;9916747;2761753;4432677;13626;72517;0;0;18061493;24124861;264173;22586642;4278495;26865138;0;290695;27169989;0;0;1355743;739;7334632;701223;10089426;4868330;368037;0;31577;620631;349079;25719418;1450571;25020;915;9558;2260;17247;0;0;0;525;-525;777682;248686;439139;51420;1951977;0;661963;0;0;0;0;0;0;0;24099;13627;0;32518;0;1466033;DIJON;12;5,9
332552413;BERNIER ORLEANS / BERNIER;33255241300061;4511Z;;;45400;05/04/1985;De 100 à 199 salariés;Société commerciale;0;3402017;0;0;46479;0;15187407;8300;9424210;3281409;0;23;891822;139431;28979082;0;0;32381098;2930800;1296624;561131;5552914;0;109961;0;0;10894276;15000;94901;12104556;1741968;1504;1762742;0;103276;26718223;32381098;7370681;86434859;168172;86603031;4534;867857;87471325;76640434;-2693236;0;0;5573144;450586;3970556;1634883;352214;22800;260539;4533;62125;86278579;1192746;46255;285061;503382;218321;0;41087;12310;11322;41757;-669;561131;27780;146038;191325;593833;0;494658;352705;0;0;0;0;0;0;0;-10838;0;80711;0;735618;FLEURY-LES-AUBRAIS;12;3,4
341776094;NEGOCE RESEAU CORSE;34177609400037;4671Z;;;20167;03/06/1987;De 3 à 5 salariés;Société commerciale;0;2274786;0;0;0;0;18551;0;1156370;241005;0;0;2973156;3740;4392822;0;0;6667607;152840;1279278;898224;3645968;0;3653;0;0;0;0;0;2391844;90255;0;405013;0;0;3017986;6667607;0;62472912;0;62472912;0;0;62507624;58741316;-6947;0;0;1951910;84287;200740;66579;0;0;0;0;464;61162603;1345021;6770;0;2128;0;0;1504;0;0;3241;-1737;898224;0;449702;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1349663;SARROLA-CARCOPINO;12;6
397717083;FIFERDIS;39771708300026;4711F;;;72400;23/06/1994;De 200 à 249 salariés;Société commerciale;0;26054031;0;0;0;0;6487282;9848;217250;2054243;0;7323334;1330929;170215;17593104;0;0;43647136;500000;0;1489687;15335245;0;543269;0;0;18093346;1117605;0;5610832;2482898;226915;237021;0;0;27768620;43647136;0;0;0;66391166;35994;122537;66874950;51132688;-443643;151380;0;4525847;983170;4434252;1438999;1925187;0;54352;0;19305;64221538;2653412;179930;10674;161286;0;0;63646;0;227885;235021;-171374;1489687;427529;583466;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;2672057;CHERRE-AU;12;5,8
338298219;MONTS FOURNIL;33829821900084;1071A;;;85160;15/06/1986;De 250 à 499 salariés;Société commerciale;0;23695257;928865;0;0;1724546;934801;15506;8295941;2411468;-20;2000000;3547843;868922;20727870;992;0;44424522;1129600;0;1776602;24581450;0;22000;0;0;6934931;448457;0;7667844;3938235;0;831606;0;0;19821073;44424522;0;62865994;80000;62945994;70290;687089;63815466;10021628;-138541;14382519;-29664;19091896;1373706;8461430;3563181;1610510;0;459799;0;317637;59114102;4701363;283015;411865;1426265;1014400;184000;979177;0;59504;1000752;-21574;1776602;401275;1358661;0;1591900;645230;241253;2306375;0;0;0;0;23100;277;0;112093;0;406602;1105661;3558113;SAINT-JEAN-DE-MONTS;12;6,3
800266587;SCHILDIS;80026658700024;4711F;;;67300;07/02/2014;De 200 à 249 salariés;Société commerciale;0;17251806;0;0;0;0;4199812;0;1329812;819325;0;0;1268714;299123;7916787;0;0;25168593;17669000;0;278326;18033929;0;97245;0;0;2782;104305;12624;4102609;2278855;0;528442;0;7801;7037418;25168593;0;55449551;0;55449551;0;232536;55929390;43365690;-124077;1040;0;4253339;941509;4577909;1982741;356101;0;101065;0;35863;55491180;438210;20;7156;7156;0;0;30638;0;90000;137678;-107040;278326;0;45707;3310;651453;0;92395;0;0;0;0;0;0;232;0;0;0;0;0;431073;SCHILTIGHEIM;12;5
503450462;BAYWA R.E. FRANCE;50345046200034;7112B;;;75011;15/04/2008;De 50 à 99 salariés;Société commerciale;0;31939448;0;0;17659161;0;0;74736;2335853;2240276;0;0;105482;96173;22511681;0;0;54451129;200000;-4540675;7755718;3423163;0;50000;0;0;936;39637333;6000;2013966;1431303;5938;1533081;0;6349410;50977966;54451129;0;1640082;0;1640082;0;57481;12650369;0;0;0;0;12487270;52612;1983852;892373;77802;0;0;0;4898;15498807;-2848437;199523;392003;392003;0;0;10801078;2377;0;4443;10796635;7755718;0;0;2335853;1431303;0;0;0;0;0;0;0;0;0;0;10952294;0;0;0;-3040917;PARIS 11;12;5,7
381247683;DELPEYRAT CHEVALLIER;38124768300075;1013A;;;64390;02/01/1991;De 50 à 99 salariés;Société commerciale;0;20801094;751482;23462733;0;26768;0;7282;3580956;587822;0;0;3206;9899;28430150;0;0;49231245;8100000;0;-142882;17720375;0;0;0;0;1431;24186734;0;6656788;665914;0;0;0;0;31510869;49231245;23147033;58931233;0;58931233;893;81087;61450385;0;0;53149964;-62469;4340273;876492;1574709;552673;850472;0;68205;0;0;61350324;100061;398;236742;236742;0;0;3906;0;0;10917;-7010;-142882;0;-412;0;230;0;0;0;0;0;0;0;0;0;0;2437171;0;0;0;-136283;SAUVETERRE-DE-BEARN;12;2,7
404734535;SOCIETE DES HYDROCARBURES DE MIDI PYRENEES;40473453500036;4671Z;;;31620;01/04/1996;De 10 à 19 salariés;Société commerciale;0;432629;0;0;0;0;208384;0;4674116;844634;0;0;278043;55122;6060299;0;0;6492928;383877;0;542816;1493875;0;0;0;0;152853;91;0;1435830;164057;0;3246222;0;0;4999053;6492928;67764;38000076;0;38000076;0;1052750;39054860;35892787;5835;2792;0;701830;68457;488422;174833;108657;0;7943;0;1039907;38491464;563396;13;29922;29922;0;0;19309;0;0;9980;9329;542816;0;0;183451;55273;0;6743;59784;0;0;0;0;0;0;0;0;0;0;0;533487;LABASTIDE-SAINT-SERNIN;12;4,1
394246417;BABCOCK MISSION CRITICAL SERVICES FRANCE;39424641700056;5110Z;;;83340;09/03/1994;De 200 à 249 salariés;Société commerciale;0;37487174;3834381;0;0;0;0;7416;19371174;2876796;0;0;1112679;1832244;29034690;0;88298;66610163;453733;8190287;576672;9266065;0;104550;0;0;0;10782762;9501;42731001;3620043;0;12196;0;0;57155502;66610163;0;38653757;0;38653756;5000;263029;38996534;0;0;4141921;585440;19852054;606550;7704432;3418983;3400090;0;0;0;65511;39774981;-778447;1051402;900054;1341504;88298;190923;29877770;0;0;28232550;1645220;576672;0;0;0;766276;0;1497951;0;0;0;0;0;0;168;84046;0;0;0;0;-1068548;LE CANNET-DES-MAURES;12;
877180257;MICHARD;87718025700033;4636Z;;;56450;01/01/1971;De 100 à 199 salariés;Société commerciale;0;2544296;0;0;0;0;2688291;0;4338989;0;0;300000;1527771;51304;10662428;0;0;13206724;154256;0;1209069;6266490;0;0;0;0;972568;459;0;4864689;810964;180977;106942;0;0;6940234;13206724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;289614;0;0;0;0;0;0;0;0;0;0;0;0;THEIX-NOYALO;12;6
411473689;FRONERI VAYRES SAS;41147368900015;1052Z;;;33870;03/03/1997;De 100 à 199 salariés;Société commerciale;0;4706072;1283280;60373;0;8001;0;0;1755353;13480631;0;0;3145920;77397;19810954;0;0;24517026;9637536;-1043791;2587832;11642835;0;4271647;0;0;0;3324198;0;1916186;1902783;87904;1371472;0;0;8602543;24517026;0;37978443;0;37978443;183056;160818;37936094;110368;-102877;20552598;-245048;5391377;685238;4986417;2019805;1086076;0;-93294;190205;68;34580932;3355162;495780;288313;288313;0;319930;6668;0;0;5738;930;2587832;279584;696142;0;718096;0;87612;0;0;0;0;0;0;163;0;-386298;0;0;0;3562628;VAYRES;12;7,3
333403202;CHRISLIS;33340320200018;4711F;;;86800;29/07/1985;De 100 à 199 salariés;Société commerciale;0;4871917;76342;0;0;0;3767518;0;96243;813530;0;0;835763;140665;5730061;0;0;10601978;46500;0;651877;3243047;0;625;0;0;2187942;1244774;83606;2473123;1180747;179172;8603;0;341;7358305;10601978;0;38247742;0;38247742;9000;16467;38281226;29131565;-112202;62385;-7446;3328497;385408;2756209;937338;644835;0;18200;0;18840;37163629;1117597;18878;89298;89298;0;0;546373;520753;625;533334;13039;651877;257817;150788;19248;266114;0;59685;556729;0;0;0;0;0;0;0;0;0;0;0;1047443;JARDRES;12;5,4
328007497;SCARABEE;32800749700055;4711D;;;35000;01/09/1983;De 250 à 499 salariés;Société commerciale;0;7601060;62900;0;0;10156;1023021;22775;46293;927041;0;321506;1595323;273877;4282893;0;0;11883953;1073192;0;438596;2932122;300000;54042;0;0;4851623;101922;14;2030936;1263188;213691;136414;0;0;8597789;11883953;0;32780700;0;32780700;0;158685;32943746;20462507;-86017;1292317;-5306;3549512;478081;4339116;1585574;688901;0;5;1452;32221;32338364;605382;2213;91711;106581;14870;0;26245;0;0;27186;-941;438596;0;61477;383;414059;0;52422;776702;0;0;0;0;0;146;0;2531;0;0;811887;501014;RENNES;12;5,2
493166334;CASHOUEST;49316633400018;4622Z;"Jugement modifiant le plan de redressement
Jugement de plan de redressement
Dépôt de l'état des créances
Jugement d'ouverture d'une procédure de redressement judiciaire";"20/12/2020
25/09/2020
15/07/2020
04/07/2019";56850;06/12/2006;De 1 à 2 salariés;Société commerciale;0;320383;0;0;0;0;149496;0;183842;22430;0;187;831;7200;363986;0;0;684369;66680;0;-17140;190704;0;0;0;0;130615;10400;0;278281;74369;0;0;0;0;493665;684369;62738;1599964;0;1599964;0;4850;1605167;1021305;-2327;-5977;0;281241;11801;258372;67986;14593;0;2305;0;303;1649603;-44435;1;9305;9305;0;0;48694;42383;0;12094;36600;-17140;0;0;23492;27584;0;21935;24315;0;0;0;0;0;0;0;0;0;5343;0;-53740;CAUDAN;12;2,6
897180329;LABORATOIRES GOEMAR / GOEMAR LE LABORATOIRE DE LA MER;89718032900046;2015Z;;;35400;01/01/1971;De 50 à 99 salariés;Société commerciale;0;4391141;1370399;0;0;1349430;0;1361;5624868;3427558;0;0;1363465;62699;13199781;0;19954;17610876;2160000;2556022;4658969;9590991;0;27854;0;0;0;1673108;0;3914374;1680840;502159;49000;0;122986;7942468;17610876;0;11664932;11262185;22927116;68485;1308034;24774487;3438169;0;3487979;274668;5312091;401866;3201129;1553242;312777;0;156980;185327;120500;18444729;6329759;310523;10492;187185;19954;3000;105547;7884;731;138596;-33049;4658969;334015;1427064;98725;235501;0;0;0;0;0;0;0;75574;75;49563;376351;0;0;235795;6453097;SAINT-MALO;12;7,8
300882032;ARTSANA FRANCE / CHICCO PRENATAL;30088203200075;4649Z;;;93210;01/01/1974;De 20 à 49 salariés;Société commerciale;0;174932;0;0;0;0;949660;37135;11470849;3087578;0;0;1851293;174891;17571408;0;370;17746711;3160000;-190810;428425;4536125;0;370;0;0;0;0;0;10333576;1476496;25557;1371481;0;0;13207111;17746711;0;40378491;1274253;41652744;40000;108754;41801498;25335789;-165426;800;0;11179936;289193;2866691;1202932;25023;0;213650;0;209099;41157691;643807;8840;110797;151681;370;0;4301;0;0;93605;-89304;428425;0;-16764;0;0;0;0;0;0;0;0;0;0;0;3103;0;0;0;0;500965;SAINT-DENIS;12;4,6
775636137;PRECIFORGE S A;77563613700017;2550A;;;63300;01/01/1971;De 100 à 199 salariés;Société commerciale;0;2266269;2014724;1597589;0;0;0;0;1531834;9403509;0;0;489821;38184;15075664;0;0;17341933;5016000;1604739;2761436;10582355;0;15000;0;0;381170;691002;0;3990956;1664132;0;17316;0;0;6744578;17341933;158221;3582668;33216781;36799450;0;300234;37431351;0;0;14965280;108914;11221890;457129;4101629;1800805;367563;0;0;0;262;33023474;4407876;159477;67686;67686;0;0;99001;98070;140154;155992;-56991;2761436;376318;1304922;0;536887;0;0;263657;0;0;0;0;0;0;0;270291;61341;645777;0;4499667;THIERS;12;7,4
675880967;WEBER ERNEST SA;67588096700012;1610A;;;67710;01/01/1958;De 50 à 99 salariés;Société commerciale;0;5590747;1252761;0;0;329245;943566;0;2368081;300854;0;0;20044;49761;5264312;0;0;10855059;1000000;0;133132;3193180;0;110601;0;0;1298562;3211305;0;2466217;504173;0;71021;0;0;7551279;10855059;1298562;16887755;48132;16935887;0;18434;17339307;5846760;0;5085693;240343;3046257;239221;1498285;608876;655404;0;34341;0;52;17255231;84076;191125;183408;183408;0;0;82801;0;0;15430;67371;133132;0;26033;220962;214199;0;78270;314866;0;0;0;0;0;0;0;367107;0;0;0;91794;WANGENBOURG-ENGENTHAL;12;3,7
398694224;SODIVAR / SUPER U;39869422400021;4711D;;;83150;19/10/1994;De 50 à 99 salariés;Société commerciale;0;2300347;5081;0;0;0;954285;0;64918;610752;0;0;1449051;169805;3253892;0;0;5554239;40000;0;421712;2023298;0;356798;0;0;276640;1075906;0;1354651;446847;0;20101;0;0;3174144;5554239;0;21572453;0;21572453;0;88649;21663308;16639804;-74891;24610;-1904;2399195;215455;1265318;288287;124753;0;94;0;3618;20884339;778969;27814;1272;1272;0;0;271375;248024;367401;504771;-233395;421712;0;150404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39376;0;805511;BANDOL;12;
448933325;ARMATIS NORD;44893332500046;8220Z;;;62100;03/06/2003;De 500 à 999 salariés;Société commerciale;0;1054730;0;0;0;0;0;0;10588033;4154205;0;0;183673;124456;15050367;0;0;16105097;2000000;0;1140445;3140445;0;73070;0;0;130985;2507922;0;522412;5847092;25893;3857277;0;0;12891581;16105097;0;24603822;0;24603822;12403;557862;25175755;14300;0;0;0;2927988;1018897;15828113;4528936;247474;0;947;0;375;24567031;608724;15850;69024;69024;0;0;0;0;73070;254173;-254173;1140445;22089;-861157;0;2116988;0;927755;0;0;0;0;0;0;979;0;0;0;0;0;555550;CALAIS;12;5
321643322;KOMPAN;32164332200035;4649Z;;;77190;02/01/1981;De 50 à 99 salariés;Société commerciale;0;284898;0;0;0;0;729877;169621;4629849;491977;0;0;613269;80129;6714725;0;0;6999623;160000;0;67396;1699590;0;321830;0;0;0;1671484;420477;1443226;1170999;405;2312;0;269298;4978203;6999623;0;20934450;0;20934450;0;0;21260945;9835334;-248944;15107;0;6878499;223357;2794288;1237075;208932;0;0;0;47886;20991534;269411;527;129356;129356;0;0;55159;0;0;32149;23010;67396;27450;68744;4884517;1171000;0;0;0;0;0;0;0;0;54;0;0;0;0;0;140581;DAMMARIE-LES-LYS;12;4,2
428642938;TDB AUTOMOBILES;42864293800016;4511Z;;;22100;21/12/1999;De 20 à 49 salariés;Société commerciale;0;271349;0;0;21306;0;4394950;0;1171055;1232150;0;2432;2057;52570;6876520;0;0;7147869;550000;0;141833;746833;0;41520;0;0;835769;1534;61200;4856844;435034;0;128908;0;40228;6359516;7147869;0;18727226;0;18727226;0;253939;18981756;17379543;-1477333;-26716;0;1175307;73518;1121208;420541;57875;0;14287;0;520;18738749;243007;5099;48110;48110;0;0;1111;0;0;41;1070;141833;0;59233;3958;148000;0;125882;0;0;0;0;0;0;0;0;-16294;0;0;0;199996;DINAN;12;4,1
326070216;BRASCOT SA / INTERMARCHE;32607021600014;4711F;;;60350;01/02/1983;De 50 à 99 salariés;Société commerciale;0;2165418;4093;0;0;0;1157705;0;194776;512659;0;1290908;243582;20082;3423805;0;0;5589223;48000;0;297761;3687552;0;17724;0;0;355737;313335;0;859158;355342;0;376;0;0;1883947;5589223;7532;20892133;0;20892133;3578;28492;20925295;17202260;53474;26443;-69;1339668;235127;1114233;295587;170984;0;5834;17724;8512;20469775;455520;100107;5953;5953;0;0;15635;0;0;7321;8314;297761;0;260228;6408;108361;0;18857;208673;0;0;0;0;0;0;0;0;0;24055;0;549674;TROSLY-BREUIL;12;5,9
524565116;SAS POLYPROD;52456511600018;2016Z;;;54110;01/09/2010;De 20 à 49 salariés;Société commerciale;0;1757408;814999;0;0;195499;2245;0;2895464;632067;0;0;114236;26085;4680596;0;0;6438004;100000;0;127293;517073;0;58567;0;0;767068;1274390;0;1890721;293883;184330;1451971;0;0;5862364;6438004;33953;9336631;34547;9371178;37920;115119;9467878;59505;-2245;4496909;-114862;3463451;77369;598218;194680;306392;0;61955;15135;14186;9170693;297186;0;197492;197492;0;0;211771;0;0;208893;2878;127293;0;-24721;281841;50798;0;193942;189165;0;0;0;0;0;0;0;-62629;6051;329342;0;99694;DOMBASLE-SUR-MEURTHE;12;4,7
388921041;CANCE - MIDI PYRENEES MOISSONS;38892104100017;4661Z;;;31790;01/05/1992;De 20 à 49 salariés;Société commerciale;0;574905;0;0;0;0;11983688;1546480;2010459;1012210;0;762;118046;23848;16695492;0;0;17270397;400000;0;686716;5368062;0;274772;0;0;4293647;750;1776545;4403278;1115512;0;37831;0;0;11627563;17270397;3856081;26362906;272640;26635546;0;2090646;28727585;25592154;-3666852;79219;0;1079396;166022;1702794;814713;158704;0;1861561;138772;4427;27930908;796677;1590;63808;63808;0;0;352891;71820;148704;297074;55817;686716;0;103561;164900;336504;9212;89905;373321;0;0;0;0;80773;43;0;0;0;0;0;734460;SAINT-JORY;12;4,5
387924269;CONSTRUCTION SAVOYARDE;38792426900013;4399C;;;73210;26/06/1992;De 50 à 99 salariés;Société commerciale;0;1506875;1242866;642000;0;0;0;0;9002008;959828;0;0;1006635;209845;13063182;0;0;14570057;800000;0;-327877;2972648;0;0;0;0;2667958;0;0;6565315;2353784;0;10351;0;0;11597408;14570057;1008722;23736012;0;23736012;0;174813;23927317;0;0;5882541;33231;12911613;234056;3516326;1100520;456274;0;65871;0;16952;24217383;-290066;1416;64663;64663;0;0;32987;0;0;9152;23835;-327877;0;-1600;748835;314494;0;1859459;548381;0;0;0;0;0;0;0;14644;0;122659;0;-353312;LA PLAGNE TARENTAISE;12;2,8
826480105;ETABLISSEMENTS VIALLEIX;82648010500012;4673A;;;19110;01/01/1964;De 50 à 99 salariés;Société commerciale;0;3251884;0;0;0;0;2182110;0;2628099;170671;0;5290249;2184124;34133;12489388;0;0;15741272;1001000;0;799175;12337728;0;0;0;0;0;1652589;0;1255540;454620;0;40794;0;0;3403544;15741272;0;18060817;0;18060817;1000;226341;18288179;12727636;43828;0;0;1601879;204990;1511459;626782;384730;0;225828;0;46684;17373819;914360;129880;21516;21516;0;0;147428;121468;45158;45258;102169;799175;0;325718;328641;191824;0;88979;209300;0;0;0;0;0;48;0;0;0;58303;0;1022723;BORT-LES-ORGUES;12;7
306291451;BENNING CONVERSION D ENERGIE;30629145100046;2790Z;;;27400;01/01/1900;De 50 à 99 salariés;Société commerciale;0;1112458;1208382;782496;0;866781;73854;0;9659917;432517;0;0;1239058;26413;14289417;0;837;15402712;3000000;0;754294;6074530;0;215420;0;0;0;0;716807;7366065;992108;0;14955;0;0;9089934;15402712;0;4598981;19965696;24564677;0;551445;25644258;332738;203441;15978018;200461;3373813;176691;2364390;1110246;145119;0;273173;215420;15958;24389469;1254789;24080;246;10231;0;0;0;0;0;0;0;754294;113352;400992;27845;431517;5873;74961;0;0;0;0;0;0;0;22828;504301;10494;0;0;1268638;LOUVIERS;12;5,3
303574917;GTLE TRANSPORTS;30357491700041;4941A;;;69310;01/01/1974;De 100 à 199 salariés;Société commerciale;0;1097480;154598;0;0;0;0;14771;2449370;1499021;0;0;8961;25047;4151769;0;0;5249249;800000;-1010399;-411131;541832;0;237247;0;0;432;184339;4025;1926160;2299856;54011;1347;0;0;4470171;5249249;0;19753349;13855;19767204;42643;212637;20022486;0;0;2631579;-16063;10350948;506673;5307511;1817019;105870;0;0;25628;9;20729172;-706687;6632;4667;4667;0;0;316901;43496;18096;23311;293590;-411131;0;0;353;920336;0;604048;0;0;0;0;0;0;162;0;0;0;0;0;-704722;PIERRE-BENITE;12;2,5
334087541;PERCOM / INTERMARCHE;33408754100028;4711F;;;35270;18/11/1985;De 50 à 99 salariés;Société commerciale;0;882535;30187;0;0;0;1337923;0;68267;362752;0;25245;328392;49489;2202259;0;0;3084794;585907;-313257;-134138;147351;0;0;0;0;722318;7300;448;1844838;356526;312;5698;0;0;2937443;3084794;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMBOURG;12;3,1
450839097;MIYOSHI EUROPE;45083909700034;2012Z;;;69800;03/11/2003;De 50 à 99 salariés;Société commerciale;0;2402080;1841948;0;0;2005286;982487;10379;4184520;260570;0;78037;4684552;228378;14276160;0;15157;16693398;1300000;0;3133393;12796141;0;35157;0;0;262489;0;4116;2217461;1285398;0;40511;0;0;3809977;16693398;3989;13935186;7310451;21245637;0;189484;21515769;4497595;-169714;5840614;-167353;2282419;291171;2426818;1031607;414987;0;4150;20000;443106;16915401;4600367;133357;10061;318857;15157;13000;186214;183874;105465;107911;78302;3133393;0;1359778;13281;436013;0;10035;114000;0;0;0;0;0;0;52122;80394;0;21088;0;4414868;SAINT-PRIEST;12;8
