SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016;Catégorie juridique (Niveau II)
388065211;PAUL KROELY VI 54;38806521100053;4511Z;;;54710;17/07/1992;De 50 à 99 salariés;0;715929;0;0;15227;0;5539009;0;6070228;1079348;0;0;97578;39546;12840936;0;0;13556865;750000;1187443;293867;2359283;0;553698;0;0;1286823;1213730;0;6713693;971659;0;409026;0;48953;10643884;13556865;923649;36486519;806815;37293334;3019;522084;37822627;31739890;-266216;0;0;2119731;275950;1882079;816815;153287;0;461335;0;36455;37219325;603301;48863;96411;96411;0;0;116162;98558;246886;255207;-139045;293867;60387;123411;297975;293640;0;263243;0;0;0;0;0;0;0;0;3737;0;0;0;616709;LUDRES;12;4,2;Société par actions simplifiée
321920563;SOCIETE EUROPEENNE D'ETANCHEITE FLEISCHMAN;32192056300038;4329A;;;78420;01/01/1981;De 20 à 49 salariés;0;659929;70170;28880941;0;0;0;0;7519915;5586494;0;0;14952804;156221;57166547;0;0;57826476;320000;1589248;2273092;4773600;0;159782;0;0;78405;716706;38387075;8575527;5067426;0;67954;0;0;52893094;57826477;0;34644249;0;34644249;0;1059358;42985634;0;0;7680619;-64440;26534232;443518;2694067;1705843;175562;0;0;370639;0;39540042;3445591;137813;3706;3706;0;0;5932;0;0;99193;-93261;2273092;0;1213345;7555459;5067426;0;0;153808;0;0;0;0;0;41;0;7282026;0;83232;0;3579698;CARRIERES-SUR-SEINE;12;6,8;Société anonyme à conseil d'administration
562750034;ROUSSEAU;56275003400059;2740Z;;;76550;01/01/1956;De 200 à 249 salariés;0;5224497;3489285;16077000;0;0;0;61118;6481993;921519;0;0;8580068;252724;35863709;0;212;41088419;1637292;1743768;2581446;7354215;31387;252777;0;0;2525;556774;25537018;4762844;2553605;0;37132;0;0;33449901;41088419;0;28154372;9643673;37798045;0;544025;37047490;0;0;15696626;-163023;7308228;552873;5316413;3689178;514817;0;218489;49411;161229;33344245;3703245;245126;24089;109352;0;71061;7000;0;0;0;7000;2581446;406495;858078;0;921576;0;365774;0;0;0;0;0;2796456;179;137;-1604000;0;0;0;3839019;OFFRANVILLE;12;7;Société par actions simplifiée
304349673;CONSTRUCTIONS METALLIQUES AUER;30434967300018;2511Z;"Jugement de conversion en liquidation judiciaire
Jugement arrêtant un plan de cession
Jugement de conversion en redressement judiciaire de la procédure de sauvegarde
Jugement d'ouverture d'une procédure de sauvegarde";"31/01/2020
31/01/2020
26/11/2019
04/10/2019";52190;01/01/1976;0 salarié à la fin de l'année;0;2352776;3353425;2004041;0;150597;0;0;7113545;501944;0;0;1533;253685;13378770;0;0;15731546;1812000;0;470976;7020086;0;61000;0;0;2189442;0;11120;3578556;1924210;0;25621;0;921512;8650460;15731546;1303350;24582189;162933;24745127;68225;1590015;26800956;0;0;6424426;487304;12768209;243575;3662502;2331147;405287;0;193426;7000;46560;26569436;231520;3377;87427;87427;0;0;736749;0;0;222011;514733;470976;13274;177953;659543;362247;0;1379324;0;0;0;0;0;8838395;107;0;397583;0;420690;0;147470;OCCEY;12;3,6;Société anonyme à directoire
352141329;CANTA / INTERMARCHE;35214132900016;4711D;;;06340;16/10/1989;De 50 à 99 salariés;0;1625841;5209;0;0;0;815062;7927;85213;541938;0;986393;1805757;24686;4272189;0;0;5898030;57600;0;1267754;2833464;0;0;0;0;1032563;8627;0;1074414;941352;7607;0;0;0;3064566;5898030;92;27843396;0;27843396;0;38603;27884933;22079597;103508;28422;-2566;1584361;218465;1357732;375624;353809;0;186;0;3863;26103005;1781927;47859;29856;29856;0;0;14170;0;0;18815;-4644;1267754;0;527531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1799930;CANTARON;12;7,1;Société par actions simplifiée
334708732;SIBELCO GREEN SOLUTIONS;33470873200121;3832Z;;;02200;01/01/1986;De 50 à 99 salariés;0;23294428;1428516;0;0;1950126;0;285281;6827479;1142140;0;0;5370;29631;11668543;0;0;34962971;3110875;-8490064;-2973881;-3529930;0;9824890;0;0;16812;18829162;470959;6657332;1206614;1392191;94941;0;0;28668011;34962971;16812;28868881;2298256;31167137;4945;4956930;36216164;319718;0;4742740;-200614;22167052;468613;3545663;1937409;2046835;0;670;4515890;1017;39544993;-3328829;511200;212309;212549;0;0;56298;0;0;0;56298;-2973881;0;0;53472;537030;0;0;0;0;0;0;0;0;0;0;80286;0;0;0;-3030178;SOISSONS;12;3,1;Société par actions simplifiée
424442762;BORALEX;42444276200029;6430Z;;;62575;21/09/1999;De 100 à 199 salariés;0;83127191;29400;0;0;0;0;0;6613181;80519899;0;3840;638334;87289;87891943;0;0;171019134;7486000;-5262105;-3989269;17055089;0;384903;0;0;57938507;91859211;0;1586418;2195007;0;0;0;0;153579142;171019134;0;5285172;0;5285172;18000;1087926;6497824;0;0;11429;0;4600663;86059;2920244;1207681;239336;0;0;241705;230142;9537258;-3039434;689778;3792897;3761750;0;0;25309645;0;0;25309877;-232;-3989269;0;-2122369;0;585710;44743;1195050;0;0;0;0;0;0;0;0;0;106726;18683;0;-6111406;BLENDECQUES;12;1,9;Société par actions simplifiée
493346167;AGRIPOLYANE / POLYANE;49334616700015;2221Z;;;42400;18/12/2006;De 50 à 99 salariés;0;2008971;4311259;0;0;2188754;183547;3858;550973;1793706;0;0;267970;16205;9316274;0;581;11325827;1500000;0;452368;4243438;0;768068;0;0;335103;0;0;4705696;809752;73660;388160;0;0;6312374;11325827;0;15003700;14000939;29004639;0;237558;29341150;1151350;51229;20762859;-1013242;3539264;298375;2344409;977695;295088;0;51392;323004;38615;28820042;521107;3359;95580;112202;489;0;327083;33321;1667;89505;237577;452368;38680;158794;10261;355649;0;4757;352664;0;0;0;0;0;0;1945;97212;0;300085;0;412264;SAINT-CHAMOND;12;5,4;Société par actions simplifiée
315666875;SAVOISIENNE VEHICULES INDUSTRIELS 73;31566687500044;4511Z;;;38120;01/01/1979;De 20 à 49 salariés;0;2597450;0;0;0;0;4372142;22979;2065608;483409;0;0;2230078;15200;9189416;0;0;11786866;762245;0;216986;3987427;0;0;0;0;1270783;50000;48065;5660219;604442;0;165929;0;0;7799439;11786866;0;23674550;106058;23780607;0;431157;24211764;18768319;391264;0;0;1651600;271736;1631154;711973;186269;0;261113;0;513;23873940;337824;32164;77845;77845;0;0;70771;1300;0;55147;15624;216986;0;90781;57285;303329;14903;85060;105992;0;0;0;0;0;0;0;0;0;0;0;292143;SAINT-EGREVE;12;4,8;Société par actions simplifiée
417551389;TERRES DE ST MALO;41755138900022;4631Z;;;35350;15/02/1998;De 10 à 19 salariés;0;4333477;256709;0;0;0;154721;457;1498490;2181108;0;1000000;3348092;106586;8546164;0;0;12879640;794190;-53242;86859;8957483;0;428731;0;0;264194;3219;0;1179981;179267;0;1866766;0;0;3493427;12879640;114380;20857106;0;20857106;28000;93209;24383722;16579088;-54167;2469113;-49196;2564643;20887;457934;230618;391927;0;4426;17031;1756578;24388882;-5160;91544;8769;39469;30700;0;44820;0;0;0;44820;86859;0;4876;330503;98033;356;12713;0;0;0;0;0;0;0;0;0;0;0;143994;46915;LA GOUESNIERE;12;5,9;Société coopérative agricole
341209724;DARTUS AUTOMOBILES / TOYOTA;34120972400044;4511Z;;;47550;20/05/1987;De 20 à 49 salariés;0;1098254;14597;0;0;0;5024249;600;232771;500425;0;0;1267667;25044;7065355;0;0;8163609;500000;1268176;481106;2605765;0;2200;0;0;694757;34000;237298;4192824;351964;7990;36808;0;0;5555642;8163606;0;19601311;83549;19684860;27384;91473;19806507;17762592;-1589575;54120;10712;1191817;95191;1009964;408847;133662;0;32053;0;42;19109425;697078;1146;30021;30021;0;0;20999;500;1000;1333;19665;481106;0;206763;0;106580;10143;50149;73846;0;0;0;0;234627;38;0;2745;0;0;0;668203;BOE;12;5,8;Société par actions simplifiée
539706663;GEVADIS;53970666300017;4711F;;;87700;01/03/2012;De 50 à 99 salariés;0;4102281;5555;0;0;0;1535466;0;34313;448405;0;0;1096373;121056;3241167;0;0;7343448;120000;0;191253;1349569;0;0;0;0;3665110;7744;3237;1746044;562795;1547;1266;0;6135;5993878;7343447;0;21883506;0;21883506;5841;39241;21934081;17503237;-98885;40108;-555;1968236;216602;1362848;415616;416653;0;0;0;12697;21836557;97524;9565;8050;8050;0;0;24716;0;0;600;24116;191253;32786;-100883;55101;562795;0;0;10000;0;0;0;0;0;59;0;0;0;0;0;99040;AIXE-SUR-VIENNE;12;;Société par actions simplifiée
408034254;POLYCLINIQUE DE NAVARRE;40803425400040;8610Z;;;64000;13/05/1996;De 250 à 499 salariés;0;13030281;609751;0;0;0;0;0;3106286;992483;0;63669;664081;74051;5510324;0;0;18540605;2863000;3211839;-74683;7751961;0;622985;0;0;3901506;111424;0;3240230;2106026;0;806472;0;0;10165659;18540605;1153408;26634474;0;26634474;589872;368881;25876485;0;0;4584482;-205311;8036978;1540927;8232171;3120483;743666;0;19309;0;3551;26076258;-199772;72258;85979;85979;0;0;304561;119919;80602;193871;110690;-74683;0;-17444;19309;1197684;0;89319;775266;0;0;0;0;2115470;335;0;-2077582;0;0;0;-202817;PAU;12;4,1;Société par actions simplifiée
322202599;SA D EXPLOITATION CHEVEAU SERGE;32220259900021;4676Z;;;21550;03/07/1981;De 20 à 49 salariés;0;6191565;0;0;0;0;3546085;0;6128780;103308;0;604913;768786;125461;11277334;0;0;17468899;1440000;1333643;557711;11544694;0;0;0;0;1206970;2917;0;3984324;671991;0;56593;0;1411;5924206;17468899;75971;20384408;413517;20797925;0;125003;20941279;16394702;-482822;2257;0;1470158;176956;1742987;727823;440880;0;115253;0;2531;20590725;350554;325137;32170;32170;0;0;494390;18788;123370;442615;51774;557711;0;137584;484491;221767;76925;110605;0;0;0;0;0;0;0;0;0;7867;0;0;643526;LADOIX-SERRIGNY;12;5,3;Société anonyme à conseil d'administration
411610744;DISPAL;41161074400046;4639B;;;45000;01/04/1997;De 3 à 5 salariés;0;1735287;0;0;0;0;39500;2826;3249130;63854;0;0;113815;12485;3481611;0;0;5216898;100000;734389;437276;1988122;0;0;0;0;273964;0;0;2572117;286724;0;95970;0;0;3228775;5216898;0;21286013;0;21286013;0;5191;21291852;18387095;42313;0;0;1132836;37284;215869;112134;1791;0;14048;0;9;19943380;1348472;68352;11876;511876;500000;0;0;0;0;689;-689;437276;0;466982;247620;46508;131914;65591;60225;0;0;0;0;598913;5;0;0;0;0;0;904947;ORLEANS;12;5,3;Société par actions simplifiée
