SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2018 (€);TOTAL (II) (net) (BJNET) 2018 (€);Matières premières, approvisionnements (net) (BLNET) 2018 (€);En cours de production de biens (net) (BNNET) 2018 (€);En cours de production de services (net) (BPNET) 2018 (€);Produits intermédiaires et finis (net) (BRNET) 2018 (€);Marchandises (net) (BTNET) 2018 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2018 (€);Clients et comptes rattachés (3) (net) (BXNET) 2018 (€);Autres créances (3) (net) (BZNET) 2018 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2018 (€);Valeurs mobilières de placement (net) (CDNET) 2018 (€);Disponibilités (net) (CFNET) 2018 (€);Charges constatées d'avance (3) (net) (CHNET) 2018 (€);TOTAL (III) (net) (CJNET) 2018 (€);Primes de remboursement des obligations (CM) 2018 (€);Ecarts de conversion actif (CN) 2018 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2018 (€);Capital social ou individuel (1) (DA) 2018 (€);Report à nouveau (DH) 2018 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2018 (€);TOTAL (I) (DL) 2018 (€);TOTAL(II) (DO) 2018 (€);TOTAL (III) (DR) 2018 (€);Autres emprunts obligataires (DT) 2018 (€);Emprunts obligataires convertibles (DS) 2018 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2018 (€);Emprunts et dettes financières divers (DV) 2018 (€);Avances et acomptes reçus sur commandes en cours (DW) 2018 (€);Dettes fournisseurs et comptes rattachés (DX) 2018 (€);Dettes fiscales et sociales (DY) 2018 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2018 (€);Autres dettes (EA) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2017 (€);Produits constatés d'avance (EB) 2018 (€);TOTAL (IV) (EC) 2018 (€);TOTAL GENERAL (I à V) (EE) 2018 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2018 (€);Chiffre d'affaires net (France) (FJ) 2018 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2018 (€);Chiffre d'affaires net (Total) (FL) 2018 (€);Chiffre d'affaires net (Total) (FL) 2017 (€);Subventions d'exploitation (FO) 2018 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2018 (€);Total des produits d'exploitation (2) (I) (FR) 2018 (€);Achats de marchandises (y compris droits de douane) (FS) 2018 (€);Variation de stock (marchandises) (FT) 2018 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2018 (€);Variation de stock (matières premières et approvisionnements) (FV) 2018 (€);Autres achats et charges externes (3) (6 bis) (FW) 2018 (€);Impôts, taxes et versements assimilés (FX) 2018 (€);Salaires et traitements (FY) 2018 (€);Charges sociales (10) (FZ) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2018 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2018 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2018 (€);Autres charges (12) (GE) 2018 (€);Total des charges d'exploitation (4) (II) (GF) 2018 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2018 (€);Total des produits financiers (V) (GP) 2018 (€);Intérêts et charges assimilées (GR) 2018 (€);Total des charges financières (VI) (GU) 2018 (€);Dotations financières aux amortissements et provisions (GQ) 2018 (€);Reprises sur provisions & transferts de charges (GM) 2018 (€);Total des produits exceptionnels (VII) (HD) 2018 (€);Reprises sur provisions & transferts de charges (HC) 2018 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2018 (€);Total des charges exceptionnelles (VIII) (HH) 2018 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2018 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2018 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2018 (€);Impôts sur les bénéfices (HK) 2018 (€);Clients douteux ou litigieux - Montant brut (VA) 2018 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2018 (€);Impôts sur les bénéfices - Montant brut (8E) 2018 (€);T.V.A. - Montant brut (VW) 2018 (€);Emprunts remboursés en cours d’exercice (VK) 2018 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2018 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2018 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2018 (€);Effets portés à l’escompte et non échus (YS) 2018 (€);Sous‐traitance (YT) 2018 (€);Ecarts de conversion passif (V) (ED) 2018 (€);Production stockée (FM) 2018 (€);Production immobilisée (FN) 2018 (€);(3) Dont Crédit-bail mobilier (HP) 2018 (€);(3) Dont Crédit-bail immobilier (HQ) 2018 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2018 (€);Ville;Nombre de mois de l'exercice comptable 2018;Catégorie juridique (Niveau II)
751516873;BRAND LOYALTY FRANCE;75151687300021;8299Z;;;94110;18/04/2012;De 10 à 19 salariés;0;229739;0;0;0;0;0;0;9158802;19244721;0;0;0;36541;28440064;0;0;28669803;100000;8246970;3740843;12097814;0;0;0;0;0;0;0;12572496;3999492;0;0;0;0;1;16571989;28689803;0;45823219;0;45823219;40798359;0;0;45823219;30004028;0;0;0;8213952;172044;1271356;507992;48083;0;0;0;109648;40327102;5496116;141235;112;112;0;0;0;0;0;1875;-1875;3740843;0;1894521;0;353466;1851541;1505161;0;0;0;0;0;0;0;0;0;0;0;5637239;ARCUEIL;12;Société à responsabilité limitée (SARL)
339278871;DECHETS RECUPERATION INDUSTRIELS ET MENAGERS DE MONTECH / DRIMM SAS;33927887100019;3821Z;;;82700;10/11/1986;De 50 à 99 salariés;0;23617057;0;0;0;0;188843;33488;5065481;10779676;0;0;684015;38082;16789585;0;0;40406642;152449;10708552;4933959;21336451;0;5236889;0;0;0;6690765;92314;4160087;0;0;2882432;0;0;7704;13833302;40406642;0;35928109;0;35928109;34654646;0;403304;36426472;341436;4958;0;-6886;11936206;8382133;4454722;0;4122560;0;0;0;181025;29416154;7010318;146138;388126;388126;0;0;883272;0;0;0;883272;4933959;293856;2423787;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6768330;MONTECH;12;Société par actions simplifiée
389436361;MARCHESINI FRANCE / TECHNA;38943636100049;4669B;;;77410;22/10/1992;De 20 à 49 salariés;0;4047457;0;0;0;0;236303;6304207;11541494;44459;0;4750000;3608063;505929;26990455;0;0;31037911;2600000;0;2111817;11161680;0;0;0;0;0;0;6755429;10051467;1716963;0;823417;0;0;528956;19876232;31037911;0;34641818;742859;35384677;25039927;19152;14000;35417830;26949522;-42621;1386;0;1898158;214721;2015750;916536;471033;0;0;0;24;32424509;2993320;34658;0;0;0;0;144927;0;0;43892;101035;2111817;0;1017196;8082;242082;414488;673392;0;0;0;0;0;0;0;0;0;0;0;3027979;SAINT-MESMES;12;Société par actions simplifiée
379383821;ETABLISSEMENTS GASTEBOIS;37938382100020;1610A;;;27210;01/09/1990;De 20 à 49 salariés;0;556392;4833528;0;0;1003740;0;0;3524638;703607;0;0;1874296;25419;11965230;0;0;12521623;1000000;0;629289;5615104;0;42827;0;0;472067;1479704;15145;4340765;462659;0;93348;0;0;0;6863690;12521623;0;18008725;1223746;19232471;18809251;0;59510;19455655;569927;0;9752303;-212390;6546776;158627;923687;350386;250874;0;0;9151;21;18349364;1106290;59;40418;40418;0;0;77344;7920;249877;250897;-173553;629289;0;263089;106735;105626;151571;4673;153504;0;0;0;0;0;0;163222;0;186468;185681;1065930;SAINT-MACLOU;12;Société par actions simplifiée
391653763;SCOA SPRIINT INTER / SCOA INTER;39165376300055;4690Z;;;94800;16/06/1993;De 10 à 19 salariés;0;570048;0;0;0;0;2443702;0;3929186;563430;0;0;2202614;2359;9141291;0;9862;9721201;1605600;3060931;620742;5464881;0;9862;0;0;387413;750;0;3257835;595905;0;4555;0;0;0;4246458;9721201;387413;3889814;21192228;25082042;28512058;0;228115;25310388;21827597;-178487;5908;0;1224866;108664;686867;417742;13898;0;45113;0;15;24152184;1158204;1737;14924;24786;9862;0;2991;0;0;252744;-249753;620742;0;264661;0;206052;0;88494;0;0;0;0;0;0;0;0;0;41881;0;1135156;VILLEJUIF;12;Société par actions simplifiée
410518138;AUDIT ET SOLUTIONS;41051813800053;6831Z;;;75008;01/01/1997;De 10 à 19 salariés;0;405302;0;0;0;0;0;0;2638470;974377;0;0;2906806;254805;6774459;0;0;7179761;21664;484901;1453498;1962284;0;8228;0;0;299;4423;0;3733351;1471015;0;161;0;0;0;5209248;7179761;299;17537662;0;17537662;16620512;833;810757;18349487;0;0;0;0;16576698;67776;388884;132788;63618;0;0;0;6706;17236471;1113016;669493;10042;10042;0;0;259879;0;0;228170;31709;1453498;0;350679;0;53646;0;502510;0;0;0;0;0;1640693;0;0;0;0;0;1772467;PARIS 8;12;Société par actions simplifiée
412375438;TEILLAGE VANDECANDELAERE;41237543800014;1310Z;;;14540;09/06/1996;De 50 à 99 salariés;0;3419488;483119;0;0;560611;47741;0;5526034;3383764;0;0;252365;28751;10282388;0;0;13701876;400000;0;205240;5214393;535130;94306;0;0;2186861;0;0;5018250;356030;117796;179108;0;;0;7858047;13701876;12584;15139869;1033293;16173163;;319234;308260;16454740;0;0;10904532;-85039;2690144;160274;1347673;360658;595347;0;0;89483;68;16063142;391597;0;47730;47730;0;0;28577;0;438632;463302;-434724;205240;0;-296097;0;0;0;0;0;0;0;0;0;0;0;-348737;0;176565;0;343867;BOURGUEBUS;12;Société par actions simplifiée
511951345;MAJANCE;51195134500012;4711D;;;78320;06/04/2009;De 20 à 49 salariés;0;436470;1066;0;0;0;338562;0;21576;159382;0;224541;218591;43153;1006870;0;0;1443340;200000;0;-25280;679659;0;0;0;0;56016;170748;0;367762;163338;0;5817;0;0;0;763681;1443340;1363;0;0;0;8067311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534;86403;0;9498;44501;0;0;0;0;111482;0;0;0;0;0;0;LA VERRIERE;12;Société par actions simplifiée
423469931;BMJ;42346993100038;4312A;;;97139;24/06/1999;De 10 à 19 salariés;0;711400;0;0;0;0;0;73010;6717106;534712;0;369791;805517;328994;8829129;0;0;9540531;250000;3003797;527930;3806727;0;21283;0;0;434424;323;127092;4178271;790426;173624;8361;0;0;0;5712521;9540531;0;10076077;0;10076077;8068893;0;9936;10086994;0;0;869626;0;7755195;46873;482381;255309;94518;0;90103;0;99;9594104;492890;0;30889;30889;0;0;140861;0;0;15434;125427;527931;0;59497;542408;83478;32606;651173;206292;0;0;0;0;0;0;0;0;309364;0;462001;LES ABYMES;12;Société à responsabilité limitée (SARL)
429592777;FLITENE / ECOMARCHE;42959277700016;4711D;;;23500;04/01/2000;De 20 à 49 salariés;0;1005022;0;0;0;0;290101;0;66334;121900;0;0;147744;14015;640094;0;0;1645116;354560;0;60353;821529;0;0;0;0;337305;15338;0;273055;194343;2322;1224;0;0;0;823587;1645116;4911;7703141;0;7703141;7324864;0;11986;7718401;6397334;22288;7429;0;387315;49676;560220;174042;57188;0;471;0;2519;7658481;59919;10329;6765;6765;0;0;42211;0;0;32092;10119;60353;0;13249;1166;106936;0;11501;63281;0;0;0;0;0;0;0;0;9334;0;63484;FELLETIN;12;Société anonyme à conseil d'administration
