SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2018 (€);TOTAL (II) (net) (BJNET) 2018 (€);Matières premières, approvisionnements (net) (BLNET) 2018 (€);En cours de production de biens (net) (BNNET) 2018 (€);En cours de production de services (net) (BPNET) 2018 (€);Produits intermédiaires et finis (net) (BRNET) 2018 (€);Marchandises (net) (BTNET) 2018 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2018 (€);Clients et comptes rattachés (3) (net) (BXNET) 2018 (€);Autres créances (3) (net) (BZNET) 2018 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2018 (€);Valeurs mobilières de placement (net) (CDNET) 2018 (€);Disponibilités (net) (CFNET) 2018 (€);Charges constatées d'avance (3) (net) (CHNET) 2018 (€);TOTAL (III) (net) (CJNET) 2018 (€);Primes de remboursement des obligations (CM) 2018 (€);Ecarts de conversion actif (CN) 2018 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2018 (€);Capital social ou individuel (1) (DA) 2018 (€);Report à nouveau (DH) 2018 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2018 (€);TOTAL (I) (DL) 2018 (€);TOTAL(II) (DO) 2018 (€);TOTAL (III) (DR) 2018 (€);Autres emprunts obligataires (DT) 2018 (€);Emprunts obligataires convertibles (DS) 2018 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2018 (€);Emprunts et dettes financières divers (DV) 2018 (€);Avances et acomptes reçus sur commandes en cours (DW) 2018 (€);Dettes fournisseurs et comptes rattachés (DX) 2018 (€);Dettes fiscales et sociales (DY) 2018 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2018 (€);Autres dettes (EA) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2017 (€);Produits constatés d'avance (EB) 2018 (€);TOTAL (IV) (EC) 2018 (€);TOTAL GENERAL (I à V) (EE) 2018 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2018 (€);Chiffre d'affaires net (France) (FJ) 2018 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2018 (€);Chiffre d'affaires net (Total) (FL) 2018 (€);Chiffre d'affaires net (Total) (FL) 2017 (€);Subventions d'exploitation (FO) 2018 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2018 (€);Total des produits d'exploitation (2) (I) (FR) 2018 (€);Achats de marchandises (y compris droits de douane) (FS) 2018 (€);Variation de stock (marchandises) (FT) 2018 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2018 (€);Variation de stock (matières premières et approvisionnements) (FV) 2018 (€);Autres achats et charges externes (3) (6 bis) (FW) 2018 (€);Impôts, taxes et versements assimilés (FX) 2018 (€);Salaires et traitements (FY) 2018 (€);Charges sociales (10) (FZ) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2018 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2018 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2018 (€);Autres charges (12) (GE) 2018 (€);Total des charges d'exploitation (4) (II) (GF) 2018 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2018 (€);Total des produits financiers (V) (GP) 2018 (€);Intérêts et charges assimilées (GR) 2018 (€);Total des charges financières (VI) (GU) 2018 (€);Dotations financières aux amortissements et provisions (GQ) 2018 (€);Reprises sur provisions & transferts de charges (GM) 2018 (€);Total des produits exceptionnels (VII) (HD) 2018 (€);Reprises sur provisions & transferts de charges (HC) 2018 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2018 (€);Total des charges exceptionnelles (VIII) (HH) 2018 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2018 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2018 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2018 (€);Impôts sur les bénéfices (HK) 2018 (€);Clients douteux ou litigieux - Montant brut (VA) 2018 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2018 (€);Impôts sur les bénéfices - Montant brut (8E) 2018 (€);T.V.A. - Montant brut (VW) 2018 (€);Emprunts remboursés en cours d’exercice (VK) 2018 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2018 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2018 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2018 (€);Effets portés à l’escompte et non échus (YS) 2018 (€);Sous‐traitance (YT) 2018 (€);Ecarts de conversion passif (V) (ED) 2018 (€);Production stockée (FM) 2018 (€);Production immobilisée (FN) 2018 (€);(3) Dont Crédit-bail mobilier (HP) 2018 (€);(3) Dont Crédit-bail immobilier (HQ) 2018 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2018 (€);Ville;Nombre de mois de l'exercice comptable 2018;Catégorie juridique (Niveau II)
582013736;DIOT SA;58201373600126;6622Z;;;75009;01/01/1958;De 250 à 499 salariés;0;108450720;0;0;0;0;0;14193;3488620;78946913;0;1562498;8467497;999128;93478850;0;17769;201947339;1784768;0;8348431;39241018;0;4086384;0;0;47658167;6361828;0;3561711;6374605;0;94543127;0;0;49823;158539261;201947339;0;46087153;0;46087153;47776198;3184;2429030;49678842;0;0;0;0;15991389;3469851;17484082;8292779;215977;0;351;1921130;19787;47395344;2283497;7086975;260439;270198;562;55;996579;0;353617;1188144;-191565;8348431;0;560279;0;2508011;0;111056;0;0;0;0;0;0;80675;0;0;0;0;9100274;PARIS 9;12;Société anonyme à directoire
763200201;REINE EMBALLAGES;76320020100047;1721A;;;01100;01/01/1963;De 100 à 199 salariés;0;11648171;1478794;347821;0;1799586;58723;275639;7146441;4015662;0;0;100537;77602;15300805;0;686;26949661;3000000;0;1286016;10993828;0;2042963;0;0;3795112;0;40625;2058072;1915895;5154790;948377;0;0;0;13912871;26949661;0;25359356;7769146;33128501;33459510;0;629260;33976890;789899;-28429;13015755;-240456;10996434;593121;3916114;1514570;2800852;0;0;111198;12279;33481340;495551;480032;69815;70552;686;10;2318175;2170108;1370771;1400797;917378;1286016;137821;398573;91410;478581;0;273053;4985930;0;0;0;0;0;0;215240;0;0;0;905031;OYONNAX;12;Société par actions simplifiée
492919964;3 B CLIM;49291996400022;4322B;;;91300;06/11/2006;De 50 à 99 salariés;0;157061;67601;0;758630;0;0;7134;1698466;305645;0;600923;866418;21811;4326629;0;0;4483690;245000;0;504712;1904300;0;0;0;0;0;0;0;528999;1033157;0;80479;0;0;936754;2579390;4483690;0;8797755;0;8797755;7972328;0;32226;9182581;0;0;2105910;-21377;3176914;128276;2011142;1076123;52741;0;7797;0;831;8538357;644224;1363;16;16;0;0;95746;0;0;10691;85055;504712;0;225914;9356;273256;0;418320;0;0;0;0;0;0;0;351506;0;255079;0;645571;MASSY;12;Société à responsabilité limitée (SARL)
330083486;JUSTEAU FRERES;33008348600028;4120B;;;49700;01/07/1984;De 50 à 99 salariés;0;1598221;86502;159822;0;0;0;1180;3083298;193115;0;0;890270;69576;4483762;0;0;6081984;30490;0;186200;1631593;0;65278;0;0;250894;1262288;14000;1950904;870349;0;36677;0;0;0;4385113;6081984;0;14140835;0;14140835;11835725;16713;1187046;15221173;112446;0;4568426;-35291;6172090;120013;2364821;1125962;537352;0;9178;45128;24461;15044585;176588;0;12191;12191;0;0;54144;0;4291;31420;22724;186200;920;0;80408;219693;0;596090;109926;0;0;0;0;0;0;-123424;0;0;0;164397;LOURESSE-ROCHEMENIER;12;Société par actions simplifiée
335480190;TRANSPORTS BIJOT;33548019000024;5229B;;;51430;01/01/1954;De 50 à 99 salariés;0;935183;94198;0;0;0;0;0;1308614;850947;0;0;171019;81781;2506561;0;0;3441744;200000;-2137606;-1063182;-884166;0;26000;0;0;0;0;0;1183532;739645;66064;1511133;0;0;799534;4299911;3441744;0;9885379;220910;10106289;11738006;0;37345;10149296;0;0;2199257;17507;6615943;142920;1603828;585086;67356;0;179931;0;5578;11417409;-1268112;0;3463;3463;0;0;267264;0;0;60870;206394;-1063182;0;-2000;214702;269580;0;247807;0;0;0;0;0;3659354;0;0;0;301178;0;-1271576;TINQUEUX;12;Société par actions simplifiée
501140834;D.UNIFLEXO;50114083400018;1813Z;;;38300;29/10/2007;De 50 à 99 salariés;0;1843497;249425;20369;0;4920;0;0;800019;684908;0;0;106128;28917;1894687;0;0;3738184;1000000;974462;15144;2122050;0;0;0;0;353677;161327;0;536839;524712;0;39580;0;0;0;1616135;3738184;45677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24708;236598;0;65674;0;0;0;0;0;0;0;0;0;0;0;0;BOURGOIN-JALLIEU;12;Société par actions simplifiée
490739901;BOURGOGNE VEHICULES INDUSTRIELS ET UTILITAIRES;49073990100034;4519Z;;;21300;01/07/2006;De 20 à 49 salariés;0;207929;0;0;143581;0;2111830;0;894945;306549;0;90003;416272;2977;3966157;0;0;4174086;480000;0;146319;986570;0;232799;0;0;220295;30000;0;2410335;228502;14907;48407;0;0;2271;2954717;4174086;1434;9469978;0;9469978;9043972;4395;109277;9690836;7329335;-442695;0;0;1068974;94297;833888;253328;85072;0;244108;31541;2881;9500731;190105;1066;15371;15414;43;0;9628;0;0;1090;8538;146319;0;37976;95121;63647;0;69590;142608;0;0;0;0;0;0;70579;35483;110460;0;175757;CHENOVE;12;Société par actions simplifiée
775669567;CIE DE GESTION HOTELIERE / HOTEL OPERA GARNIER;77566956700015;5510Z;;;75008;20/09/1989;De 20 à 49 salariés;0;11190448;34462;0;0;0;0;0;134117;1010283;0;0;2247817;70685;3497364;0;0;14687812;167694;2700757;1380690;5127318;0;0;0;0;8415123;26934;0;337540;557516;23047;200334;0;0;0;9560493;14687812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137205;0;12681;870535;0;0;0;0;0;0;0;0;0;0;0;PARIS 8;12;Société anonyme à conseil d'administration
498570027;CONCEPT MECANO SOUDURE;49857002700025;2830Z;;;70110;02/07/2007;De 1 à 2 salariés;0;550008;0;0;0;129480;633316;0;25993;108326;0;0;1222883;14023;2134022;0;0;2684030;52500;0;713139;1113728;0;68903;0;0;113243;581993;0;383847;287859;0;134457;0;;0;1501400;2684030;139;5607259;450214;6057473;;0;7675;6153900;2924952;58060;778839;76614;551290;31059;547004;85845;79968;0;0;0;24;5133655;1020245;46895;4333;28812;0;0;0;0;2569;2569;-2569;713139;0;322620;29778;25144;65158;77304;111027;0;0;0;0;0;0;88750;0;0;0;1038328;VILLERSEXEL;12;Société à responsabilité limitée (SARL)
809999295;INSIDE STAFFING BY ADEQUAT 165;80999929500011;7820Z;;;75008;25/02/2015;De 1 à 2 salariés;0;2162;0;0;0;0;0;0;2811596;964747;0;0;321477;318;4098137;0;0;4100300;100000;0;407499;1301469;0;0;0;0;0;149850;0;274357;2124632;0;249993;0;0;0;2798831;4100300;0;10827952;0;10827952;9749226;1000;388200;11217156;0;0;0;0;649653;570201;7261705;2327228;1060;0;0;0;2000;10811845;405311;3285;1629;1629;0;0;3740;0;0;0;3740;407499;0;3208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406966;PARIS 8;12;Société par actions simplifiée
