SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016;Catégorie juridique (Niveau II)
388758773;SABP SOCIETE ANONYME DES BATISSEURS PARISIENS;38875877300021;4399C;;;93340;07/09/1992;De 100 à 199 salariés;0;1531542;46748;0;0;0;0;0;13995003;1475247;0;173908;7681658;131422;23503985;0;0;25035526;350000;12234603;486747;13106351;0;158221;0;0;0;4769;0;7486154;4219618;0;1248;0;59166;11770954;25035526;0;38618319;0;38618319;1692;228291;39051311;0;0;10839655;-725;17779357;497018;5059077;3321446;624726;0;0;158221;88728;38367505;683807;124059;41575;41575;0;0;33635;0;0;191081;-157446;486747;0;122097;0;756625;0;2920173;0;0;0;0;0;11773227;134;0;0;0;0;0;766290;LE RAINCY;12;5,5;Société anonyme à conseil d'administration
326015294;ETABLISSEMENTS RUDELLE ET FABRE;32601529400043;4511Z;;;15000;08/12/1982;De 50 à 99 salariés;0;628783;0;0;12020;0;12831054;509852;1652705;3092095;0;1441;73003;17162;18189333;0;0;18818116;165308;0;231393;1963193;0;226684;0;0;1546032;88755;312275;13464569;1185201;0;24762;0;6643;16628239;18818116;1445872;38459632;0;38459632;0;520020;38983263;34875986;-2279447;43354;0;1683614;243054;2539613;877370;136183;0;129859;226684;12850;38489121;494143;16429;218741;218741;0;0;40122;0;0;15875;24247;231393;15558;69127;123125;214711;0;234097;39506;0;0;0;0;0;0;0;3445;0;0;0;291831;AURILLAC;12;4,3;Société par actions simplifiée
325559193;BERRY DISTRIBUTION / CENTRE E LECLERC;32555919300017;4711F;;;36300;08/10/1982;De 100 à 199 salariés;0;4961779;36158;0;0;0;3345921;3000;137794;940951;0;0;108607;114125;4686556;0;0;9648334;640000;0;347926;1979720;0;60811;0;0;4307622;31648;1071;2041606;891370;0;334489;0;0;7607804;9648334;0;32132131;0;32132131;0;52626;32189529;24331727;-336487;286280;682;2381104;520292;2767175;980760;724344;0;1911;0;14244;31672033;517496;3813;91373;91373;0;0;22586;0;60811;72970;-50384;347926;81518;-46568;3903;282013;0;133115;913015;0;0;0;0;0;120;0;0;0;0;0;433260;LE BLANC;12;;Société par actions simplifiée
439450933;PISCINES MAGILINE;43945093300056;3230Z;;;10000;01/10/2001;De 50 à 99 salariés;0;1724903;755583;0;0;525742;1081375;0;2173213;639393;0;673570;375015;114872;6338768;0;0;8063671;1103800;1020307;371265;3796818;0;33666;0;0;1088552;0;0;2073878;764492;0;184595;0;121667;4233185;8063671;4746;15133026;3378879;18511905;187;360176;18896922;4359577;-337092;5072117;84200;4917890;221967;2154485;827405;305768;0;50158;0;2778;17659256;1237665;4409;11069;11069;0;0;89678;19539;33666;786634;-696956;371265;23362;139422;179975;246379;0;2901;91091;0;0;0;0;0;0;0;1284;16988;0;0;1231006;TROYES;12;5,8;Société par actions simplifiée
489456681;CAREXEL;48945668100027;4511Z;;;62800;01/04/2006;De 20 à 49 salariés;0;897395;0;0;44251;0;6609715;0;1270976;439787;0;0;578686;37669;8981084;0;0;9878479;1000000;0;315853;2366927;0;22000;0;0;530000;1109711;40900;5104896;502957;0;201088;0;0;7489552;9878479;0;27386960;0;27386960;38683;299067;27748212;24756178;-1677844;53836;0;1736141;282032;1340975;577019;111421;0;36836;0;3534;27220129;528083;79;14238;14238;0;0;13862;0;0;73114;-59251;315853;0;138820;2784;137128;0;77925;2503;0;0;0;0;0;0;0;23103;0;0;0;513924;LIEVIN;12;4,7;Société par actions simplifiée
438651721;PEMZEC AUTOMOBILES 29;43865172100039;4511Z;;;29200;01/08/2001;De 20 à 49 salariés;0;752918;0;18510;0;0;4287696;0;771454;382905;0;0;460890;44500;5965955;0;0;6718872;488000;-123367;171511;937513;0;92687;0;0;666311;253810;63616;3902176;548410;0;138044;0;116305;5688672;6718872;0;18823415;0;18823415;642;293393;19116260;16522073;-528045;0;0;1194637;128797;983712;381502;20431;0;171593;82687;20546;18977932;138328;48096;18729;18729;0;0;18253;0;0;2558;15695;171511;0;11879;48202;146229;0;214921;147800;0;0;0;0;0;0;0;-10676;0;0;0;167695;BREST;12;4,6;Société par actions simplifiée
339487654;GROUPEMENT MOBILIER DE FRANCE;33948765400131;4759A;;;94000;17/11/1986;De 20 à 49 salariés;0;25455379;0;0;0;0;3351529;0;3943426;2323658;0;982365;4449082;397738;15447796;0;0;40903175;14425425;0;905328;19171987;0;6137660;0;2530019;5580355;1672222;960336;2871522;1739345;0;161800;0;77930;15593528;40903175;0;30554788;0;30554788;0;210495;30795061;16600902;191224;0;0;8177061;513287;2073437;900078;657822;0;690992;0;48839;29853644;941417;292481;152593;152593;0;0;5180;0;20565;120510;-115331;905328;0;60647;963186;309868;0;1063574;453106;0;0;0;0;0;36;0;0;0;0;0;1081306;CRETEIL;12;6,2;Société par actions simplifiée
350379251;APRIL MON ASSURANCE;35037925103153;6622Z;;;69003;30/04/1989;De 250 à 499 salariés;0;6532000;0;0;0;0;0;480000;7765000;4068000;0;0;426000;57000;12796000;0;0;19328000;4150000;0;-9070000;411000;0;1890000;0;0;463000;5387000;219000;6314000;4097000;0;24000;0;521000;17025000;19326000;0;24711000;0;24711000;0;1040000;28185000;0;0;0;0;15303000;2198000;11235000;5275000;982000;0;404000;486000;1115000;36998000;-8814000;237000;64000;64000;0;228000;39000;0;0;483000;-444000;-9070000;0;-16000;0;1919000;0;0;0;0;0;0;0;0;368;0;0;54000;0;0;-8641000;LYON 3EME;12;1,7;Société par actions simplifiée
302278486;ETABLISSEMENTS BORNOT ET SERRE;30227848600022;4671Z;;;63800;01/01/1975;De 6 à 9 salariés;0;10963;0;0;0;0;30641;7266;1490033;85898;0;0;509471;13837;2137146;0;0;2148109;320000;0;43337;396316;0;0;0;0;0;0;36448;1632571;82774;0;0;0;0;1751794;2148109;0;26300554;204647;26505200;0;2588;26507019;25420218;14355;2384;0;599023;48776;246939;99640;29977;0;0;0;0;26461311;45708;13;65;65;0;0;16261;0;0;2489;13772;43337;0;16091;0;82774;0;0;0;0;0;0;0;0;0;0;-769;0;0;0;45656;COURNON D'AUVERGNE;12;4,4;Société par actions simplifiée
798236063;BH PARTNERS;79823606300037;4799B;;;94150;15/11/2013;De 20 à 49 salariés;0;927236;0;0;0;0;113928;0;32210;92263;0;0;148365;0;386766;0;0;1314002;10000;-520456;25981;-484475;0;0;0;0;44667;1271011;0;432212;49159;0;1429;0;0;1798476;1314002;0;796333;0;796333;0;0;802732;308557;-52611;0;0;225272;14303;153974;40930;0;0;0;0;507;775269;27463;205;0;13;0;0;0;0;0;1675;-1675;25981;0;0;32210;0;0;0;-44667;0;0;0;0;0;0;0;0;0;0;0;27656;RUNGIS;12;6,4;Société par actions simplifiée
491582367;BWC MEDIA / V2VIN;49158236700034;4791A;;;33700;01/09/2006;De 3 à 5 salariés;0;820523;0;0;0;0;41139;2788;15963;210481;0;0;10471;10520;291366;0;0;1111890;166683;37171;23981;232249;0;0;0;0;315303;114885;0;345117;62795;40578;960;0;0;879640;1111890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MERIGNAC;12;4,7;Société par actions simplifiée
809609100;LOGEMENT EST;80960910000015;4110A;;;75009;21/01/2015;De 1 à 2 salariés;0;0;0;9730170;0;0;0;23972;6724859;712297;0;0;21652;0;17212952;0;0;17212952;2685352;0;-480009;2205342;1;0;0;0;296605;0;0;2286947;1172622;0;1063933;0;10187500;15007608;17212952;296605;0;0;0;0;0;0;0;0;0;0;478772;75;0;0;0;0;0;0;0;478848;-478847;413;1575;1575;0;0;0;0;0;0;0;-480009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-480009;PARIS 9;12;3,2;Société en commandite
801121096;SUD PYRENEES AUTO;80112109600094;4511Z;;;64140;06/03/2014;De 20 à 49 salariés;0;946642;0;12937;1320;0;2981471;0;507399;244882;0;0;493;3668;3752169;0;0;4698811;800000;-367293;-21765;540171;0;25368;0;0;1413899;600000;219145;1420963;279125;0;38886;0;161254;4133272;4698811;941139;11929778;279;11930057;46753;181572;12169716;10220627;32239;7235;0;463497;71262;861781;288860;95552;0;119541;25368;992;12186953;-17237;0;19193;19193;0;0;16298;0;0;1634;14664;-21765;0;0;1967;73788;0;118404;0;0;0;0;0;0;0;0;11242;0;9579;0;-36430;LONS;12;2,6;Société par actions simplifiée
350135117;JEROME BTP;35013511700033;4299Z;;;37510;21/03/1989;De 100 à 199 salariés;0;1136230;119271;0;0;0;0;0;4536793;827209;0;353000;1923521;121036;7880831;0;0;9017061;300000;0;700312;3489767;0;94412;0;0;289538;0;1222160;2089583;1829390;0;2211;0;0;5432882;9017061;3789;16246864;0;16246864;20365;252324;16544499;0;0;3832174;-36133;4228635;382349;5418756;1767392;210130;0;3215;5751;7478;15819746;724753;18919;6554;43672;37118;0;60251;0;0;2360;57891;700312;106061;-15046;0;1829390;0;0;0;0;0;0;0;0;153;0;0;0;200032;0;733436;BALLAN-MIRE;12;;Société par actions simplifiée
489358333;CYRIUS;48935833300024;4711F;;;50480;16/03/2006;De 50 à 99 salariés;0;3024257;0;0;0;0;1238890;0;130308;269488;0;0;589292;15187;2243165;0;0;5267422;40000;0;279103;1486964;0;0;0;0;754371;1144505;0;1487691;387798;0;4252;0;1841;3780458;5267422;3624;19381614;31819;19413432;0;31685;19462330;14070606;70446;1451516;0;1602235;211604;1138733;288728;183581;0;2274;0;8474;19028198;434132;0;43276;43276;0;0;151875;143961;0;157675;-5800;279103;0;105953;18146;170544;0;3927;388219;0;0;0;0;41236;48;0;0;0;0;6414;390856;SAINTE-MERE-EGLISE;12;;Société par actions simplifiée
611620873;SOC ECONO MIXTE IMMOBI VILLE MARTIGUES;61162087300012;6820A;;;13500;01/01/1961;De 20 à 49 salariés;0;111261854;0;0;0;0;0;0;0;12970911;0;6680000;12970911;390830;31554672;0;0;142930179;521312;22325786;1866307;50586884;0;3286856;0;0;0;0;0;0;0;0;0;0;0;89056438;142930179;0;0;0;0;0;0;0;0;0;0;0;0;1035613;0;415769;0;0;0;0;87640;0;0;0;0;0;0;0;0;0;0;0;0;1425773;0;0;871120;362442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MARTIGUES;12;7,1;Société anonyme à conseil d'administration
