SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016;Catégorie juridique (Niveau II)
458201910;POLYCLINIQUE BORDEAUX RIVE DROITE;45820191000023;8610Z;;;33310;01/01/1958;De 250 à 499 salariés;0;3823632;830331;0;0;0;0;0;3242506;13331518;0;0;497010;347138;18248503;0;0;22072135;1571680;0;1826272;12347621;700000;53714;0;0;87689;11890;0;1911506;3026972;200404;783318;0;2949021;8970799;22072135;5043;36105069;0;36105069;629957;295302;37187618;259997;0;7510260;-110587;11307258;1988045;9670047;4478001;246785;0;22483;0;30636;35402926;1784692;387010;439;439;0;0;77877;0;0;364179;-286303;1826272;129936;-71248;0;1107222;0;70660;55589;0;0;0;0;0;351;0;0;0;0;0;2171263;LORMONT;12;6,5;Société anonyme à conseil d'administration
821613106;LA SQUADRA VELOCE;82161310600029;4511Z;;;34070;11/07/2016;De 10 à 19 salariés;0;1163495;0;4440;25956;0;5717328;53657;460600;826265;0;0;103321;32852;7224419;0;0;8387914;1000000;0;-78812;921188;0;5631;0;0;1604492;2482269;55933;3057105;178760;0;56352;0;26185;7461095;8387914;650852;6371925;0;6371925;0;210165;6582101;11300125;-5782111;0;0;463021;99757;385687;126137;19629;0;34387;5631;6;6652270;-70169;0;8643;8643;0;0;0;0;0;0;0;-78812;0;0;0;78116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-78812;MONTPELLIER;12;2,8;Société par actions simplifiée
418894630;TRANSPORTS JAMMET;41889463000106;4941A;"Dépôt de l'état des créances
Jugement arrêtant le plan de sauvegarde
Jugement arrêtant un plan de cession
Jugement d'ouverture d'une procédure de sauvegarde";"29/10/2021
22/07/2021
30/06/2021
13/11/2020";86340;18/05/1998;De 250 à 499 salariés;0;2680920;272872;0;0;0;0;0;3650750;3596303;0;533278;309051;344279;8706533;0;0;11387454;419008;0;142994;1508601;0;24946;0;0;2358290;2637;0;2343443;5048486;3152;97444;0;453;9853907;11387454;0;38913774;0;38913774;1764;1276156;40196515;69971;0;6695296;-18021;16056715;774869;12594978;3352329;301419;0;8808;24946;29003;39890313;306202;10200;81545;81545;0;0;1548;0;2314;94558;-93009;142994;0;-1146;137285;1286694;0;1566829;53516;0;0;0;0;5681774;456;0;0;3536;0;654064;234857;FLEURE;12;4,1;Société par actions simplifiée
775580517;BASTIDE MANUTENTION;77558051700065;4669B;;;31150;01/01/1966;De 50 à 99 salariés;0;1026414;7000;143857;0;0;956395;11232;3145493;6959928;0;0;389012;22456;11635373;0;0;12661787;510000;3200211;1384602;5434634;0;858376;0;0;358192;62281;145462;3425569;1547017;0;52355;0;777901;6368777;12661787;0;30581403;361;30581764;494;270384;30887966;17582565;-174727;104461;0;6139244;284309;2839092;1338060;217203;0;303259;100164;259;28733888;2154078;28170;44603;44603;0;0;39079;0;0;30115;8963;1384602;220411;541594;0;0;0;0;0;0;0;0;0;0;69;0;24664;0;0;0;2137644;BRUGUIERES;12;6,6;Société par actions simplifiée
391556594;DELICA FRANCE;39155659400052;4637Z;;;75011;21/06/1993;De 20 à 49 salariés;0;5511531;903826;0;0;0;7261517;9049;23510149;4678626;0;0;8103091;92045;44558302;0;9350;50079182;1105000;-1717606;-3037376;668056;0;146940;0;0;4996099;14822731;0;24166873;1307518;28030;3942936;0;0;49264186;50079182;0;81559966;9320628;90880594;1495;1446611;92386924;66887048;-1883444;8480140;-3617;11544739;661370;3098750;1434629;1024783;0;44118;52326;61847;91402690;984234;26388;308192;340669;9350;8237;344919;0;3100000;4052248;-3707329;-3037376;0;0;64821;506844;0;125070;0;0;0;0;0;0;0;0;0;0;0;0;669953;PARIS 11;12;2,5;Société par actions simplifiée
444527618;NOVATECH TECHNOLOGIES;44452761800029;2612Z;;;29590;17/12/2002;De 200 à 249 salariés;0;745288;4831396;751760;0;351161;0;0;3579870;2853704;0;0;1197246;75862;13641000;0;19382;14405669;1500000;0;891000;6027288;0;1104942;0;0;336325;0;578965;4364136;1505013;0;186586;0;300000;7271024;14405669;0;0;0;28130311;0;472015;28486808;103639;0;16920508;-287310;2777895;367708;5455081;2004368;111865;0;139228;0;193650;27786631;700177;96335;49460;163141;19382;10967;74997;74997;93907;93946;-18949;891000;0;-276578;0;592333;0;431935;0;0;0;0;0;0;0;2415;-115529;0;0;0;633371;PONT-DE-BUIS-LES-QUIMERCH;12;5,6;Société anonyme à conseil d'administration
319025045;SOCIETE DE COMMERCIALISATION DES RIZ-SOCORIZ;31902504500083;4639B;;;69260;01/05/1980;De 10 à 19 salariés;0;54370;0;0;0;0;1008042;0;3719340;3974440;0;0;20684;123436;8845944;0;0;8900315;57783;0;23708;1335091;0;36610;0;0;2617632;300000;0;4321245;182042;12500;95193;0;0;7528613;8900315;0;13785072;299774;14084846;0;251;14085106;10901638;-459747;127151;0;3231111;11679;231673;69698;4351;0;0;0;123;14117680;-32573;120029;51901;62037;0;0;8000;0;0;527;7473;23708;0;9183;13235;30051;0;136899;0;0;0;0;0;0;0;0;0;0;0;0;25418;CHARBONNIERES-LES-BAINS;12;3,4;Société par actions simplifiée
344039219;BRASSERIE BEDAGUE / BEDAGUE DISTRIBUTION;34403921900094;4634Z;;;62120;01/01/1988;De 50 à 99 salariés;0;5246415;33170;0;0;0;3457605;113998;3828153;3524640;0;0;491363;203647;11652577;0;0;16898992;297920;0;967749;6644816;0;149902;0;0;1796749;405278;330934;5468375;968203;0;1112821;0;21914;10104274;16898992;0;29137815;6650572;35788386;0;99662;35894943;28722322;-1196234;243003;-2030;2218393;1090673;2103598;780229;259725;0;161338;6000;4374;34391390;1503553;24923;67085;100820;33735;10289;576782;482000;92795;828468;-251686;967749;20596;187625;1102464;295580;0;101225;466040;0;0;0;0;0;0;0;0;0;124542;0;1427656;AIRE-SUR-LA-LYS;12;5,5;Société par actions simplifiée
325964989;LERAGIPE / INTERMARCHE;32596498900025;4711D;;;76890;16/02/1983;De 50 à 99 salariés;0;483602;7807;0;0;0;1128670;221;54804;333915;0;580785;385803;42827;2534834;0;0;3018438;48160;0;574389;1181416;0;0;0;0;276070;168672;143;942947;429235;15926;4025;0;0;1837021;3018437;0;0;0;19527302;739;22280;19553971;15771378;86374;40301;-3155;992261;165496;1220479;407014;117880;0;436;0;6923;18805387;748584;55026;9425;9425;0;0;44697;0;0;47789;-3092;574389;0;216704;2300;201633;0;43518;135177;0;0;0;0;0;0;0;0;0;0;0;794186;TOTES;12;6,5;Société anonyme à conseil d'administration
732037056;SOCIETE DE GESTION PIERRE CARDIN;73203705600015;7740Z;;;75008;01/01/1973;De 20 à 49 salariés;0;98987888;99706;0;0;273905;1908157;109404;5320059;21269965;0;0;924309;323122;30228626;0;0;129216514;152600;36105020;221863;70802342;0;1493992;0;0;3718246;28448776;55104;6277527;1378161;0;290;0;17026913;56905019;129216514;1736409;3336240;28276023;31612263;0;551046;32159466;205080;-41298;155853;5056;15708078;985157;3890192;1285290;2591583;0;612456;25497;585237;26008181;6151285;101432;637837;1279978;500000;0;257399;0;0;4952996;-4695596;221863;0;92151;1304349;660174;0;44334;0;0;0;0;0;0;0;15162;-4831;0;0;0;5009600;PARIS 8;12;7,3;Société par actions simplifiée
301312930;DISTILLERIE MERLET ET FILS SARL;30131293000011;1101Z;;;17610;01/01/1966;De 20 à 49 salariés;0;4176954;12349;0;0;0;9180997;120509;2767464;1677934;0;0;37537;40592;13837382;0;0;18014336;2100000;0;-367842;7471616;8529;64000;0;0;8389260;0;12203;1708518;335290;1553;20552;0;1825;10469201;18014336;0;15683566;0;15683566;488;0;16019157;41440;-10644;11056055;-11930;2701404;321013;1073048;361294;870236;0;0;0;-97;16401819;-382662;28434;0;146234;146234;0;6860;0;0;15519;-8659;-367842;0;-123513;2907280;335290;0;0;522410;0;0;0;0;0;40;988;0;0;0;0;-482696;SAINT-SAUVANT;12;3,1;Société par actions simplifiée
514743038;HASLER GROUP;51474303800010;4669B;;;38780;01/09/2009;De 50 à 99 salariés;0;14027861;0;0;0;0;1131018;84301;7356066;993418;0;0;9079036;77458;19466159;0;1255;33495275;11326800;-269020;5180112;18452633;0;2546100;0;0;994466;1700000;1945020;4792321;2200020;151555;554889;0;155063;12493333;33495275;0;4484090;23866882;28350972;1481;1071970;27936256;10432892;-50110;599882;0;7459750;407164;3979309;2088424;342384;0;300667;605100;198;26165659;1770597;5125286;195428;917128;1255;168009;375502;225604;438840;979376;-603874;5180112;5640;189128;8076491;0;0;0;131890;0;0;0;0;0;93;3210;-1488493;0;0;0;5978754;PONT-EVEQUE;12;7,9;Société par actions simplifiée
314493271;MIALANES SA;31449327100022;2361Z;;;34740;01/01/1978;De 20 à 49 salariés;0;11474569;697945;0;0;1249808;8540;871;4281127;1515763;0;0;3882;0;7757935;0;0;19232504;1000000;0;-480053;1567241;0;21699;0;0;3235760;1617228;0;8882777;2887832;0;1019967;0;0;17643564;19232504;0;23363480;0;23363480;0;90067;23688409;26207;3255;9733580;-160708;10337289;348723;1403334;577493;342335;0;370150;0;128148;23109804;578605;288219;351699;351699;0;61475;743456;402581;483650;1738634;-995179;-480053;0;0;572242;218234;0;1802651;544813;0;0;0;0;0;46;0;90078;98124;409414;0;515125;VENDARGUES;12;3,3;Société par actions simplifiée
441810603;NEWCLIP TECHNICS;44181060300049;3250A;;;44115;01/05/2002;De 20 à 49 salariés;0;1180501;89343;0;473364;1704088;0;0;3672536;1304323;0;0;673861;121798;8039313;0;527;9220340;205000;0;598580;4837396;0;25527;0;0;2086450;84843;0;1708784;350293;65570;13798;0;3493;4313231;9220340;0;5264089;5986358;11250447;26810;76088;11267522;101727;71288;940469;26036;6453753;181008;1404931;424996;614052;0;33533;0;473659;10725454;542069;27104;42367;58924;527;565;0;0;63390;63799;-63799;598580;0;-152131;108862;129910;0;45785;292081;0;0;0;0;0;0;44187;-307888;221539;0;0;510249;HAUTE-GOULAINE;12;6,1;Société par actions simplifiée
