SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Capital souscrit non appelé (I) (AA) 2018 (€);TOTAL (II) (net) (BJNET) 2018 (€);Matières premières, approvisionnements (net) (BLNET) 2018 (€);En cours de production de biens (net) (BNNET) 2018 (€);En cours de production de services (net) (BPNET) 2018 (€);Produits intermédiaires et finis (net) (BRNET) 2018 (€);Marchandises (net) (BTNET) 2018 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2018 (€);Clients et comptes rattachés (3) (net) (BXNET) 2018 (€);Autres créances (3) (net) (BZNET) 2018 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2018 (€);Valeurs mobilières de placement (net) (CDNET) 2018 (€);Disponibilités (net) (CFNET) 2018 (€);Charges constatées d'avance (3) (net) (CHNET) 2018 (€);TOTAL (III) (net) (CJNET) 2018 (€);Primes de remboursement des obligations (CM) 2018 (€);Ecarts de conversion actif (CN) 2018 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2018 (€);Capital social ou individuel (1) (DA) 2018 (€);Report à nouveau (DH) 2018 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2018 (€);TOTAL (I) (DL) 2018 (€);TOTAL(II) (DO) 2018 (€);TOTAL (III) (DR) 2018 (€);Autres emprunts obligataires (DT) 2018 (€);Emprunts obligataires convertibles (DS) 2018 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2018 (€);Emprunts et dettes financières divers (DV) 2018 (€);Avances et acomptes reçus sur commandes en cours (DW) 2018 (€);Dettes fournisseurs et comptes rattachés (DX) 2018 (€);Dettes fiscales et sociales (DY) 2018 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2018 (€);Autres dettes (EA) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2017 (€);Produits constatés d'avance (EB) 2018 (€);TOTAL (IV) (EC) 2018 (€);TOTAL GENERAL (I à V) (EE) 2018 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2018 (€);Chiffre d'affaires net (France) (FJ) 2018 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2018 (€);Chiffre d'affaires net (Total) (FL) 2018 (€);Chiffre d'affaires net (Total) (FL) 2017 (€);Subventions d'exploitation (FO) 2018 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2018 (€);Total des produits d'exploitation (2) (I) (FR) 2018 (€);Achats de marchandises (y compris droits de douane) (FS) 2018 (€);Variation de stock (marchandises) (FT) 2018 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2018 (€);Variation de stock (matières premières et approvisionnements) (FV) 2018 (€);Autres achats et charges externes (3) (6 bis) (FW) 2018 (€);Impôts, taxes et versements assimilés (FX) 2018 (€);Salaires et traitements (FY) 2018 (€);Charges sociales (10) (FZ) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2018 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2018 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2018 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2018 (€);Autres charges (12) (GE) 2018 (€);Total des charges d'exploitation (4) (II) (GF) 2018 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2018 (€);Total des produits financiers (V) (GP) 2018 (€);Intérêts et charges assimilées (GR) 2018 (€);Total des charges financières (VI) (GU) 2018 (€);Dotations financières aux amortissements et provisions (GQ) 2018 (€);Reprises sur provisions & transferts de charges (GM) 2018 (€);Total des produits exceptionnels (VII) (HD) 2018 (€);Reprises sur provisions & transferts de charges (HC) 2018 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2018 (€);Total des charges exceptionnelles (VIII) (HH) 2018 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2018 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2018 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2018 (€);Impôts sur les bénéfices (HK) 2018 (€);Clients douteux ou litigieux - Montant brut (VA) 2018 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2018 (€);Impôts sur les bénéfices - Montant brut (8E) 2018 (€);T.V.A. - Montant brut (VW) 2018 (€);Emprunts remboursés en cours d’exercice (VK) 2018 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2018 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2018 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2018 (€);Effets portés à l’escompte et non échus (YS) 2018 (€);Sous‐traitance (YT) 2018 (€);Ecarts de conversion passif (V) (ED) 2018 (€);Production stockée (FM) 2018 (€);Production immobilisée (FN) 2018 (€);(3) Dont Crédit-bail mobilier (HP) 2018 (€);(3) Dont Crédit-bail immobilier (HQ) 2018 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2018 (€);Ville;Nombre de mois de l'exercice comptable 2018;Catégorie juridique (Niveau II)
781622378;SUPERMARCHES CHARENTAIS / CENTRE LECLERC;78162237800037;4711F;;;17140;01/01/1969;De 250 à 499 salariés;0;9306216;6583;0;0;0;6997586;0;478597;3260916;0;500000;1640409;113389;12997480;0;0;22303696;77440;0;2221136;6609684;0;337545;0;0;3827780;1148915;248860;5590403;4453580;0;82699;0;0;4230;15356467;22303696;0;0;0;103275477;100987568;1674;851320;104202181;76103846;20471;445724;-1006;10082474;1443749;8057640;2892100;1134683;0;435521;237545;11509;100864255;3337926;15533;115104;115104;0;0;289088;0;1532;45687;243402;2221136;1134668;132007;16718;1880687;0;315050;845134;0;0;0;0;0;0;0;0;0;0;3244410;LAGORD;12;Société par actions simplifiée
304708597;PERODIS SA / INTERMARCHE;30470859700022;4711F;;;80200;01/01/1975;De 100 à 199 salariés;0;1821664;21569;0;0;0;3400762;0;365247;1410585;0;0;3582276;27967;8808406;0;0;10630070;171505;0;1102750;5518867;0;0;0;0;1448396;234303;0;1987012;1375633;1865;63994;0;0;0;5111204;10630070;0;41080297;0;41080297;39359906;2000;90903;41176596;31105981;-162540;142953;1525;3345408;529913;3212166;946095;591165;0;1685;0;5789;39720140;1456456;122533;17109;17109;0;0;20675;0;0;86426;-65750;1102750;185274;208107;3447;337575;0;158323;322594;0;0;0;0;0;0;0;0;15555;0;1561881;PERONNE;12;Société par actions simplifiée
562750034;ROUSSEAU;56275003400059;2740Z;;;76550;01/01/1956;De 200 à 249 salariés;0;2131102;5701949;20010000;0;0;0;29573;5983078;781176;0;0;13363029;510432;46379237;0;274;48510613;1637292;0;2684560;5677501;9688;238065;0;0;6157;511240;32292094;6267355;2724981;0;783419;0;0;0;42585246;48510613;0;42185131;0;42185131;38295892;0;463927;47373857;0;0;21169028;-298555;10454554;553986;6063164;4318608;500953;0;125824;42540;105370;43035473;4338385;59456;46753;46753;0;0;13837;13421;0;393;13445;2684560;586216;1093756;0;1137488;0;145847;0;0;0;0;0;4402818;114;4585000;0;0;0;4351087;OFFRANVILLE;12;Société par actions simplifiée
402310379;VIRALEX;40231037900027;4711D;;;76510;15/09/1995;De 50 à 99 salariés;0;2022956;10721;0;0;0;1547743;0;128003;545044;0;132509;219869;44154;2628044;0;0;4651000;72000;0;91413;390271;0;0;0;0;2682231;69090;0;1134324;345527;24407;5151;0;0;0;4260729;4651000;823609;21187742;0;21187742;19659556;9149;23119;21252316;17626705;-83225;48321;-2019;1343104;193346;1299733;322210;396376;0;5156;0;3922;21153629;98687;13219;32813;32813;0;0;0;0;0;198;-198;91413;0;-12518;0;0;0;0;428117;0;0;0;0;0;0;0;0;0;0;79093;SAINT NICOLAS D'ALIERMONT;12;Société par actions simplifiée
493410849;SAS TRANSPORTS INDUSTRIELS CAILLE;49341084900019;4941A;;;02000;19/12/2006;De 100 à 199 salariés;0;1395219;764142;0;0;0;0;0;3076120;4817899;0;350251;258473;84550;9351434;0;0;10746653;960000;0;302867;2163782;0;0;0;0;1734515;207466;0;2285735;1574464;0;2634191;0;0;146500;8582871;10746653;0;0;0;21213850;19447234;16148;0;22782058;0;0;3990210;970;11777416;340481;4313755;897455;0;428099;0;0;634520;22382906;399153;36558;0;50208;0;0;37063;0;0;103718;-66655;302867;0;15980;0;0;0;0;233850;0;0;0;0;0;0;0;0;0;0;385502;LAON;12;Société par actions simplifiée
394280267;HERBAROM LABORATOIRE;39428026700037;2053Z;;;26400;25/01/1994;De 20 à 49 salariés;0;4308975;669873;54884;0;1017106;1535750;162258;2299047;877322;0;0;939607;20316;7576166;0;0;11885142;118500;0;809104;5380898;0;0;0;0;1321918;1135000;0;1794457;208740;0;2044127;0;0;0;6504243;11885142;172853;11520248;3864056;15384304;14612902;2200;44145;15364648;4709399;-244422;5089646;-44011;2438654;216343;1309246;482541;352380;0;7150;0;32568;14349497;1015150;5316;47802;47872;0;0;57969;35938;0;1533;56436;809104;0;219926;78822;63276;0;0;851214;0;0;0;0;0;0;-66759;0;52956;24116;972593;AOUSTE-SUR-SYE;12;Société par actions simplifiée
496620428;DIFFUSION ELECTRIQUE CORSE;49662042800011;4669A;;;20290;01/01/1966;De 20 à 49 salariés;0;2431973;0;0;0;0;3055607;0;1892965;309058;0;0;1606819;1084;6865534;0;0;9297507;527175;350961;475232;7057043;0;0;0;0;0;166;0;1748151;492145;0;0;0;0;0;2240463;9297507;0;11902700;0;11902700;11298237;0;123034;12033642;9123095;-154650;0;0;635868;84600;1061409;361977;222285;0;66180;0;13935;11414700;618942;8076;0;0;0;0;30887;0;0;12561;18326;475232;0;170113;118591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627018;BORGO;12;Société par actions simplifiée
417794278;UNIVERS DES BOISSONS ARTISANALES;41779427800032;4634Z;;;94500;18/02/1998;De 20 à 49 salariés;0;909616;2349243;0;0;0;0;0;3175802;761555;0;0;626685;21633;6934919;0;0;7844534;75000;0;687717;3256943;0;0;0;0;4261;114418;0;2743364;639018;0;1086531;0;0;0;4587591;7844534;0;16050697;45978;16096675;14027910;0;298;16103413;11551501;-102532;146105;0;1273830;151014;1230935;446679;272971;0;79035;0;25799;15075337;1028077;0;2614;2614;0;0;30573;0;0;45824;-15251;687717;0;322495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1025463;CHAMPIGNY-SUR-MARNE;12;Société par actions simplifiée
602055741;ENTREPRISE LAFON;60205574100030;4321A;;;93290;01/01/1960;De 50 à 99 salariés;0;444604;264500;0;0;0;0;113;8327356;1771899;0;0;1712510;47575;12123953;0;0;12568557;400000;95107;138195;673303;0;12718;0;0;160079;0;400291;6325724;2145440;0;1208171;0;0;1642830;11882536;12568557;0;21528813;0;21528813;21797211;17896;3721;21579958;0;0;7384072;-264500;9221136;184373;2921540;1786828;91364;0;67383;12718;29;21404942;175016;4530;45964;45964;0;3645;7250;0;0;188;7062;138195;0;2449;144391;400397;0;1425692;93064;0;0;0;0;0;0;0;0;0;0;133582;TREMBLAY-EN-FRANCE;12;Société par actions simplifiée
381920818;IED MATERIAUX;38192081800030;4673A;;;59113;30/04/1991;De 6 à 9 salariés;0;140404;0;0;0;0;321895;0;1206220;778043;0;0;137958;7991;2452106;0;0;2592511;250000;0;18477;796572;0;0;0;0;322;11050;0;1217005;99212;0;468350;0;0;0;1795938;2592511;322;7931947;118308;8050254;7375650;0;2861;8053129;7026369;-91641;0;0;737179;15075;208811;70525;24827;0;17393;0;2241;8010780;42350;7223;13531;13531;0;0;0;0;0;6000;-6000;18477;0;11565;122617;25726;0;54037;0;0;0;0;0;0;0;0;0;8526;0;36042;SECLIN;12;Société à responsabilité limitée (SARL)
