SIREN;Dénomination;Code APE;Adresse;Code postal;Tranche effectifs;SIRET;Date de création;TOTAL (II) (net) (BJNET) 2018 (€);TOTAL (II) (net) (BJNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2018 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2018 (€);Autres créances (3) (net) (BZNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2018 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2018 (€);Disponibilités (net) (CFNET) 2016 (€);TOTAL (III) (net) (CJNET) 2018 (€);TOTAL (III) (net) (CJNET) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2018 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2018 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2018 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2018 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2018 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2018 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2018 (€);TOTAL (III) (DR) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2018 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2018 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2018 (€);Dettes fiscales et sociales (DY) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2018 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2018 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2018 (€);TOTAL (IV) (EC) 2016 (€);Emprunts obligataires convertibles (DS) 2018 (€);Emprunts obligataires convertibles (DS) 2016 (€);Autres emprunts obligataires (DT) 2018 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts et dettes financières divers (DV) 2018 (€);Emprunts et dettes financières divers (DV) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2018 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);TOTAL GENERAL (I à V) (EE) 2018 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);Chiffre d'affaires net (France) (FJ) 2018 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2018 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Salaires et traitements (FY) 2018 (€);Salaires et traitements (FY) 2016 (€);Intérêts et charges assimilées (GR) 2018 (€);Intérêts et charges assimilées (GR) 2016 (€);Crédit client 2018 (j);Crédit client 2016 (j);Crédit fournisseurs 2018 (j);Crédit fournisseurs 2016 (j);Rotation des stocks 2018 (j);Rotation des stocks 2016 (j);BFR 2018 (€);BFR 2016 (€);Fonds de roulement net global 2018 (€);Fonds de roulement net global 2016 (€);BFRE 2018 (€);BFRE 2016 (€);CA par employé 2018 (€);CA par employé 2016 (€);Liquidité générale 2018;Liquidité générale 2016;Liquidité réduite 2018;Liquidité réduite 2016;CAF 2018;CAF 2016;Autonomie financière 2018;Autonomie financière 2016;MARGE COMMERCIALE  2018 (€);MARGE COMMERCIALE  2016 (€);PRODUCTION DE L'EXERCICE 2018 (€);PRODUCTION DE L'EXERCICE 2016 (€);VALEUR AJOUTEE 2018 (€);VALEUR AJOUTEE 2016 (€);EBE ( EXCEDENT BRUT D'EXPLOITATION ) 2018 (€);EBE ( EXCEDENT BRUT D'EXPLOITATION ) 2016 (€);Charges de personnel 2018 (€);Charges de personnel 2016 (€);RESULTAT D'EXPLOITATION 2018 (€);RESULTAT D'EXPLOITATION 2016 (€);RESULTAT COURANT AVANT IMPOTS 2018 (€);RESULTAT COURANT AVANT IMPOTS 2016 (€);Produits financiers 2018 (€);Produits financiers 2016 (€)
957502925;ETS BROCHEX / PONCEBLANC DEPLIANT;1814Z;20 AV PIERRE SEMARD;69200;De 50 à 99 salariés;95750292500036;01/01/1957;499436;796980;1294637;1673533;75680;103733;231;231;23313;85561;1541292;1989392;2040729;2786373;360000;360000;0;0;-316150;-130707;856060;1270970;0;0;0;10000;60655;224461;308791;358449;814974;922122;0;0;0;0;1184669;1505402;0;0;0;0;249;370;36545;58517;2040729;2786373;5673511;0;0;0;2541043;2716889;8708;12393;69,4077125845589;79,344000221546;42,5337926929651;44,3846712660074;8,11506792881554;5,24847367064959;393983;623030;417528;708821;305685;488618;0;68250,2446808511;1,31747033120459;1,48210797199288;1,20128327774474;1,41067502658526;-232855;2586;41,9487349863701;45,6137781983963;0;0;5699031;-17765;3471891;3946163;-230416;40411;3539853;3733963;-390116;-236711;-398778;-248990;45;114
447907635;PROVENCE GENIE CIVIL ET CANALISATIONS;4312A;302 CHE DE LA GOURRE D AURE;84120;De 10 à 19 salariés;44790763500026;17/02/2003;420537;359703;1075619;1294550;273143;188422;0;0;201731;733710;1807445;2455866;2227982;2815569;250000;250000;0;79883;2897;89530;414833;902217;0;0;0;0;468653;116231;1029196;1360163;315200;436858;0;0;0;0;1813149;1913352;0;0;0;0;0;0;0;0;2227982;2815569;5291825;6828354;0;0;479594;555468;27237;13016;61,8250690136831;57,6652819015144;67,8455384546477;71,5703205424069;13,3875531860647;8,41816535890252;261218;-74965;462950;658745;-73947;-348052;330739,0625;0;1,29819873023051;1,34238039620037;1,15321503373755;1,25639898482072;19264;154202;18,6192258285749;32,0438604061914;0;0;5462825;6845826;850253;1077885;50288;171986;766862;892180;-22772;128624;-50010;115837;0;229
378413686;COTREM;8292Z;1 RUE DE LA PLAINE;59115;De 20 à 49 salariés;37841368600064;06/06/1990;144109;225922;537935;849774;77024;106942;0;0;70093;122265;718072;1179747;862181;1405669;139280;139280;-107011;85;-219536;78069;246964;573567;0;0;0;0;344;25043;268817;288950;329539;475298;0;0;0;0;615217;832101;0;0;0;0;48;27048;344;109;862181;1405669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33155;277470;103248;399736;-64326;83220;0;0;1,13402192571785;1,40034430556286;1,11359986215148;1,38309313555205;0;0;28,6441014125804;40,8038450019172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343007225;OXYMETAL ORNE / ORN'OXICOUPAGE;2550B;10 PL RAVEZIES;33300;De 20 à 49 salariés;34300722500042;26/11/1987;488327;584152;2496;14894;533634;192374;0;0;15702;45702;825209;493133;1313536;1077285;300000;300000;0;-88022;224891;129253;612057;431921;0;0;0;0;189;156;427643;413635;196952;209031;0;0;0;0;701478;645364;0;0;0;0;73709;0;189;0;1313536;1077285;4530333;4132401;66480;4632;680472;727471;0;766;0,165224072997241;1,09505008379999;41,6660246845719;45,0688025878607;22,5875177074739;21,5946570856663;181927;-197777;197628;-152075;-351590;-375403;0;0;1,31305623565356;0,758873107587011;0,889131193161816;0,392073563873976;298050;150967;46,596134403625;40,0934757283356;-22;0;4571825;-16222;1424204;1378887;395189;270158;942588;1018312;296369;136894;298600;136679;2230;552
398283523;DIGIMAGE;5912Z;221 BD JEAN JAURES;92100;De 20 à 49 salariés;39828352300130;01/07/1994;1064350;2020402;4699624;3261423;1531697;1678217;0;0;951003;242115;7429518;5594893;8493869;7615295;2850000;2850000;-15250692;-13221493;516548;-1556238;-11880333;-11923920;0;0;66500;440208;0;0;7770691;7736147;3741730;3888335;0;0;1128035;269960;20307701;19099007;0;0;0;0;7525834;5990145;0;0;8493869;7615295;6848105;5838610;114328;80889;1371643;1379677;23681;2238;205,311715821411;167,584531506242;586,586788304689;486,584132596568;6,57170715130562;12,454729437693;-6303353;-7756083;-5352350;-7513969;-6811589;-8999256;0;0;0,626993228151353;0,426434051759255;0,617154920861238;0,407322526490194;644497;-896849;-139,869510584635;-156,578569838726;-813387;-830924;6959563;5911733;2936932;1226274;773536;-933425;1970007;2006371;594422;-1271377;570755;-1275060;14;584
388517419;HIVENTY GROUP;7010Z;55B RUE DE LYON;75012;De 20 à 49 salariés;38851741900072;07/08/1992;1420925;1872957;1423095;1241371;2528159;5112276;0;0;72361;1114339;4198067;7501417;5618992;9374374;1272060;1272060;-1252346;0;-685262;242401;99358;4103930;0;0;627947;85000;4934;4933;525134;865010;2250393;2415598;0;0;0;0;4891687;5185443;0;0;0;0;2105830;1838563;0;0;5618992;9374374;4505550;4360637;0;0;2507360;2396666;0;19617;96,0721915193484;86,5891105282707;90,4848827662364;139,166940391177;0;0;1344783;3045131;1417144;4159468;-1357807;-2030537;118567,105263158;124589,628571429;1,44686997806124;2,23722518639583;1,44686997806124;2,23722518639583;-228595;-588368;1,76825309592895;43,7781765481087;0;-2722;4356609;4233771;2740302;2470050;-998593;-1068607;3559207;3409528;-243577;-628243;-827423;-380482;14101;267387
810641639;BRAVE EXHIBITIONS;5630Z;13 AV PRESIDENT WILSON;75116;De 20 à 49 salariés;81064163900028;16/03/2015;2307866;3113;96616;0;365466;17062;0;0;3565;16891;588988;33953;2896855;37067;15000;15000;-1289634;0;-372798;-86855;-1647431;-71855;0;0;95750;0;1729509;0;1506913;100888;295978;0;0;7796;0;0;4448536;108922;0;0;6173921;0;279808;52;131435;0;2896855;37067;4712839;0;0;0;1522572;0;41303;0;6,23559741095901;0;170,386779300579;353,583060638183;8,20928081259174;0;-1236404;-91808;4323691;-74916;-1610050;-108870;0;0;0,297464958617943;0,311867364746946;0,239409766841315;0,311867364746946;-133968;0;-56,8696396609426;-193,851673995737;3402078;0;2616;0;2063449;-86788;-58438;-86855;2066347;0;-329004;-86855;-370237;0;70;0
438825226;MARREL CONCEPT;2825Z;330 RTE DE LA VALLEE;69380;0 salarié à la fin de l'année;43882522600030;01/08/2001;123469;91582;735459;817351;363371;266776;0;0;398034;178890;1704294;1505338;1827763;1596920;528250;528250;-458489;-516781;79267;284858;149027;296326;0;0;90543;118746;0;0;747381;603043;383100;463605;0;0;0;28022;1588192;1181847;0;0;0;0;2000;3000;0;0;1827763;1596920;4640392;4279154;59999;89418;816899;741725;600;8;47,5922247548715;56,909038773616;66,6235423707106;60,5221132822124;16,1642839096193;21,2091350667454;-279931;147602;118101;326489;-646002;-94240;174088,592592593;0;1,07275542478806;1,30537076042905;0,943685218236644;1,09992492335926;80112;225719;8,15351880960496;18,5560954838063;11764;30223;4558149;4307886;1291224;1290749;96274;240015;1159869;1017288;77456;299680;78092;300108;1236;436
479660177;BMI SYSTEM;6202A;15 BD DU GENERAL DE GAULLE;92120;De 20 à 49 salariés;47966017700045;01/11/2004;1507335;1375472;560265;812596;841497;1159917;0;0;94847;196830;1786126;2258030;3293461;3650625;419244;247489;-2003617;501607;-1923823;-588640;-227516;177789;0;23125;189535;52665;873818;1128515;1026574;362577;821381;716339;0;0;223374;62797;3335839;3384268;15658;1039589;0;0;72733;68415;0;0;3301454;3650625;3711442;3821236;1515157;1472472;2890615;2697010;159614;72626;32,6051233115218;46,6902626035789;103,402909480748;55,8229023355919;0;0;-682351;913452;-580704;1119801;-1589992;-272355;0;112632,085106383;0,696014011348411;1,99948476935825;0,696014011348411;1,99948476935825;622249;-262712;-6,89138785516927;5,50355076185585;0;0;5972034;5837589;2952297;3861987;-1190013;-25470;4022142;3770771;0;-320165;0;-442722;33867;5242
505284778;DAGOBERT;7311Z;36 RUE DES JEUNEURS;75002;De 20 à 49 salariés;50528477800030;30/06/2008;139948;94088;409522;300739;754757;542137;389;389;739307;268040;2073498;1277937;2213446;1372025;1550000;1000000;-2631367;-2080660;262980;-571856;-759589;-1593719;0;0;0;112000;0;0;629247;527830;843849;486555;0;0;632187;385077;2973035;2853744;0;0;0;0;225047;550000;0;0;2213445;1372025;5133497;3807096;0;54190;1905508;1780903;0;6563;24,2647344815175;23,6902366638127;95,1633062140364;89,9822396913986;0;0;-1414186;-1294237;-674490;-1025807;-1706279;-1617928;177017,137931034;110322,457142857;0,899883779240108;0,579206292702173;0,899883779240108;0,579206292702173;244761;-549004;-34,317048763353;-116,158160383375;0;0;5133497;3861286;3122260;2077064;343159;-542143;2692027;2527338;314666;-574732;314666;-577325;0;3975
795084466;SKINLYS;7211Z;23 RTE DES GRAVES;24680;De 20 à 49 salariés;79508446600031;02/09/2013;4087061;4036976;82604;214146;984504;999870;0;0;638431;419796;2624459;2001547;6711520;6038523;5444005;3777338;-4374816;-1419668;-2101885;-1457244;1933666;3111454;422539;404110;0;25000;2515732;1896369;976060;472781;287507;92667;0;0;0;0;4355314;2497959;0;0;0;0;207782;5065;207759;187;6711520;6038523;1153086;383475;1938759;296105;1052452;636271;112398;90681;8,12633988228172;95,8476865824283;77,3468340680657;104,250150124026;65,7854219789198;57,6287754742403;354228;985226;992659;1405022;-636816;-35834;0;39975,2352941177;1,42312315071167;3,3187797148713;0,927145582174858;2,74221107969828;-1600620;-1151636;35,1068759386845;58,2189386378093;0;0;3415905;967142;-119050;-292647;-1398612;-1070091;1409386;834241;-1970351;-1499485;-2116363;-1574831;3336;66
491112769;EQUIP BURO PRO;4778C;17 RUE DE L'ANISSERIE;16100;De 20 à 49 salariés;49111276900014;12/07/2006;454328;110802;293604;181909;113513;31399;16911;105544;138532;66259;1237038;498472;1691366;609274;108000;8000;0;0;-179927;72202;22673;260130;0;0;0;0;1052709;83194;492226;181221;121299;50663;0;0;0;0;1668693;349145;0;0;0;0;777;33368;200000;0;1691366;609274;0;1299400;0;0;669332;173637;10564;2544;19,520333555558;42,5816947565543;37,4832865163851;57,1288969384159;50,9229834301762;32,7741472890077;466387;94087;621832;265890;332347;57588;0;0;1,49226823093002;2,1212776569124;0,690079096377857;1,65580311460044;-97071;96312;1,34051411699183;42,6950764352328;1645248;492971;5150;0;837877;345593;-37565;117532;861103;230779;-112366;93716;-122051;91964;879;792
718204506;ETABLISSEMENTS BENOIST;3103Z;RUE FRANCOIS MITTERRAND;95430;De 20 à 49 salariés;71820450600049;01/01/1971;680167;1066644;431878;440752;106725;110225;0;0;99345;71744;858866;982241;1539033;2048886;500000;500000;-531448;-39;-881730;-346726;-863179;518235;0;0;208148;94777;201782;218605;773736;512157;863430;427626;0;0;0;0;2194065;1435874;0;0;0;0;291694;77485;6825;0;1539033;2048886;4502492;0;25477;0;1338752;0;17135;0;29,0114379463876;0;71,8848801937499;0;13,8725970211722;0;-941065;-229286;-841723;-157543;-1058030;-343596;90559,38;0;0,497026784997871;0,858194937106449;0,373636458942809;0,546350489523006;-747006;0;-56,0858019288735;25,2935009561293;0;0;4527969;0;1123030;0;-783761;0;1795986;0;-1015151;0;-979261;0;53026;0
572226975;BRAND & CONSUMER TECHNOLOGIES;6311Z;72 RUE HENRY FARMAN;75015;De 50 à 99 salariés;57222697500132;01/01/1957;15531426;10011449;1026147;2466262;3397400;5567512;0;0;143267;357158;4930041;8840505;20461468;18851954;1772505;1772505;-4750782;-7973783;364171;1444752;3205473;1063052;0;0;323474;406537;350985;1221506;9143985;9482058;7358951;4789772;0;0;0;0;16932521;17382364;0;0;0;0;0;1706210;0;0;20461468;18851954;6839545;14047341;0;173476;4255476;5291060;27223;40853;45,6345725483201;52,7504637508989;806,342039269122;363,7420479044;0;0;-11794762;-5971302;-11651494;-5614144;-15555389;-11986313;89994,0131578947;136738,625;0,275415618914918;0,580500640313023;0,275415618914918;0,580500640313023;367942;1827057;15,6658994359544;5,63894862039235;0;0;10116827;17638971;6667552;9709929;321230;1676881;6158757;7699332;-868689;930666;-895859;891179;52;1366
752110775;SOCIETE NOUVELLE ZONCA;4332B;81 RUE DE LA CROIX D ARLES;34690;De 10 à 19 salariés;75211077500018;11/06/2012;314867;369348;563909;985923;108561;80839;0;0;393845;367;1390360;1512637;1705228;1881986;100000;100000;-349412;144162;98935;106195;-140476;360358;0;0;0;0;290833;191573;882215;763736;223476;357895;0;0;0;0;1845704;1521628;0;0;0;0;65678;171428;211512;50051;1705228;1881986;3331157;3790045;0;0;798605;706892;1165;13255;51,490405585807;79,1244475109574;133,447579274893;90,8480250622038;34,8341525222075;44,2624106552577;-492674;353646;-98833;354010;-610437;270828;0;0;0,812112292453352;1,24984776730902;0,626986973614425;0,882893347762345;83801;93121;-8,23795996781662;19,1477513647817;3293527;3535763;85705;247793;1332804;1226506;13890;119244;1265894;1057512;32162;132583;30996;119332;0;4
765500368;STARPLAST;2229A;23 RUE SOYOUZ;87280;De 20 à 49 salariés;76550036800020;01/01/1965;720436;912352;181995;420658;94977;248872;408;408;1158429;768685;2672235;2462730;3392671;3375082;500250;500250;-533586;-119874;162338;-537868;630140;367894;25974;34685;0;167820;1515;1452;192085;280593;342844;285512;0;0;0;0;2736557;2804683;0;0;0;0;228934;0;1515;1452;3392671;3375082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-992710;-1109595;166127;-340501;-1140134;-1378380;0;0;1,04472961047175;0,870977621721377;0,591115969186756;0,512989342114834;0;0;19,3391578493759;11,9279768610066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
422863738;VALMY;1721B;10 RUE PIERRE MAILLOT;42120;De 20 à 49 salariés;42286373800015;21/04/1999;1609267;2467608;832674;484429;882629;879814;0;0;217505;195499;3041692;2026936;4650958;4494544;300000;300000;0;-2241;-8023;280020;736263;592779;0;0;0;0;113000;36000;484422;359993;697049;425720;0;0;0;0;3914695;3901764;0;0;0;0;12130;12130;113000;36000;4650958;4494544;0;6888532;0;259339;0;1303884;0;51944;0;20,6140920302132;0;22,0038238834617;0;22,4090459091119;-965378;-2022197;-747874;-1826699;-2441777;-2934110;0;0;0,622131244996879;0,512860078866032;0,4952659328585;0,4009996827465;0;734785;15,830351510377;13,1888574235785;0;0;0;7240966;0;2278444;0;428720;0;1768004;0;60998;0;31608;0;22554
434856209;MEDISSIMO / N.E.T DES PERSONNES A MOBILITE REDUITES;4646Z;8 RUE CHARLES EDOUARD JEANNERET;78300;De 20 à 49 salariés;43485620900045;06/12/2000;646787;4423830;344704;311376;334511;899853;4653;4653;505211;239;1666668;2105002;2313455;6597559;2525000;2525000;-3511085;-674051;-2804379;-1250501;-3659067;723978;0;0;456531;98728;1750050;2185352;1370878;2336662;511563;360938;0;0;0;0;5515991;5774853;0;0;0;0;838550;827715;0;225811;2313455;6597559;4926998;0;116057;0;1089793;0;92176;0;20,7904063112538;0;137,493575560531;0;25,3826656974807;0;-1770587;-661676;-1260723;-656785;-2123243;-1619278;0;0;0,563137278211213;0,68525072156653;0,40842545461129;0,407056574230058;-625978;0;-158,164606616511;10,9734221399157;1943479;0;1374856;0;1821409;0;229588;0;1510028;0;-1469627;0;-1544591;0;19538;0
383760683;CASSESE;2599B;ZONE INDUSTRIELLE;77390;De 20 à 49 salariés;38376068300029;25/11/1991;1826464;2418764;769648;712899;356258;376316;0;0;122636;6321;3552565;5196608;5379029;7615373;1656000;1656000;0;788557;-589347;-365767;2144648;4962832;0;0;49000;23000;0;650974;219008;774024;208736;404875;0;0;3137;2589;3185381;2629240;0;0;0;0;263747;148371;0;33952;5379029;7615373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;508296;3360396;630931;3366713;90185;2930200;0;0;1,19427506496497;2,75857633693395;0,472299088297534;0,988016150393149;0;0;39,8705416907029;65,1686004086734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392137998;SARL ENTREPR SERVICES CONSEILS AGRICOLES;4621Z;LA PLANQUETTE;81500;De 3 à 5 salariés;39213799800010;01/07/1993;92196;167490;83017;75473;79114;61191;0;0;77;6007;471976;490452;564172;657942;169020;169020;-217364;-110703;-47460;-66963;-39009;48149;0;0;0;0;107235;178649;313291;274581;105580;145539;0;0;0;0;603181;609793;0;0;0;0;450;19;433;26761;564172;657942;0;859380;0;0;0;123694;0;8006;0;26,7127124593699;0;164,758819560753;0;137,070286816541;-23597;53319;-23519;59328;-102712;-10673;0;286460;0,951700747486031;1,06500075346101;0,327081094269543;0,311583425605007;0;-17949;-6,9143807207731;7,3181222660964;0;230477;0;110990;0;131487;0;-10775;0;140257;0;-59256;0;-67234;0;27
535236996;AMC ILE DE FRANCE;4399A;86 BD DU TEMPLE;93390;0 salarié à la fin de l'année;53523699600018;01/10/2011;22641;13716;1502338;1183760;399015;694528;0;0;217455;177227;2195303;2091179;2217945;2104896;50000;50000;426693;211705;66857;172641;548550;439347;0;0;0;0;57;123;1351683;1231393;284297;191796;0;0;0;0;1669394;1665549;0;0;0;0;0;0;0;0;2217945;2104896;0;6160800;0;0;1308610;1121229;0;0;101,727588567667;58,4437627147989;150,08573667374;85,09200308851;6,06320189845852;0,619116181006854;308511;248528;525966;425754;-93541;-471622;0;0;1,31325610107486;1,24026073840656;1,26925180475842;1,23423104266541;74051;183669;24,732353597587;20,8726226853963;0;0;4492008;0;1794448;1738510;76027;245495;1684138;1455425;69894;240538;64632;240476;0;0
521958223;TEINTURERIE COLOR BIOTECH;1330Z;3 RUE GUSTAVE COURBET;62100;0 salarié à la fin de l'année;52195822300021;31/03/2010;883806;1264667;201806;219341;214875;219983;0;0;279615;175618;974835;917006;1858641;2181672;54871;54871;-736739;-633576;-1272696;-283360;-1482466;-382629;0;0;8666;0;794987;657358;1002303;570382;905312;893776;0;0;0;0;3332441;2564301;262;0;0;0;629133;331048;75;0;1858641;2181672;4490611;6117928;0;0;2236389;2669362;23254;42618;13,6690428466564;10,9050353049813;119,640201907229;70,9804479509611;16,6472557172449;15,2217435292489;-1212839;-834509;-933224;-658889;-1443994;-1073389;72429,2096774193;0;0,502352560145147;0,569902455491987;0,364909382674382;0,400486453420784;-1288300;-276189;-79,7607499242726;-17,5383375686171;-121;-579;4478813;6169292;1957796;3716750;-1270986;-186394;3105171;3722594;-1259580;-283995;-1276264;-323639;6599;3053
392144812;LANTANA TREYVE PAYSAGES;8130Z;RTE DE VICHY;03110;0 salarié à la fin de l'année;39214481200030;01/08/1993;410050;558998;1076315;894113;337236;232256;0;0;134546;81752;1826112;1394476;2236162;1953475;100000;100000;-57088;0;-654316;3072;-597679;355284;0;0;33197;35640;405014;448600;1170509;491381;962203;502588;0;0;5382;22008;2800645;1562551;0;0;0;0;103177;7365;180900;594;2236162;1953475;0;0;0;0;1416437;1156592;7642;7392;72,9560737757537;69,5596296504703;118,541864358623;66,6664232012777;12,654832989905;9,15268111563365;-600886;206141;-466341;287891;-1025475;-90043;0;0;0,70235010960425;1,20584259225982;0,629625967900744;1,11543916201071;-542801;108383;-26,72789359626;18,1872816391303;53939;76629;4390171;3850224;1535328;1683789;-354171;102298;1825719;1511034;-689377;-2522;-696970;-9753;49;162
378059653;PACK LINE;2512Z;2200 RTE DE GENEVE;01150;De 20 à 49 salariés;37805965300030;01/06/1990;540443;195011;684340;875667;1100735;23913;0;0;50298;9150;2577007;1750161;3117450;1945172;100000;100000;0;0;253819;248161;798230;632245;0;0;30760;0;479580;251121;1442211;483723;229956;320382;0;0;103764;189024;2272263;1312927;0;0;0;0;0;40220;0;0;3117450;1945172;0;0;0;0;904596;0;8830;0;0;0;164,286114874911;0;0;0;-1792683;719425;1324767;728574;-1688919;821250;0;0;0;2,02612538165326;0;1,09148748081224;299098;0;25,605222216876;32,5032953384071;0;0;4510060;0;1680790;0;366181;0;1258531;0;297577;0;289893;0;2273;0
484585195;NATURE ET BIO;4729Z;106 AV TOLOSANE;31520;De 20 à 49 salariés;48458519500015;01/09/2005;1068697;420365;1142;3237;119089;62800;0;0;3320;190454;547175;531719;1615872;952084;1500;1500;0;0;-578462;50957;-221889;401967;0;0;168075;0;766751;72427;596253;334036;186136;105503;0;0;0;0;1669686;550117;0;0;0;0;86184;0;199612;9063;1615872;952084;5485369;0;0;0;892810;0;17430;0;0,0633245153303877;0;39,0116422765417;0;25,3400436009944;0;-272896;-136426;-269576;54029;-377399;-167451;210975,730769231;0;0,520679127437736;1,07927429312197;0,121561882909945;0,526938714296573;-331136;0;-13,7318426211977;42,2196991021801;1487281;0;64920;0;853262;0;-276756;0;1065767;0;-357617;0;-375045;0;3;0
533071304;DIANE INDUSTRIES;2893Z;8 RUE VOLTAIRE;02000;De 20 à 49 salariés;53307130400018;09/06/2011;8282102;9123745;1074428;2150301;296743;835133;0;0;82289;167792;4667399;6485800;12949501;15609545;2325375;2325375;-5796255;0;-3302892;-2516726;-6773490;-191068;0;0;0;0;3566561;6128829;788763;1109583;919820;257949;0;0;0;0;19722991;15800613;0;0;0;0;14399765;8197131;85122;0;12949501;15609545;0;0;0;0;1829920;1557232;0;0;74,4543216615657;119,357679743244;55,5313217966457;64,8775168288389;145,792384202326;135,687586323152;2828445;4843355;2910734;5011147;2412250;3761723;55561,2405063291;0;2,46931239568549;4,23103062211924;0,817945733109058;2,22112185036073;-2368586;-2587247;-52,306957619448;-1,22404592830861;0;0;4593063;-77792;28925;296689;-2605404;-1765639;2288845;1971186;-3225150;-2493201;-3291030;-2587247;6268;7671
467500021;SOCIETE JULIEN LORTHOIS;1011Z;271 RUE DE BOUVINCOURT;59283;De 3 à 5 salariés;46750002100051;01/01/1967;65237;73981;602785;447815;228152;33140;0;0;413;92;891368;508703;956605;582684;160000;160000;0;0;29096;11549;255165;212213;0;0;0;0;21686;35758;642493;287578;37001;46773;0;0;0;0;701440;370471;0;0;0;0;19;99;21686;17521;956605;582684;4334123;3769957;45586;83759;329507;231278;55;397;41,8628507434322;35,3452085813623;49,6913892987637;25,2769713013846;4,18180518208372;1,99938822089932;211221;173999;211633;174090;-27755;134154;0;0;1,25537195973882;1,42559082621956;1,18523709047361;1,36609074954421;-9662;26378;26,6740190569775;36,4199119934647;805589;665943;456;0;457185;376158;-7042;50398;434953;299305;85915;28806;85860;28410;0;0
323996124;IMPRIMERIE R CALINGAERT;1812Z;49 RTE D'ARRAS;59155;0 salarié à la fin de l'année;32399612400034;01/01/1982;158464;336848;398246;660362;366757;394397;765;993;8332;11405;1015115;1281948;1173580;1618796;144160;144160;0;0;-83533;-61223;98192;451274;0;0;0;0;50275;171521;663975;647010;324311;305571;0;0;20602;21375;1075387;1167522;0;0;0;0;0;0;46454;118891;1173580;1618796;4345170;0;29506;0;964849;0;23466;0;27,6896991914373;0;68,6552845199564;0;17,7020879106392;0;-19092;273551;-9998;285946;-392895;-128371;0;0;0,939586836073201;1,1458919173491;0,736566368178518;0,975897907207491;-41558;0;8,36687741781557;27,8771383176138;0;0;4344431;0;1402560;0;14952;0;1340959;0;-24746;0;-45838;0;2373;0
340985597;COOPERATIVE DE PRODUITS ISSUS DE L'AGRICULTURE BIOLOGIQUE MARIGOULE;4729Z;42 RUE DU FOREZ;30000;De 10 à 19 salariés;34098559700061;01/04/1987;970562;552467;13385;9580;177435;102587;0;0;113411;68514;785267;479699;1755829;1032167;58980;59000;0;0;-64801;77063;287476;303531;150000;0;0;0;626203;308864;537057;260878;120526;131554;0;0;0;0;1318353;728635;0;0;0;0;27132;27339;1854;0;1755829;1032167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6837;18753;120249;87267;-188934;-98319;0;0;1,13889001354081;1,18546143026053;0,45620530445827;0,460410975659477;0;0;24,9156381401606;29,4071598878864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
