,siret
8068247,32898681500012
67103460,82146009400013
40864509,44945223400023
65733130,81295622500013
9438644,33317425800033
3255215,30946085500013
37163468,43914716600011
25916834,40422523700043
73405857,89918711600012
25731646,40378184200014
29429937,41474654500030
39517135,44440170700021
39160411,44360404600013
64450597,80483473700012
68521028,83087573800031
20790378,39055819500017
47752003,49320139600014
22958109,39752962900016
55079048,52932974000029
11502292,34106117400072
45088538,48319777800010
29705476,41535551000017
8670615,33084490300030
68198411,82903685400018
72515409,88880724500012
17006051,37998125100034
41963811,45195324400022
22888302,39537962100026
34814251,43182851600010
50223902,50323839600058
23983718,39982897900019
30958095,42033338700017
10420254,33809060800021
22371155,39418008700014
148043,3905079400013
73476328,89989986800017
55735206,53221858300047
65587814,81230580300015
12588734,34398469600017
26419935,40751958600033
21930054,39319047500029
63690387,80117748600025
62320742,79289136800013
63417769,79987090200019
27816933,41089661700025
22940160,39748659800022
29261770,41436214500024
24707571,40148378900012
77825,3582076000011
27652764,41051079600023
51868764,51198826300014
55816339,53258312700024
39716279,44481146700018
43034529,47768017700011
56007352,53342740700010
71107027,85214692700011
53081814,51890889200012
2393463,30387598303779
24629389,40130537000025
64251950,80387578000014
16829411,37956562500017
30229922,41861806200040
52701613,51538678700011
71322121,85382177500014
50428583,50408411200011
43376622,47851184300011
26999329,40896264500011
32340218,42344304300017
55141910,52959959900014
69272911,83539322400018
4726495,31660055000016
31773448,42216092900101
17598696,38132426800014
26306163,40521630000013
17466111,38101407500018
36660824,43798100400017
48533271,49760107000012
65480769,81178611000023
23108281,39788190500020
26434327,40755326200012
71461575,87780112600013
765206,21130081900078
2756669,30611910800018
2302657,30332744900011
63986202,80259724500017
13635397,34872723100030
1882453,30057848100016
39283890,44388121400029
72785969,89137298900014
49858785,50175102800017
17867927,38195125000012
54901745,52857421300039
57758686,60840799500018
41550459,45102864100012
70273169,84401501600018
863056,21300027600021
3563727,31107053600017
40991978,44974249300033
47513105,49248520600014
46785959,49027218400014
60358739,77943930600019
70655429,84873183200012
24599315,40123806800027
15030979,35230400000057
14890785,35195548900023
38801283,44279171100017
27917830,41113653400012
42888812,45920015000074
5790594,32103976000020
46910945,49065244300048
61655977,78985259700036
3018994,30787665600017
54351103,52423475400017
65961329,81401930300019
60752280,78238978700071
17765002,38170661300019
17335976,38070484100085
58534743,73470310100018
72783026,89134539900010
51247718,50944043400017
59208181,75262928700026
65573013,81223791500036
32890163,42469563300034
13857498,34929279700025
17491544,38107234700010
72522737,88887746100028
64297763,80409910900014
72281163,88476516500029
45503877,48445190100041
59466629,75379339700039
72540659,88904959900018
68580055,83120858200013
43937984,47987083400013
63121769,79848383000013
13552032,34850505800027
73588757,90103771300012
22202779,39380172500010
54897608,52855856200013
1823838,30013359200034
35618334,43364981100018
2520321,30471957800037
48577997,49774007600037
65143861,81013537600012
33397250,42823460300010
2166136,30238795600014
58470338,72291001500022
69057106,83407498100012
5176100,31854551400016
66544247,81870985900024
26012548,40445362300021
62377534,79315269500011
13834145,34923431000010
4455458,31533796400011
67255734,82220236200015
15877094,35600073700466
60411768,77979910500019
44792170,48229126700011
73645093,90160985900011
56799631,53880698500015
65434069,81155586100012
38428976,44195010200026
62768377,79495577300013
72285410,88480491500012
53828773,52201909000011
20682882,39031072000011
15310992,35298654100022
60761619,78245494600024
33531593,42857629200018
16094588,37777721400026
47833460,49343993900015
7429692,32691289600015
9230168,33253662200019
60563493,78094630700011
6256691,32281424500013
73865519,90398870700019
68988527,83366517700014
2233190,30283446000016
68262173,82940288200015
163683,3914063700016
34250238,43022983100010
19312511,38518029400014
62012576,79146858000034
18198587,38272564600030
28492190,41251314500026
68496330,83073505600053
19210262,38494934300048
26432545,40754913800029
72640366,88999609600018
37774662,44047364300029
28609457,41281315600012
4793322,31690854000016
50409918,50400702200016
23628009,39904846100020
49175155,49960341300018
38327404,44171969700019
71582781,87879027800013
66579921,81888319100012
11861189,34206497900012
61631451,78973752500012
9640724,33377517900026
14250028,35030578500031
6947953,32524737700022
5051157,31802391800044
10106264,33510056600033
3427600,31035723100011
28558817,41267171100015
9857345,33439955700019
20561188,39002562500018
63988306,80260805900035
42750764,45383125700028
41455060,45080983500405
30280667,41873687200031
51869809,51199206700013
22120560,39361675000021
52137074,51308229700047
60752383,78239037100014
33789626,42915786000017
26439505,40756498800027
68923799,83327419400012
11677997,34156000100016
16048354,37766389300016
51924690,51221941100026
26529109,40779592100011
65838988,81344572300014
73808131,90334898500016
25997434,40441769300011
71419727,87725053000012
18517226,38343164000028
68680959,83180223600016
55675780,53196167000019
11706742,34164077900029
67903156,82748383500019
5408319,31951612600012
25090549,40235483100016
2860,591077300018
58007989,65588085400014
28381301,41224343800022
61570816,78946151400034
54560030,52510863500018
6095592,32221678900022
64916755,80901601700018
2102406,30199899300028
62262479,79262034600017
24357579,40067942900037
57854331,63106638800010
70907002,85061321700015
22730365,39500867500013
61032660,78454196300012
54122570,52327687100010
12205940,34298704700012
71780784,88041460200016
12735369,34437085300022
66748110,81970442000010
45348283,48398513100018
72768692,89121136900014
55825475,53262453300016
68669274,83173154200021
73466484,89979985200012
6143977,32240173800032
20404919,38966852600012
2465594,30439497600019
48046894,49407650800014
29308395,41447177100017
38555069,44223417500010
58108380,66840484100011
43317558,47837014100028
46971692,49083908100026
49970220,50218616600026
17117168,38019821800030
41787386,45155276400016
11576665,34126757300010
28166872,41173601000017
14979642,35217770300043
7705277,32783523700014
29220789,41426602300020
53897960,52231698300017
11638434,34144514600028
50665633,50506886600019
23138944,39794797900019
62596073,79416658700012
8865164,33144329100058
50968589,50825491900014
48578265,49774075300023
39829985,44506057700019
54906514,52859519200014
8370141,32992091200022
69297762,83755485600018
11768580,34181551200015
2379036,30378536400033
74251096,96571670700017
68042715,82820820700013
67008942,82099762500018
41781577,45154035500026
7133707,32589771800020
22031120,39341763900019
3580843,31115955200018
34218974,43016006900018
14237066,35027250600055
51890040,51207717300015
50505336,50440444300013
45179360,48347067000017
12895829,34480508000019
72706558,89061496900016
55551310,53141469600017
26457681,40761830500012
55141729,52959882300035
73524087,90038293800018
31421389,42137327500021
55391239,53070665400023
71319322,85379926000015
18168968,38265681700014
2931556,30718415000034
72064503,88281387600019
68089784,82845274800019
6284519,32292078600017
69498449,83881284000018
40824908,44936117900616
53319687,51988486000031
34408671,43065317000018
72206579,88410579200011
10828804,33920279800031
72158282,88366384100012
34284517,43030855100018
36161527,43481765600037
65688636,81276185600010
69799281,84078689100027
55155227,52965490700011
35096410,43246658900012
56026639,53351126700015
58756894,75060071000016
24921009,40196940700014
4478239,31544617900030
30237871,41863636100010
22943614,39749528400010
46674034,48993105500037
22997819,39762327300018
32877501,42466851500010
65899679,81372996900010
8165609,32928249500012
62509641,79376553800012
46849326,49046186000010
55784440,53244313200024
52201531,51334965400014
4380060,31500953000017
18765934,38396864100027
987492,21510084300022
8988727,33180615800035
32567275,42394764700040
72939129,89277266600012
70728560,84927458400010
49150118,49952380100011
68258810,82938334800028
73899623,90437598700016
41219919,45026979000033
53582747,52099257900026
30126448,41838443400019
55924609,53306451500018
59901680,77583504400014
47248069,49167483400024
35683796,43378984900026
72448543,88818170800015
70765630,84954621300018
19126114,38476202700017
53134260,51911268400013
23924453,39969408200039
27560993,41031997400011
20662939,39026526200027
31728506,42205828900014
21984681,39331757300011
742835,21090245800087
14363553,35060046600014
26874779,40864571100016
12727190,34434881800016
52759997,51757656700039
55329240,53043112100025
5683039,32063389400029
14956870,35211951500018
4948016,31759269900019
10436080,33813752400025
64279486,80400814200015
34065939,42981820600014
3686989,31170169200015
45082482,48318015400013
31777254,42217001900018
2404403,30395349100014
69635250,83970780900019
45640761,48485819600013
67750739,82471243400011
10051888,33494774400010
70158824,84323253900018
50865506,50783092500016
39852099,44510936600010
28692583,41303263200056
59063885,75199832900013
52786052,51768197900012
10872241,33932748800013
2563470,30498278800057
74096068,95005893300017
68994802,83370308500013
54964902,52884609000017
15940807,36640191700013
64900782,80893654600015
51516230,51052832600018
67978755,82787435500015
56485034,53742366700030
54774951,52802889700015
57412644,56200394700024
43984488,47998406400010
59593504,77515324000012
7709374,32784800800014
1202822,21800648400032
49661202,50111321100012
37056425,43890220700010
57476508,57080454200936
49614826,50096368100019
25874014,40413136900013
66815567,82003787700017
71245983,85320294300017
30301094,41878422900019
52685165,51532001800028
13535806,34846013000076
33422413,42826802324879
59635548,77550051500033
28591184,41276949900010
8209011,32941399100012
16016612,37758616900023
31187910,42085692400014
51263172,50950415500029
37739140,44039656200017
68919511,83324886700016
15001048,35223072600023
72186821,88392432600019
39455975,44426950000013
67672046,82431532900014
66810559,82001229200026
67733405,82462245000016
50427122,50407878300017
71382312,86610296500013
405250,9597470500014
45847098,48745255900015
15292632,35294125600021
18583428,38357772300018
57225363,55201530704392
53068800,51885647100017
59442263,75368351500013
16921320,37977930900135
19760989,38822029500017
21654141,39255927400015
49255073,49984958600015
30749876,41984580500045
28370268,41221731700012
51673727,51117651300014
6736573,32450875300013
71966509,88197568400013
43975154,47996096502244
64515550,80515013300017
20825529,39064047200036
6878933,32500820900042
44095774,48026421700021
21043921,39114951500010
29361476,41459478800013
12074487,34263929100018
50282562,50347985900020
41679021,45131955200027
52740220,51749630300010
32711922,42428259800020
22767574,39509471700018
63515990,80034277600039
25557711,40338330000015
48981210,49900095800029
33909608,42945417600018
15679844,35390155600012
49739100,50136782500012
20173554,38914687900017
43237869,47817795900028
32611425,42405134000018
73865918,90399309500012
18782305,38400227500012
72844143,89190551500013
50571697,50467872300017
59025325,75181744600014
10927763,33947784600010
10503922,33826719800012
71145846,85244373800020
40183884,44789595402245
59449175,75371509300013
18215010,38276094000017
22191866,39377716400012
24973137,40208921300019
51884190,51205248100011
32955862,42484945300016
71189990,85277439700016
60908271,78359933500016
48001486,49393665200103
71593710,87887941000016
4515372,31560355500014
56116663,53389704700015
8917514,33160008000013
63065430,79822422600018
74003305,90746254300014
57202625,54920040000980
17974191,38220338800014
45758346,48520584300033
57836685,62581116100011
23600802,39898861800011
70501022,84760361000019
57517745,57210217625927
67739602,82465369500018
24557465,40114089200019
8378289,32994041500030
30158727,41845688500015
61583260,78951849500013
43479850,47876340200029
45290046,48380585900012
59863298,77571979201611
24927667,40198504900014
42845788,45406450200023
66063721,81450383500013
43432387,47864989000017
58705759,75037141100018
45051294,48308598100023
51425676,51015891800019
16845196,37959999600012
36003875,43446122400017
66374749,81788724300019
53587162,52101201300020
11571001,34125148600039
62051813,79164822300018
56889785,53921152400019
35618438,43365011600018
65766389,81310721600018
43820731,47958164700019
5286375,31899394600033
58923477,75135541300012
73455174,89968729700171
48469039,49537732700012
13952619,34954012000012
52051396,51273692700033
52138166,51308748600033
64028951,80280178700010
20142328,38907667000030
65082353,80983596000018
52847027,51793771000021
68496422,83073567600017
10695517,33881617600048
16429720,37860120700046
17918243,38206793200048
30180679,41850534300511
56541485,53767210700019
62310731,79284628900017
57229831,55202577700012
42660183,45361085900036
19984615,38872622600011
63381883,79970136200011
41906301,45182249800023
20754287,39047376700015
18485573,38335914800012
18740359,38391928900017
66133029,81483448700013
50009269,50234736200027
9049581,33199025900029
66714447,81953945300020
67148225,82167612900017
15231308,35279934000760
1139275,21720077300026
63078635,79828360200018
140805,3900766100018
38588323,44231020700018
47252253,49168647300019
58780172,75070517000017
73613107,90128712800010
55021437,52909110000071
64279530,80400833200012
56231192,53440037900010
67349428,82267930400011
54074155,52307152000028
18301517,38295688600016
73876678,90411408900017
59189988,75255540900016
72144585,88354528700020
49090828,49933964600022
6337546,32311547700024
38018280,44101152500017
74123203,95040506800012
40637931,44893769800018
72522469,88887509300013
36739434,43816515100020
2672472,30558779200030
40908264,44955067200017
61037686,78457901300011
33030228,42502586300019
32787894,42445813100010
18451158,38329065700022
69635326,83970845000011
33180323,42746724600018
14326385,35050236500058
44690591,48198912700016
70757870,84949105500018
45186673,48349290600019
72598291,88959482600014
28087656,41154057800019
13771447,34907243900079
6359260,32319110600620
54942725,52875066400013
52628814,51509104900012
1958565,30109750700067
17971766,38219746500026
36571393,43777532300011
11694780,34160748900018
73469762,89983319800018
20049205,38887027100029
61851958,79073566600022
58785405,75072962600010
31138796,42074604200019
50171961,50302416800018
45563813,48462926600012
67564843,82376755300022
35499688,43337712400014
72529390,88894224000019
43281617,47828547100056
72809702,89159129900013
18416425,38320887300018
13685615,34885865500015
4889935,31733114800013
62380674,79316769300019
3014490,30781757700017
11692411,34160096300019
50059937,50255624400015
1342189,24590025300015
54614391,52533933900018
54674038,52759444400020
58994788,75168115600012
14003569,34967365700012
18616436,38365332600033
51038128,50855496100013
50370733,50384155300012
27256326,40959554300029
33797000,42917423800015
4040374,31341021900015
1418015,25450070500010
68708807,83197277300012
13815790,34918599100016
63033200,79807559400019
16816494,37953337500018
23081448,39782074700012
40617424,44889022800043
11854150,34204496300029
17505777,38110607900019
3619841,31135333800016
61845852,79070728500017
51727258,51139772100016
31164536,42080575600012
42053241,45216408000015
69097624,83430843900019
49676323,50117158100041
52612611,51502419800027
52858871,51798587500015
44621123,48178278700024
44645464,48185704300014
50262492,50339810900028
17323361,38067383000010
53493919,52061816600018
38217597,44146809700015
70383634,84476347400013
49774860,50148136000037
44943121,48275574100089
9224993,33252104600018
59964489,77627694100015
56948407,53947627500018
60644337,78155046200019
72180651,88386748300017
29731513,41597115900017
22183882,39375927900010
72676742,89033358600018
27888672,41106868700010
20606674,39013170400012
40926421,44959036300015
71933131,88169528200023
51723705,51138367100019
26262097,40510234400018
26643066,40809011600216
68848992,83281806600025
59035778,75186381200010
56610820,53797628400019
2107571,30202919400024
55376473,53064117400012
15041735,35233207600038
3040587,30807249500036
49275537,49991098200028
49388558,50026003900028
29555891,41501561900026
1734857,27800060900018
70050390,84248398400014
60931820,78376981300016
30064562,41824144400011
72824998,89173099600016
20665991,39027254000019
7771040,32804610700012
50274802,50344905000023
72691113,89047119600018
28183868,41177438300045
64329832,80425500800034
39604748,44459037600018
41804125,45158983200034
31449796,42143365700051
68942551,83338826700019
25598818,40347481000021
49955501,50212622000024
56341521,53487423500011
64530609,80522479700011
71332852,85391156800014
29573522,41505519300023
60035166,77686602200028
2333690,30350297500061
52594023,51494705000019
35797103,43401048400021
33181830,42747190900015
40515587,44865788200016
43736835,47938133700035
68796770,83249879400011
49970206,50218609100026
13634715,34872521900037
59973142,77634021800036
7921174,32853103300012
8115881,32913340900048
17710700,38157523200032
40396365,44838535100029
63133036,79853647000015
2062715,30176465000018
15714970,35399049200012
59038389,75187605300032
70527174,84779650500018
67585152,82387251000016
52641633,51514068900016
37860089,44066094200010
28473192,41246698900016
41265245,45037579500017
18429985,38324216100891
5313722,31911278500039
65399842,81138580600013
16258820,37817680400029
13044081,34518221600027
29809546,41764852400011
40638867,44893976900015
43167320,47800280100023
11949926,34230072000014
3324206,30981325100035
62771572,79497043400021
70748506,84941969200017
14422596,35075708400040
61001028,78431056700028
8710768,33096943700012
60226594,77839555800175
1713751,26900081600018
72959037,89296241600012
22393377,39422782100029
72281300,88476619700013
65249154,81064907900011
7355506,32666420800047
35298007,43291988400010
3597682,31124748000016
74070051,94605106700019
66634032,81914911300014
26327471,40526873100016
17462439,38100561000021
16559663,37891514400026
3868150,31255787900011
64785672,80838209700018
69084018,83422925400026
44125351,48034528900015
72867626,89211899300013
23501037,39876862200019
1259953,21930027400459
69035266,83394779900015
46000725,48789415600024
34627732,43137821500013
4251540,31444464700023
45447748,48428365000022
72569301,88931968700014
66192702,81510847700028
42184062,45247030500023
49971583,50219263600012
71517625,87826187400019
47016175,49097359100061
71844622,88095319500026
48034508,49403676700023
63204026,79887133100012
44557130,48159528800020
58920697,75134413600013
60554800,78088500000015
71310352,85372692500011
54706981,52773500500011
61086153,78495715100011
64906278,80896394600013
13723701,34895210200013
41353821,45058061800012
13924986,34946927000012
71037050,85161302600026
9408605,33308136200019
63961523,80247720800010
61069917,78484036500018
55010223,52904307700021
65967594,81405008400049
11431680,34085886900019
8037778,32889615400072
50048646,50251097700015
70889410,85047662300010
52574812,51486875100025
67775293,82484038300015
30654728,41963289800013
18602805,38362173700014
8288895,32966448600019
29638693,41519847200011
66735769,81964385900013
74238188,96320012600018
66979070,82084900800017
15637383,35379956200031
5069106,31809167500013
72784861,89136300400013
53978520,52266350900027
39595769,44457060000023
45863994,48750053000091
21915999,39315941300052
43274484,47826817000014
29081677,41394423200011
2467246,30439963700061
25265401,40275274500016
4511282,31558410200018
47825465,49341486600027
47302725,49184497300017
44725277,48209303600010
46890848,49059281300029
48240046,49467154800019
52319333,51382396300014
7229180,32623385500013
73208666,89535202900014
52470951,51444481900015
52094211,51291054800019
29606084,41512562400015
47445317,49227760300014
51946607,51230682000014
15592555,35368988800025
9404328,33306723900025
68989902,83367320500013
68005957,82801645100019
8936323,33164889900093
62417506,79333927600016
1015684,21550173500017
1995767,30133655800053
43226070,47814870300026
70833610,85005881900036
31867418,42237665700025
73257439,89770230400014
23051566,39775131400014
61911173,79100432800013
32985429,42492227600011
54959108,52881972500011
69350091,83787979000017
11134687,34002834900025
58067934,66203260630877
40615016,44888494000017
24810814,40172021400022
15034602,35231420700023
4796843,31692338200022
40567825,44877699700018
27319576,40976180600010
21629744,39250677000016
6550022,32384877000034
64685449,80789534700019
9109060,33216987900035
28544923,41264034400013
9492695,33333676600014
70508212,84765536200030
69511305,83889447500014
22559928,39461362400029
8496157,33030960000014
43585293,47901636200010
34404263,43063702500015
22552694,39459618300019
53027234,51869069800023
37554345,44002166500011
1388651,25230671700015
9287063,33270773600028
71002330,85134657700014
55977870,53329954100029
3654514,31153371500034
42443828,45309093800037
56195303,53424177300017
65135217,81009478900015
65718882,81289672800019
56242876,53445037400036
28936973,41361123700038
64241074,80382379800027
11849537,34203569800014
26436548,40755834500010
35951666,43434290300011
19653685,38797733300013
5126663,31833716900011
35069955,43240981100010
1961261,30111233000016
70105578,84286539600035
69603781,83949884700012
51961283,51236728500016
63605039,80077127100015
24158285,40021884800010
37705454,44032600700018
13832706,34923031800017
56516017,53755918900015
73332740,89845173700016
57940195,64204389700056
9758014,33411546600024
42678191,45365431100019
15776325,35600000030012
71239267,85314912800011
60698942,78197907500012
54403973,52445450100015
51867743,51198456900018
9974968,33473638600023
2306902,30334490700025
15155084,35261838300017
71418851,87717261900026
52896192,51814384700011
65518031,81196888200027
70816954,84993075500012
13936754,34949897200018
11624159,34140469700011
55406586,53077395100013
59191387,75256086200027
59910423,77590011100011
40107583,44772497200032
36543169,43771526100016
45095164,48321661000012
27506047,41020559500011
5600208,32030300100020
33066738,42510159900016
70179549,84337490100026
60278483,77884247600013
57403575,56080158100367
68604509,83134560800028
19595043,38784162000017
72768013,89120551000011
44806600,48233609600060
67575959,82382445300018
51081769,50873670900017
51991343,51249125900010
63111110,79843527700016
1607470,26520412300011
46027573,48797374500010
9561468,33354202500031
53621857,52115583800035
50422892,50406238100018
31795697,42221114400023
52755972,51756097500016
11843159,34201953600016
44896218,48261145600021
72585550,88947261900010
8085077,32903724600058
39610976,44460216300016
40687350,44905167100013
59929560,77603456300010
2280596,30319144900014
44213294,48058777300015
33696783,42893700700014
36029531,43451743901369
72085064,88300329500010
54617889,52535353800016
73719943,90238225800017
56795518,53878893600028
3134831,30883047000024
70693380,84901234900015
23817856,39945352100011
1840201,30025294700019
50193697,50311451400014
52307569,51377469500011
50754944,50704110100019
8180754,32933155700010
71254952,85327500600015
38675610,44251312300012
73925491,90466947000018
22054858,39347002600039
54436316,52458715100019
68602550,83133420600016
8046735,32892022800017
64691376,80792465900012
57859813,63200001401611
61666755,78990102200010
40964101,44967632900013
55009305,52903978600031
9526393,33343782000033
71914081,88153845800012
61808828,79053930800011
17192765,38037137700017
46966187,49082132900029
23812903,39944244100024
5855920,32129229400014
20233853,38928131200014
69549003,83913609000017
24079128,40004246100014
46329302,48887168200016
44105012,48028871100025
52839182,51790311800035
5314868,31911717200027
72046980,88266052500016
67701380,82446427500018
3891487,31266845200419
49764174,50144733800028
29621975,41516312000058
68356333,82994625000018
56831909,53894966000012
72135642,88346485100012
5459057,31971887000029
12098158,34270543100043
17324243,38067625400028
22301292,39402378200011
66364173,81783630700014
7735558,32793159800012
60858657,78319595100018
59318029,75312715800024
64994831,80940598800019
46885227,49057494400016
22164505,39371476100029
71968456,88199167300024
35049080,43236562500016
49121396,49943460300019
16586112,37897697100010
63274609,79920573700015
70689501,84898271600013
5515580,31994857600099
52385348,51409192500016
24534978,40108835600019
73864039,90397187700019
33585673,42869555500014
52180278,51326222000025
72060945,88278249300010
73685094,90201426500018
72846204,89192437500019
2075181,30184398300018
7907632,32848867100012
70799186,84979700600012
28818748,41331510200017
4492505,31550939800048
62018342,79149581500015
50243433,50332318000011
51946644,51230694500019
40387527,44836657500018
13287342,34778842400021
4087395,31365473300010
58017192,65811553000011
65155018,81018941500013
45261392,48371836700012
55778518,53241634400010
50616282,50486718500010
32964845,42487011100020
57940830,64204672600013
59214104,75265433500021
36573207,43777995200039
42553010,45335358300017
55048077,52920075000014
43539666,47890608400015
70533963,84784624300016
73195018,89521860000016
73233429,89746876500010
68638112,83154170100015
7256075,32632832500013
72941013,89279005600014
54658535,52752918400014
447479,13001314700124
37278517,43940587900032
55180479,52976655200010
72393157,88768356300019
70786963,84970554600018
34516403,43106475700013
60727174,78218071500016
54033832,52290000000012
38448971,44199500800014
62408832,79329781300024
2854710,30668276600051
49092103,49934305100029
34906776,43204487300029
71042173,85165167900017
27819785,41090319900132
408776,9651126600015
64417877,80467538700034
11169679,34012688700017
63219648,79894391600014
4072268,31357511000025
61817697,79058037700014
53525431,52075101700028
6618808,32408582800014
8043891,32891093000036
28332289,41212402600045
46970028,49083448800028
73758110,90279976600016
73836365,90366027200019
53536026,52079549300029
52826052,51785146500016
40850100,44941932400016
63762933,80152048700019
35978428,43440368900020
16464741,37868853500038
68002457,82799758600017
60165027,77792604900035
73008710,89343283100012
6119213,32230713300015
1905495,30074100600021
14604352,35123107100017
27513219,41022024800125
45793752,48531167400041
68310543,82968204600018
60308551,77904917000011
4606632,31602943800041
62394971,79323175400011
14794665,35170991000019
73364130,89876587000016
21444732,39208530400039
66799164,81995610300025
33839676,42928726100011
21144544,39139090300014
55524000,53129434600022
15422609,35326746100047
3229458,30933634500033
72422694,88794418900018
66122780,81478483100012
18314789,38298750100022
15947649,37010312900018
70898883,85054852000012
23010317,39765384100023
4882259,31729464300018
60524053,78063297200011
73740924,90261239900011
5238608,31879884000597
61380152,78859418200016
2761359,30613890003704
27287665,40968647400019
38636596,44242245700055
23675947,39915623100017
37223854,43928202100013
47448479,49228873300016
43232393,47816421300025
20170666,38914053400030
9040799,33196215900025
64045506,80288496500012
62928913,79758924900029
65782631,81318288800012
53880150,52224018300015
62876004,79664049800013
7706903,32784109400037
40043126,44757541600014
11071122,33986249200081
4828292,31706534000018
70904676,85059377300011
31609068,42178365500036
30091974,41830478800023
31289960,42109875700014
32641383,42412184600044
67016998,82103684500013
71135154,85236220100018
56506274,53751744300033
63395870,79976839500011
5163712,31849312900023
62181651,79224397400039
66422622,81811646900011
57111531,54203492101451
70095582,84279734200016
73762004,90284222800014
19636854,38793808700021
2772021,30620092400018
13487359,34832953300015
2904718,30700250100012
6538064,32380883200022
67577638,82383302500013
25144398,40247924000010
36734092,43815262100019
37890812,44072718800011
34843563,43189750300014
15412007,35324095500016
55840875,53269550900010
546710,17810211700334
65182156,81032222200011
53289524,51975994800010
4222582,31430762000018
32053704,42279623500014
44369591,48103940200013
7419216,32687787500012
55514989,53125409200012
51978653,51243788000010
18352544,38307116400024
73511218,90025433500012
71865600,88113100700018
61534163,78929696900015
43383278,47852685800053
5026958,31792349800040
71571875,87870021000023
42758840,45385016600019
29829744,41769492400016
38052371,44108949700016
66939077,82065189100013
7436768,32693581400037
47724519,49312675900015
41865451,45172691300010
67298911,82242203600019
35123839,43252533500019
13619087,34868524900016
65950780,81396952400012
1751560,29191820900011
39789424,44497029700024
39803521,44500130800029
19940,1363487800014
69760661,84053535500019
68762393,83229611500013
55865294,53280190900021
64900036,80893274300020
40428317,44845797800733
71025172,85152082500015
40791956,44928710100017
54851029,52835652000015
7202526,32614214800013
43943131,47988240900028
71730315,87998955600011
60162211,77790381600463
57018992,53979891800014
50125768,50282833800017
73610178,90125675000018
23758816,39933138800013
8307747,32972391000017
66700926,81947263000022
14360759,35059325700016
29676508,41528809100010
19915415,38856641600011
62153278,79211138700058
19919299,38857497200013
69561220,83921832800012
52710107,51591119600019
16432764,37860944000037
57159116,54209533607745
62956448,79771746900010
42709260,45372990700015
52200316,51334512400012
69254292,83527530600032
54149026,52338601900013
73528939,90043350900016
71432310,87755999700011
1656048,26690055400038
38191326,44140822600013
41126064,45005337600015
63815520,80177398700020
48090650,49421114700017
5102768,31823442400030
62320390,79288983400018
32799948,42448568800016
67855144,82525396600014
26985462,40892316700014
64892467,80889568400013
72598300,88959495800015
24558512,40114320100036
44077571,48021548200013
70421939,84503257200016
18325009,38300616000014
8250133,32954182500025
62486200,79365612500010
65967380,81404899700013
7317224,32653759400037
16416262,37856763000025
20343738,38953344900010
1666692,26720439400014
3129184,30879296900039
65050993,80968190100033
40703954,44908963000015
38527815,44217255700013
58292734,70102793000018
56656005,53816963200014
64513070,80513829400048
10464531,33822403300013
35301471,43292831500014
12090829,34268447900013
16696997,37924266200011
56095341,53380596600025
57873932,63204104214053
672051,20000997500018
10295673,33772599800104
25508049,40327258600021
65950325,81396726200011
6053592,32204921400016
4501098,31554803200053
51024484,50849615500013
53775463,52179523701976
7598952,32747821000013
44157655,48043532000019
63550323,80050667700015
37274205,43939664900022
48369283,49507145800014
56438694,53530143600015
37388404,43965129000033
39111473,44349363000018
57344731,55209755200046
9557018,33352988100059
3171897,30904044200027
49477364,50053775800020
51466467,51032510300024
60969014,78409322100017
32485932,42376473700023
1101379,21670067400015
44523071,48149428400021
33652223,42883284400016
73897627,90435325700010
4446426,31529901600016
60059311,77710503200018
35123809,43252525100018
5118213,31830084500027
29978504,41804801300019
65422265,81149747800016
19152979,38482098100015
21568881,39237086200022
61521202,78923731000014
39813930,44502528100020
68940035,83337282400023
40035820,44755896600050
70639081,84860666100017
33386880,42820908400014
27179869,40941253300013
15896630,35600082823770
73106251,89436124500018
11972760,34236353800014
3557776,31104195800043
66631661,81913704300017
37348595,43956267900019
51671738,51116888200013
38997446,44323744100011
69163749,83471550000015
44538274,48154107600016
26973659,40888941800047
14870223,35189967900044
47093082,49120153900013
5723258,32078461400010
69164863,83472168000017
103269,3875963500014
65947736,81395519200022
60073715,77726459900013
40612139,44887892600014
44181830,48050064400012
60304735,77902026200290
15872185,35600072907799
32007201,42269045300010
73279228,89791700100017
22918153,39743706200037
52314321,51380273600019
40751265,44919468700025
40301885,44816823700015
25835730,40404190700019
5073471,31810994900038
74014317,90758872700012
7790287,32811033300023
50900510,50797015000011
33811261,42920966100017
38993883,44322913300014
26531749,40780216400019
43379218,47851751900011
9740250,33406491200028
8274071,32961597500011
26710578,40825611300015
59638875,77551628900011
72731678,89086571000010
35714312,43385654900020
68125124,82863667000022
31511415,42156985600014
45962634,48778306000014
18467193,38332444904398
44613026,48175841500022
60881606,78337026500010
4674482,31635783900034
53110163,51902258600035
36130875,43474431400031
25021683,40219907900011
15181225,35268260300555
6019192,32191314700013
57266066,55204944755182
71489916,87803363800015
66200902,81514832500013
8256079,32956072600039
72188741,88393996900019
52847037,51793780100010
38562349,44225081700024
52909554,51819948400016
23147528,39796773800048
37439097,43976327700019
69044171,83399700000017
57821620,62203240700018
72772249,89124538300015
65168473,81025515800018
47614990,49279354200084
70658674,84875365300015
43193216,47806811700017
8479522,33026128000037
53481228,52056635700015
50417920,50404226800020
56025882,53350823000018
70879247,85039946000029
39494726,44435164700011
55456970,53099651100016
71693223,87969146700010
62951177,79769214200012
