,siret
27363595,40986811400201
6180220,32252606200037
61718398,79013370600024
27802238,41086310400023
67896242,82744830900019
24343328,40064655000022
55527645,53130981300016
69578087,83932994300014
8195105,32937302100016
54972719,52888056000016
1581209,26420261500011
30364499,41894261100025
58206464,68611178200013
50288340,50350594300046
27958508,41123634200027
62584324,79411246600014
41925733,45186536400025
61958674,79122061900013
57299756,55208131706270
751770,21110197700042
39530021,44442978100016
67491289,82339584300035
34074472,42983883200013
20029843,38882616600042
39541720,44445601600013
65195158,81038430500019
66972497,82081677500028
68914754,83321946200011
9465378,33325654300021
51936695,51226760000025
5913944,32151369900017
22811573,39519870800020
66792349,81992190900019
45111904,48326736500011
52333112,51387957700015
35075239,43242086700025
27574566,41034896500063
62583758,79411010600018
63865363,80200885400019
62423367,79336648500019
66690295,81942138900019
46985266,49087957400013
19101207,38470793100026
60250330,77860506300016
58863763,75108065600042
33174826,42744341100017
69816576,84090164900011
28863405,41343018200027
55656478,53187656300010
3566131,31108400800037
67212959,82198992800014
65544607,81210374500038
55649012,53184390200044
46450472,48924393100024
42410045,45300878100024
50170179,50301733700018
22761457,39508099700020
18356966,38308159300014
65080262,80982689400010
67090437,82139786600012
69308209,83761933700012
69554277,83917130300028
16009922,37756895100018
34810526,43182009100020
57524657,57213841000939
58096854,66470122400019
29397641,41467363200033
6177252,32251647700013
13573053,34856314900015
72389806,88765594200019
29663865,41525880500019
34501447,43101325900012
14833936,35180529600024
26325540,40526449000021
9170080,33235133700016
21517320,39225335700017
69365222,83797507700012
1988327,30128752000011
72560808,88923773100019
52967023,51843974000029
56479643,53740045900013
27810500,41088226000012
21995249,39334150800017
56508580,53752721000018
71769792,88032290400017
43803963,47954112000016
29491753,41487712600014
46033892,48799342000016
64923574,80904951300017
69295018,83753735600011
51864497,51197117800021
55074033,52930793600029
27368724,40987972300016
7231571,32624207000026
44800881,48231789800013
68983061,83363240900029
357440,7350057100010
51986836,51247097200013
2765756,30616671100011
73764145,90286619300011
1389604,25240137700012
34014119,42969978800023
9668841,33385711800041
30392593,41902321300012
31133709,42073498000014
68476522,83062255100018
26904049,40871544900018
57926664,64113546200027
3911013,31274890800018
52307165,51377312700016
38801164,44279146300015
15933198,36110667700046
14468657,35087625600024
56141184,53400566500011
65448597,81162637300013
31017709,42047090800013
65826951,81338967300019
56186968,53420557000029
24443022,40087603300053
4334004,31481212400035
8320246,32976362700026
10372665,33795112300013
16324610,37833971700019
11964241,34234110400020
11509239,34107944000010
65414711,81145912200040
26608752,40801078300012
11946394,34229122600096
67879445,82537973800016
58677393,75024814800017
9706517,33396586100011
22075394,39351532500024
32727317,42431836800018
51442735,51022602000038
11226697,34028134400010
37064665,43892122300022
71130007,85232225400016
52931629,51829279200026
29202467,41422511000017
56928494,53938866000018
61099513,78507321400013
11393212,34074852400014
57385237,55554012900015
52371420,51403440400020
35213899,43272811100027
18358812,38308632900018
28001899,41133702500026
51824680,51180652300011
42675117,45364693700012
66974233,82082537000019
70169997,84330974100018
4865824,31722095200012
33897583,42942698400010
26001290,40442687600029
32629136,42409349000029
22165590,39371721000016
66096524,81465820900014
1948382,30102901300044
3069509,30828668100025
65788159,81320853500019
4852729,31716617100031
32431666,42364495400012
69225463,83509409500014
49056507,49923498700018
12693407,34426134200044
11693740,34160445200027
51901720,51212451200041
62436066,79342474800010
68053350,82826289900010
64758541,80825987300012
6754725,32457104100015
7921942,32853365800022
66001028,81420966400014
64325737,80423542200016
43064962,47775442800019
51581722,51079794700015
70813416,84990476800017
30434874,41912116500031
3682602,31167795900018
73995310,90647218800018
6088868,32219010900171
28519808,41257544100016
58167896,67980370000500
26974901,40889237000011
66737239,81965120900010
13525608,34843225300022
25526333,40331136800035
44256021,48070812200019
3507096,31078927600014
25623993,40353193200024
50424368,50406891700013
60605702,78127969000056
8262333,32958108600017
62100005,79186773200012
45186626,48349278100016
11252419,34035428100016
62407454,79329169100020
27790403,41082887500014
13971985,34958976200013
10093769,33506596700010
57133626,54206623805288
26954575,40883603900029
10049353,33494021000027
66226381,81526741400010
31276977,42106325600190
53427372,52033800500017
57980045,65178033000015
10626265,33861915800011
67719859,82455207900017
71984728,88213031300019
18343278,38305022600026
19687473,38805537800011
50225850,50324830400019
73318885,89831468700010
71444798,87765915100014
597079,18510860200011
73334645,89847121400012
52995095,51855894500011
51226690,50935243100019
66852183,82021955800013
6810385,32477136900018
44466616,48132823500017
71793674,88052448300018
58016330,65737122500027
39650737,44467487300054
63465434,80009854300013
73359134,89871625300015
35988572,43442702700017
64652285,80773400900010
43991434,47999944300019
70522027,84775677200012
26300939,40520368800016
58034140,66200022300039
1395996,25280067700020
55894604,53293486600015
30140718,41841631900014
71893897,88136905200017
14286324,35039884800027
68301017,82962756100022
33336321,42808800900025
64718663,80806114700027
68788559,83245068800029
41147185,45010262900034
55321254,53039812200016
47675943,49297822600016
52445013,51433744300014
53143867,51915171600015
64865127,80876004500019
3258885,30947979800030
47989954,49390116900026
30384562,41900444500013
4833836,31708432500024
62737833,79481493900011
70956229,85099034200014
67426055,82306403500012
62568149,79403831500014
28021563,41138733500044
158948,3911322000014
22420286,39429048000018
58295247,70107539200020
70323611,84435825900019
62499750,79371894100016
55129509,52954868700019
4886684,31731662800021
2159537,30234564000601
67900794,82747204400011
66148717,81489782300013
5697583,32068885600014
62673622,79451835700015
7821089,32820537200027
43382240,47852446500018
15666515,35386840900015
24551952,40112777400016
25951904,40431224100015
46248818,48863166400015
62546410,79393807700013
30420707,41908512100012
1083724,21630380000074
55361686,53057420100014
44356283,48100033900038
16342058,37838399600014
60645403,78155885300029
70294715,84416222200013
18190049,38270559800029
3590287,31120680900015
27296608,40970711400016
53123455,51906845600028
62837491,79527258200029
20260572,38934447400058
52486923,51451014800018
54000342,52275310200014
38215169,44146240500032
46656625,48988031000011
63988637,80260961000018
49828951,50165586400012
72696224,89051884800019
67324155,82255154500012
39275228,44386212300017
67929467,82761855400014
15637340,35379948900011
62070487,79173523600139
8986181,33179867800016
33239464,42772710200019
68913476,83321106300015
4934501,31753637300028
31229662,42095684900046
13825210,34921040100015
56648053,53814032800013
73450961,89964343100013
28251137,41192808800029
20554885,39001239100012
44125782,48034716000065
61972782,79128647900039
42651048,45358922800015
27722782,41066754700013
65498962,81187545900034
26780081,40843003100026
22098160,39356664100014
33625719,42877634800016
54086463,52312510200013
55228640,52998263900013
43020145,47764555000021
46068181,48809323800035
7746037,32796505900014
26814221,40850993300011
12877301,34475348800024
62426232,79337907400016
547868,17830221200182
21465578,39213381500010
31736736,42207700800015
35578468,43355816000019
52093035,51290593600013
55829429,53264306100015
73715438,90233352500019
51624046,51097159100019
42750401,45383049900019
70624568,84850374400015
62628565,79431311400025
51856208,51193624700028
31660945,42190370900010
65516266,81196066500024
64373580,80446327100010
40492959,44860410800044
68240154,82927578300019
13913852,34943932300016
64641968,80768076400014
55499022,53118176600027
15951347,37210082600018
3366106,31003009300036
44580019,48166331800030
73272394,89785015200017
22936533,39748093000452
69003140,83375234800023
64796286,80843315500013
52218311,51341851700019
45415005,48418557400114
22197560,39379005000032
19136201,38478499700023
61972490,79128480500011
60672238,78178018400011
35821619,43405811100023
31463560,42146353000012
42731309,45378344100059
59164761,75245003100014
16251545,37816042800017
10487183,33825313106347
20678014,39029979000258
57554269,57368154100013
29044498,41387165800022
10040740,33491614500017
71215363,85296287700019
28972507,41369825900020
61450193,78891436400013
13664096,34880202600016
65385450,81131612400015
53351215,52001884700019
59047063,75191587700011
40433881,44847023700026
61584124,78952260400014
35992937,43443679600016
20321410,38948434600017
72988269,89323994700011
21319052,39180427500017
47470569,49235690200014
71362842,85640656600013
8311864,32973659900021
28545041,41264057500020
28060742,41147914000013
1783233,29620372200016
56355048,53493374200015
30519927,41933478400016
31758653,42212614400019
4414664,31515952500023
54523937,52495680200028
73431383,89944721300013
17490153,38106933500028
32928086,42478418900013
26218706,40498264700012
59802478,77567929300016
55045390,52919050600020
74178507,95450974108527
927358,21390478200165
40238675,44802059400017
74253548,96641644800035
34990055,43223320300012
56180273,53417627600028
23777205,39936539400036
34179845,43006878300025
4092921,31368111600015
57736766,60282001100107
68011213,82804355400017
50300302,50355472700027
147706,3904875600017
44251778,48069569100018
68807918,83256731700025
72903080,89243444000012
63355507,79957646700010
45646778,48487598400029
71302898,85366322700017
25002877,40215491800039
27793990,41083680300016
69524452,83897883100017
57937162,64202860900567
65848028,81348819400016
32055412,42279996500021
64382605,80450574100012
15085520,35244605800013
21396341,39197479700048
17517118,38113340400016
34761224,43170530000058
56642220,53811349900015
59371831,75336769700012
5157598,31846877400019
66346405,81775369200018
28501904,41253483600017
20835551,39066421700010
63597242,80073470900010
4074155,31358749500018
68596810,83130280700019
69252190,83526283300014
64566839,80540140300011
28945772,41363264700017
72481143,88848846700018
60485994,78031358100016
2007565,30140496800036
14109079,34994330800016
21486339,39218255600010
74102255,95030873400017
49101090,49937069000020
44133976,48036942000017
73526091,90040416100011
25518913,40329584300011
71084532,85197371900012
51487295,51040898200039
1298191,22940028801240
32615849,42406118200020
29433058,41475299800024
22647468,39481471900032
26455918,40761280300012
71353058,85407359000010
6775866,32464609000278
4141112,31391854200017
61489931,78909798700018
32948500,42483229300023
15643038,35381318100024
57857911,63177208400036
61682661,78997458100017
7297899,32647122400013
56720359,53845821700022
35439629,43324023100012
56622110,53802503200011
19398138,38537296600015
246250,4657117000011
47768961,49325283700015
36314960,43517194700029
72006766,88231912200017
50464481,50422936000012
6168705,32248593900019
40895577,44952218400018
5694061,32067549900026
13772603,34907490600414
53268274,51967071500019
4500721,31554738000024
53846367,52209375600016
2557641,30495167600010
18443940,38327465100082
57678228,59261452300013
73272623,89785233100015
56616281,53800009200014
69227041,83510412600015
55972296,53327366000027
70578793,84817158302808
26535563,40781534900011
66422259,81811449800012
47520183,49250507800013
60692313,78192672000017
42867014,45580028401923
13683912,34885457100026
11156360,34008994500018
46425688,48916737900028
15637763,35380041000014
51183287,50916699700080
50811409,50760824800013
17104320,38016874000013
53845118,52208853300016
73913951,90453733900015
3646153,31149238300030
30247043,41865760700010
65639789,81254205800019
58636927,75006357000014
19857251,38843672700019
11284057,34044063500019
42444338,45309196900015
68188933,82898222300012
37315333,43948820600020
48675826,49804628300020
68067752,82833879800014
51934186,51225778300013
69893836,84141020200011
72394453,88769587200010
55596039,53161133300018
64042583,80286913100010
41241760,45031958700041
26343189,40531144000029
50988750,50834755600021
45790606,48530209500016
49813200,50160651100027
17729577,38162149900015
57660443,59129591000010
52180034,51326128900013
34011414,42969343500019
71820063,88074720900018
45927275,48768035700018
71340914,85397536500018
65961205,81401871900017
70948453,85093037100016
71717120,87988193600014
57010441,53975877100015
24070185,40002168900031
31048052,42053771400016
2188291,30252153900015
33496742,42847447200019
58204667,68581083000016
68624903,83146415100016
25548967,40336317900017
25519809,40329771600033
67110047,82149263400018
66185746,81507507200026
11664295,34152080700015
69795715,84076353600017
32779943,42444169900016
61340786,78841548700016
72259860,88457916000018
45396074,48412836800038
74136167,95045764800018
35892013,43421054800013
33045211,42505419400021
46582490,48965199200013
65929081,81386688600035
60811597,78282616800018
57074674,54004756000011
41572563,45107914900014
73892878,90429741300018
69774452,84062440700010
507804,17530431000162
63433376,79994497000018
34075437,42984110900011
27263323,40961149800018
460560,17030431500220
2000948,30135835400027
70382722,84475775700019
47396360,49213087700011
19133638,38477927800017
73899941,90437995500019
36054753,43457250900025
64902977,80894648700010
10967420,33958901200014
26332246,40528205400015
19842645,38840289300019
27690175,41059491500010
16294793,37826524300022
49552737,50077014400011
64184808,80356001000016
62536409,79389169800011
1775444,29540165700016
35590395,43358498400036
33868741,42935988800014
2225200,30275823000031
60919732,78368952400016
15382280,35316437900011
10906705,33942089500015
26411536,40750018000010
62835693,79526402700017
49758250,50142845200020
66225010,81526099700029
64055368,80293274900012
15786564,35600000055731
14455710,35084164900022
59881706,77574574800019
64381411,80450040300014
54277265,52392410800021
41226228,45028475700033
49915037,50196246800010
40401560,44839704200012
44531892,48152072400016
61237168,78628699700014
62354461,79304435500014
48527475,49758295700013
67839928,82517432900011
32577811,42397230600025
26864170,40862281900014
42883923,45811086300016
37536355,43998019400013
13722654,34894940500016
17100618,38015964000016
68461769,83053954000039
342887,7080036200017
51722561,51137929900023
70523179,84776444600013
8147648,32922672400030
61782417,79041701800013
43714544,47932754600012
28111015,41159277700022
61352047,78846712400012
58921660,75134795600037
39184707,44365662400022
3035345,30803689600014
48696264,49811060000018
36423650,43588012500024
52851470,51795519100021
59674370,77557815600017
73375686,89888250100015
70544396,84792206900012
66692705,81943289900022
63609289,80079139400011
74242360,96420171900033
20833750,39065999300013
3881393,31261844000035
71469637,87786540200011
64367001,80443337300029
70860137,85025426900010
72181426,88387503100014
42893498,46070673200019
44682042,48196369200019
68976320,83359070601315
54214214,52366048800017
16823627,37955064300017
32544978,42389585300038
16685704,37921637700018
22248547,39390580700029
10086374,33504465700021
36138159,43476148200018
58033802,66197237200014
22600627,39470662600022
71234306,85310917100019
17863642,38194133500584
14875854,35191529300010
4703909,31649778300027
50386728,50390847700014
73006908,89341549700013
61867902,79080838000014
40608652,44887076600012
60354844,77940829300024
35608058,43362566200039
53979224,52266639500044
66491281,81845061100012
15948746,37070105400014
60461239,78013011802766
42750236,45383013500019
8627884,33071274600016
71108934,85215978900019
69921370,84159203300010
69106635,83436213900026
23346,1472983400011
31287178,42109404600016
12252281,34310841100046
55519666,53127309200019
6633640,32413816300013
51915495,51218044900013
20851881,39070249600014
50658686,50503945300020
57414883,56200979500013
7070334,32567411700016
68200819,82905028500016
67135242,82161398100025
21366211,39190835700018
24962022,40206374700024
15552593,35359152200019
73757349,90279202700010
63319751,79940769700033
20154934,38910540400013
48568847,49771168900016
60120696,77760084200010
33853992,42932512900014
54934965,52871748100014
19850943,38842178600012
70527000,84779529100024
21013794,39107945600037
2644693,30541790900010
23704028,39921869200016
33719387,42899060000044
32134218,42297817100011
26368542,40537001600017
47899629,49362979400014
72708626,89063937000018
56863241,53908911000016
27199677,40945828800019
72633736,88993172100019
72422011,88793866000016
51964907,51238061900019
41624619,45120025700033
19468135,38754529600015
56167910,53412379900023
9295541,33273241100019
73044981,89376963800014
50779860,50747546500013
6675669,32428821600025
58310226,70202149400043
53372573,52010774900027
59147485,75237802600013
41107412,45001279400027
47947462,49377291700016
4039037,31340322200083
2228014,30278374100010
73201325,89528081600011
33815303,42921995900013
5095888,31820473200032
29485815,41486517000016
70363973,84463096200018
3426807,31035193700019
43086683,47780701000020
18519235,38343638300012
43535016,47889392800026
68744100,83218772800015
65623040,81246752000019
14835235,35180873800014
3043020,30808831900048
51803867,51171704300026
64394888,80456524000020
68793076,83247754100011
36827945,43836901900015
59832195,77569207200967
32343005,42344905700011
6940172,32521952500012
71864777,88112389700012
72532863,88897671900011
71478388,87794186400010
68698821,83191129200017
58930777,75138972700015
69394885,83816013300016
44621421,48178365200029
52314869,51380486400017
68225693,82919324200023
54653487,52750688500013
61806727,79052928300018
6178846,32252178200019
25120232,40242393300017
6379245,32326408500016
36523845,43767182900012
2793519,30630312400029
23947582,39974747600014
59298926,75304326400013
7594620,32746288300015
54102521,52319272200024
73811110,90338191100028
67206971,82196058000016
53704825,52150295500060
51444925,51023626800015
30159388,41845844400019
37073553,43894119700016
64586284,80740984200034
63574203,80062238300019
61656064,78985298500017
56253489,53449455400023
23035463,39771246400015
50475555,50427738500036
13411129,34811482800018
19943727,38863154100017
45557311,48461050600012
14539499,35105872200015
34162757,43003068400038
70449259,84523493900021
73505258,90019321000011
4634797,31616383100019
72730423,89085444100270
10846305,33925251200027
61304645,78815847501069
51138153,50897638800043
66433232,81816892400012
13377750,34802357300010
21860502,39303128100024
24274326,40048609800025
68655040,83164484400019
4473517,31542348300017
1560179,26350014200405
68891779,83307760500016
29138792,41408075400016
70421786,84503075800013
54780069,52804891100028
22782778,39513056000018
69373947,83802869400019
53764862,52175186700016
72784523,89135999400011
2430348,30416634100012
61556681,78939725400028
7428673,32690872000021
13779988,34909376500015
60851771,78314401700010
2348847,30359835300017
70013769,84223331400017
3670344,31161329300027
2768652,30618202300011
14641946,35133031100033
11622696,34140016600011
35848109,43411494800020
7352368,32665458900026
23743527,39930067200017
1532503,26250177800019
73474654,89988375500014
11599897,34133400100011
65043748,80964680500014
26572556,40791345800011
46515935,48944313500012
4541991,31572610900012
59882179,77574678700073
19391147,38535770200013
23279318,39826879700022
67217861,82201399100010
59649101,77555566700143
21162941,39143653200017
15040675,35232978300034
73458770,89972465200024
23250077,39819897800031
67192785,82189129800019
10200203,33591272100016
13456221,34824094600015
71798796,88056843100014
55139449,52958984800017
51763527,51154917200019
70986574,85122339600017
63314038,79938212200015
67325119,82255601500011
56924412,53936995900025
49349725,50013889600013
62132772,79201825100019
68069552,82834768200019
72522386,88887437700011
15798177,35600011718349
54977110,52890003800019
2335369,30351371700049
32841114,42458281500025
46951903,49077695200023
54197198,52358738400026
46297108,48877363100012
43404750,47858247100015
21385047,39195027600017
56000405,53339698200027
59093984,75213159900017
39017512,44328284300020
58383616,71205941900010
13896226,34939371000059
54528932,52497859000015
5037390,31796651300010
59388808,75344286200029
2585777,30511164300048
56830690,53894443000015
41743097,45145533100046
56209385,53430471200027
41491483,45089201300019
67856880,82526295900018
59099329,75215629900014
37246192,43933227100014
32195603,42311448700022
23450400,39865341000017
13827479,34921664800023
57700268,59734105600013
72294435,88488328100013
39798962,44499209300013
48262252,49473900600018
13575404,34856953400038
1889218,30061234800015
16829575,37956601100019
13183110,34751645200013
43631141,47912680700060
70356886,84458397100016
70848606,85016966500013
71689607,87966075100014
64536855,80525538700013
71538037,87842419100012
59036145,75186544500025
51794304,51167604100011
10579563,33848467800010
54728020,52782392600037
16091094,37777023500028
44088689,48024520800016
61191437,78598120000013
73883641,90419180600010
44530949,48151808201342
13895359,34939141700038
59712078,77561815000475
346121,7150201700016
46892032,49059594900010
20438948,38974344400017
57824477,62204498000366
72461214,88830109000013
43382726,47852546200022
73153544,89481445800010
53103113,51899473600016
19663265,38800042400019
32632189,42409980200011
70712710,84915667400012
73741367,90261701800012
54602819,52528853600010
67317329,82251633200019
35487093,43334926300056
64110268,80320053400011
70877252,85038148400011
22805094,39518307200010
44913877,48266415800011
5599831,32030173200022
29567424,41504324900010
55083703,52935065400016
55427593,53086638300017
50848178,50776096500024
51295916,50963371500032
36147643,43478489800018
35691187,43380660100046
39804289,44500313000025
31777163,42216986200014
14987643,35219843600011
30354004,41891888400010
6815524,32478948600010
49661185,50111317900011
21893803,39310834500017
40765596,44922724800019
71153548,85250269900014
70079928,84268612300022
58715131,75041257900021
37789899,44050729100027
72700288,89055452000019
8187474,32934987200013
38304266,44166547800042
43392085,47854941300027
43385972,47853444900028
24048522,39997382504209
44887661,48258464600020
71471730,87788448600011
72840934,89187473700010
34894028,43201503000013
59390029,75344788700013
66695773,81944774900014
11050238,33980308200025
2561777,30497421500028
22928762,39746264900054
13718980,34894025500089
62248147,79255296000017
62559308,79399738800012
10881008,33935267600060
58965498,75155107800015
59366088,75334151000018
8110109,32911651100018
65031718,80958599500016
62050577,79164316600014
17177244,38033582800022
70058723,84253927200018
15451452,35333858500022
70035275,84238224400015
7108538,32580767500021
33044493,42505271900027
61769080,79035561400013
52683841,51531474800010
52073930,51282740300027
36313944,43516960200016
60794544,78270632900011
1727853,27300015800017
54123189,52327928900012
18920038,38430820100019
64950517,80918482300015
66586029,81891302200013
3989667,31314756300016
58228063,69106097400017
70394919,84484024900016
73095207,89425838300013
67886258,82577048000010
50332633,50368561200015
50138700,50288474500014
52675990,51528332300019
16495415,37876286800024
5321961,31914668400018
64969101,80927722100010
46299718,48878285500032
69446701,83847851900021
18574845,38355983800024
35277585,43287340400011
4211146,31425519100038
62141386,79205656600013
53146348,51916114500015
40275726,44810666600028
40150037,44782014300017
58276381,69711316500016
189731,3930524800013
70248143,84384791400010
62948135,79767750700015
65962509,81402497200022
40249216,44804521100027
70396999,84485248300016
72031808,88252979500016
38973165,44318051800013
16349273,37840172300010
14484530,35091565800016
71619441,87908883900011
73598183,90113525100014
69076806,83418699100016
40154717,44783121500010
58745413,75054773900011
36115018,43470836800031
62374847,79314078100014
73431898,89945305400012
53052434,51879005000026
68218624,82915182800011
71860026,88108403200013
16363339,37843738800028
4449590,31531384100035
40608629,44887070900020
33271111,42787106600010
29458410,41480893100011
73608928,90124484800015
51926261,51222551700014
20640062,39021138100038
22677554,39488565100015
52833629,51788206400010
39783748,44495810200022
66758610,81975579400016
59569747,77120145600031
51098255,50880647800014
47765201,49324189700054
30539871,41938113200010
13520992,34842002700016
32116064,42293612000019
65963620,81403021900012
65433164,81155109200018
72138162,88349025200011
45676831,48496348300017
59889045,77575792500489
48548528,49764739600017
9173389,33236185600013
65527128,81201567500018
13130772,34644151200016
35619341,43365251800013
47404119,49215237600017
62088509,79181602800017
71552820,87854364400016
49807228,50158720800015
16971366,37989941200033
73423312,89936500100010
23849985,39952156600014
14106335,34993642700013
64679558,80786628000033
16655078,37914250800017
17875794,38196843700016
9771879,33415579300014
3424929,31034154000022
69247803,83523503700016
65855775,81352484000010
70663886,84879272700010
11220338,34026332600027
34938976,43211926100027
38186996,44139790800027
62316083,79287085900016
44212042,48058458000017
45535046,48454410100013
39660541,44469527400027
73874999,90409538700018
57793639,61591190600019
73560491,90074979700016
26134949,40477715300028
41577851,45109146600024
51927391,51222955000011
8678298,33086903300044
69687956,84005524800016
68770439,83234212500016
15377386,35315181400012
48251329,49470602100024
38169807,44135813200013
72008254,88233174700015
36666165,43799361100015
20566943,39003931100019
30453703,41917041000023
50930704,50809527000015
19192435,38490955200026
42881594,45750531100011
24026165,39992637700017
2371826,30374094800011
35335944,43300663200015
21060855,39119035200016
68725504,83207661600016
7156700,32598240300017
13803812,34915531700010
55850684,53273780600036
50721518,50529593100016
58258241,69382031800014
7635965,32760417900017
45839939,48743218900016
25142165,40247429000010
70491908,84753590300011
68423730,83032496800023
30664903,41965465200017
52816594,51781060200014
53939872,52249843500018
15057482,35237348400018
55962068,53323208800013
54610961,52532423200012
73297480,89809969200011
137787,3898980200012
55627932,53175477800011
33611118,42874773700032
43139601,47793501900018
60578349,78106281500019
24402380,40078250400015
64888362,80887397000012
52599502,51496959100015
43043238,47770176700014
3996905,31318611600015
48057791,49411113100020
61179632,78588634200019
26866436,40862815400028
64625768,80760318800010
64608092,80751689300011
7498628,32714811000023
32593563,42400883700017
72146064,88355976700016
5289225,31900783700036
19708841,38810445700014
72513271,88879092000019
55194022,52982750300028
45919050,48765634000014
366556,7615029100011
73214490,89540916700015
57591777,58161109200015
7683560,32776394200015
66359055,81781197900027
42841663,45405371100031
13065360,34524215000034
20586743,39008485300014
31635928,42184594200018
57720866,60200405300016
35844363,43410703300020
44853428,48248136300018
51488699,51041414700031
12240599,34307806900014
67077816,82133617900014
51268994,50952835200024
39284195,44388182600012
46094382,48817193500023
33993974,42965429600012
7146064,32594318100033
41498748,45090798500011
66453043,81826494700016
58438103,72197134900015
3245360,30941152800040
57183944,54571106100014
59881357,77574488100035
39704352,44478651101087
37743713,44040607200015
31358975,42124737000016
12241465,34308032100031
65996750,81418908000017
48520823,49756279300016
10014859,33484602900034
9333205,33284725000013
73074431,89406008600010
38897710,44300733100012
46975772,49085011200015
45789287,48529643800024
62443730,79346063500030
47182705,49147301300010
2979527,30754228200016
71994602,88221458800015
8116849,32913630300016
35173083,43263716300010
3560290,31105497700013
65389128,81133414300013
6970497,32532535500023
28150127,41169281700017
6229227,32270973400014
39049657,44335459200026
47498413,49244232200029
16862832,37964091500029
10198141,33578030001370
13196268,34755033700054
67906819,82750209700013
11772498,34182272400017
60130880,77768135400018
11110286,33996646700013
30557390,41941909800027
17708102,38156900300019
67291779,82238616500010
64198235,80362455000049
13178957,34750533100012
22776797,39511615500015
70630573,84854656000014
73928672,90470458200017
56321580,53478662900012
31573818,42170565800019
48600497,49781004400022
37831016,44059730000019
66870212,82031013400029
26715998,40826807600010
7979466,32871407600010
70171455,84331920300017
57940195,64204389700056
61319547,78826047900019
32934649,42479978100010
43891928,47975753600012
24131067,40015817600018
59042905,75189744800013
46995270,49090842300018
13549164,34849768600025
62327593,79292199100016
57795346,61621021700017
56320262,53478139800043
3253954,30945492400015
48396608,49515425400017
47803277,49334969000021
73131202,89459955400017
54772778,52801687600013
67035274,82112832900017
48436565,49527631300030
27394869,40994508600018
48224029,49462190700018
72333036,88521935200014
69262161,83532534100013
2338137,30352637005116
71825560,88079520800011
25108085,40239581800055
20055193,38888088200013
52460155,51440007600014
68117153,82859559500020
57251607,55204944723495
53419146,52030318100017
72928620,89267766700016
29172975,41415712300012
63002595,79793300900012
57188773,54641117400016
66496775,81847773900010
31608678,42178278000017
73753271,90274748400019
3379013,31009974200010
60851788,78314417300011
55982154,53331810100011
50401082,50396803400010
285327,5880162200018
46457493,48926602300030
73193588,89520348700015
55881200,53287216500016
49893836,50187825000015
45411197,48417360400014
60934840,78379605500037
66335511,81770055200018
41667715,45129394800027
55736472,53222404500015
15618714,35375373400014
53342877,51998365400020
23044937,39773520000016
69526239,83898995200018
69584226,83936941000015
63463613,80009038300012
49933736,50203965400012
1346194,24620099200088
70135654,84307575500010
40281125,44811912300017
72158648,88366704000017
29425068,41473446700049
36799188,43830401600019
23038648,39771985700021
57003619,53972942600012
15201858,35273108700032
20304991,38944622000011
16462022,37868236300023
68292715,82958062000013
40886343,44950147700011
60858779,78319715500014
49503840,50061928300012
21105013,39129575500014
53557166,52088224200016
10550317,33840410600019
3519064,31084873400011
66741246,81967091000010
2920204,30710640100051
12627123,34408776200011
32405034,42358616300010
26598432,40798487100019
42601192,45346854800012
58836438,75095861300036
34044357,42976828600016
2656629,30548983300056
47230142,49162019100024
64346279,80433426600017
2135167,30219315600056
3713754,31182263900010
13841797,34925365800026
10862415,33929884600025
72244626,88444274000012
72465481,88834145000011
66674626,81934335100022
15140934,35258157300032
38081805,44115788000028
20213446,38923654800043
51650954,51108258800027
61420580,78877843900018
39317513,44395660200017
23671170,39914635600106
50986488,50833682300036
29649026,41522402100014
68147844,82875518100017
52567144,51483677400018
68052551,82825855800026
69803205,84081252300016
51884286,51205292900027
35755905,43394178800039
68678648,83178937500019
25681098,40366154900010
68944820,83340372800011
20453956,38977659200021
73939716,90483239100018
71805697,88062721100019
60049743,77699395800011
3149387,30891058700028
35597385,43360097000019
53031322,51870574400028
501016,17450131200022
33819825,42923077400011
28607247,41280734900011
54297205,52400947900014
12709299,34430179100036
19445564,38749266300019
42622918,45352179100021
12289992,34320650400056
48279189,49479223700039
44826501,48239787400017
25297543,40282396700011
2152206,30230168400064
21972637,39328961600020
42550998,45334823700026
19132314,38477596100012
27855409,41098652500013
31979508,42262840400010
15276360,35290369400011
57138530,54207358007108
40968873,44968734200013
12057336,34259260700010
19442084,38748528700024
6424442,32341429200041
54459985,52468772000028
26771602,40841140300038
72411512,88784591500016
45653648,48489670900017
39034602,44332025400024
46624060,48977727600044
43599835,47905008000015
34462032,43086828100014
72836862,89184005000019
49579918,50085272800012
2739410,30600848300027
60627226,78143685200011
72339908,88527710300010
33474893,42840843900019
27028061,40903245500019
59464165,75378141800011
30736452,41981363900012
30200733,41855093500013
63270929,79918376900022
62195062,79230609400014
5573163,32019303000014
742797,21090243300023
71404982,87370010800020
60564977,78095675100033
63013910,79798586800018
13082132,34528711400010
24632681,40131289700028
13551127,34850220400012
71132918,85234535400017
68969302,83354942100018
66185539,81507429900018
64848192,80867656300014
44046810,48013634000019
8060966,32896331900020
73252176,89764988500018
59892074,77576852600029
37695477,44030794000021
38295688,44164464800012
69916921,84156227500013
31093938,42064153200015
16977167,37991098700013
61574285,78947837700029
62454596,79351089200011
70287534,84411436300014
26081107,40464565700010
40113557,44773839400025
52586337,51491457100013
66264919,81701146300012
